DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Jose A Miralla,398,259000,18000500,651,45227,70,SEGUNDO,MATADEROS,9
Eva Perón,156,350000,22400000,2244,143590,64,SEGUNDO,PARQUE AVELLANEDA,9
Terrero  al 1700,300,780000,49920000,2600,166400,64,SEGUNDO,VILLA GRAL. MITRE,11
24 de Noviembre,211,418000,26752000,1981,126787,64,SEGUNDO,SAN CRISTOBAL,3
MURGUIONDO,430,500000,32000000,1163,74419,64,SEGUNDO,VILLA LUGANO,8
Rodo al 6800,118,150000,9600000,1271,81356,64,SEGUNDO,MATADEROS,9
"REPETTO, NICOLAS, DR.",149,460000,29440000,3087,197584,64,SEGUNDO,VILLA CRESPO,15
Av. Caseros 1400,727,799000,53692800,1099,73855,67,SEGUNDO,CONSTITUCION,1
Bdier Gral J Zapiola,317,1100000,73920000,3470,233186,67,SEGUNDO,COGHLAN,12
Jose Marmol 729,210,750000,48000000,3571,228571,64,SEGUNDO,ALMAGRO,5
PICHINCHA 970,293,550000,38225000,1877,130461,70,SEGUNDO,SAN CRISTOBAL,3
Sanchez Bustamante 800,837,1900000,121600000,2270,145281,64,SEGUNDO,ALMAGRO,5
Martinez Castro 500,179,320000,22240000,1788,124246,70,SEGUNDO,PARQUE AVELLANEDA,9
E Bonorino 100,121,322000,22379000,2661,184950,70,SEGUNDO,FLORES NORTE,7
F De Cespedes,423,650000,45175000,1537,106797,70,SEGUNDO,CHACARITA,15
Av A Alvarez Jonte,213,330000,22935000,1549,107676,70,SEGUNDO,MONTE CASTRO,10
VIAMONTE 400,250,1300000,104000000,5200,416000,80,CUARTO,SAN NICOLAS,1
24 DE NOVIEMBRE 200,198,290000,19488000,1465,98424,67,SEGUNDO,BALVANERA,3
Concordia al 1100,660,1100000,73920000,1667,112000,67,SEGUNDO,VILLA SANTA RITA,11
PARAGUAY 800,286,1850000,117937500,6468,412369,64,TERCER,RETIRO,1
Av. Gral Paz,370,230000,14720000,622,39784,64,SEGUNDO,VILLA CRESPO,15
Ciudad de la Paz,266,1200000,83400000,4511,313534,70,SEGUNDO,COLEGIALES,13
Bonorino,257,850000,54400000,3307,211673,64,SEGUNDO,FLORES SUR,7
"San Pedrito al 600, CABA",532,550000,35200000,1034,66165,64,SEGUNDO,FLORES SUR,7
Suiza,210,300000,20160000,1429,96000,67,SEGUNDO,VILLA GRAL. MITRE,11
Baradero,210,359000,24950500,1710,118812,70,SEGUNDO,FLORESTA,10
"GAINZA, MARTIN DE, GRAL. 300",232,670000,42712500,2888,184106,64,TERCER,CABALLITO,6
,221,420000,26880000,1900,121629,64,SEGUNDO,PARQUE PATRICIOS,4
CHICLANA 1240,222,200000,16000000,901,72072,80,CUARTO,SAN CRISTOBAL,3
"UGARTE, MANUEL 3300",105,315000,25200000,3000,240000,80,CUARTO,COGHLAN,12
MANUEL UGARTE,388,1000000,64000000,2577,164948,64,SEGUNDO,BELGRANO,13
JUAN B JUSTO,81,250000,16800000,3086,207407,67,SEGUNDO,VILLA SANTA RITA,11
BRASIL 1500,256,520000,36140000,2031,141172,70,SEGUNDO,CONSTITUCION,1
CHORROARIN 121 - 127 -,977,1599000,102336000,1637,104745,64,SEGUNDO,AGRONOMIA,15
ALBERTI,367,549000,36892800,1496,100525,67,SEGUNDO,BALVANERA,3
Mexico y 24 de Noviembre,165,540000,34560000,3273,209455,64,SEGUNDO,BALVANERA,3
RIVERA INDARTE 100,268,740000,49728000,2761,185552,67,SEGUNDO,FLORES NORTE,7
OLAVARRIA 800,703,650000,41437500,925,58944,64,TERCER,BOCA,4
Fray G Arregui,4270,2500000,168000000,585,39344,67,SEGUNDO,VILLA DEL PARQUE,11
LA PAMPA 3700,476,1100000,70125000,2311,147321,64,PRIMER,BELGRANO,13
CORDOBA,472,1500000,96000000,3178,203390,64,SEGUNDO,CHACARITA,15
Suarez,260,170000,10880000,654,41846,64,SEGUNDO,BOCA,4
DIRECTORIO 905,244,460000,29325000,1885,120184,64,PRIMER,PARQUE CHACABUCO,7
J M Serrano,184,950000,63840000,5163,346957,67,SEGUNDO,PALERMO,14
POLA 1600,224,190000,12112500,848,54074,64,PRIMER,MATADEROS,9
TAPALQUE 7300,141,167000,10646250,1184,75505,64,PRIMER,MATADEROS,9
Ricardo Gutierrez,594,1200000,80640000,2021,135787,67,SEGUNDO,VILLA DEVOTO NORTE,11
CARRASCO 822,300,190000,15200000,633,50667,80,CUARTO,VELEZ SARSFIELD,10
Brasil,373,750000,48000000,2011,128686,64,SEGUNDO,SAN TELMO,1
Timoteo Gordillo,304,650000,45175000,2138,148602,70,SEGUNDO,MATADEROS,9
De los Constituyentes,254,600000,38400000,2362,151181,64,SEGUNDO,VILLA PUEYRREDON,12
Arriola,255,400000,25600000,1569,100392,64,SEGUNDO,PARQUE PATRICIOS,4
Concordia 2700,177,320000,20480000,1808,115706,64,SEGUNDO,VILLA DEL PARQUE,11
TINOGASTA 2700,211,620000,39680000,2938,188057,64,SEGUNDO,AGRONOMIA,15
MOLDES 3300,123,540000,34425000,4390,279878,64,TERCER,NUÑEZ,13
Bogado,248,750000,52125000,3024,210181,70,SEGUNDO,ALMAGRO,5
Ing. Huergo,1338,6500000,451750000,4858,337631,70,SEGUNDO,SAN TELMO,1
CESPEDES 2900,233,720000,45900000,3090,196996,64,PRIMER,COLEGIALES,13
CORDOBA AV.,538,2300000,147200000,4275,273606,64,SEGUNDO,CHACARITA,15
Artilleros 2300,644,1500000,100800000,2329,156522,67,SEGUNDO,BELGRANO,13
MORLOTE 900,409,590000,39648000,1443,96939,67,SEGUNDO,PARQUE CHAS,15
Congreso al 1500,291,2600000,166400000,8935,571821,64,SEGUNDO,NUÑEZ,13
Córdoba 4300,398,1700000,118150000,4271,296859,70,SEGUNDO,VILLA CRESPO,15
Vuelta De Obligado,225,1300000,87360000,5778,388267,67,SEGUNDO,NUÑEZ,13
JUSTO JUAN B,528,1750000,117600000,3314,222727,67,SEGUNDO,VILLA CRESPO,15
Tres Arroyos,310,730000,49056000,2355,158245,67,SEGUNDO,VILLA SANTA RITA,11
AGUIRRE,107,485000,31040000,4533,290093,64,SEGUNDO,VILLA CRESPO,15
Mexico al 1400,642,1500000,104250000,2336,162383,70,SEGUNDO,MONTSERRAT,1
Av Congreso al 3900 Esquina Tronador,250,770000,53515000,3080,214060,70,SEGUNDO,COGHLAN,12
Av Castañares,450,190000,12768000,422,28373,67,SEGUNDO,VILLA LUGANO,8
PICO 4700,352,579000,38908800,1645,110536,67,SEGUNDO,SAAVEDRA,12
Av. Segurola,118,265000,18417500,2246,156081,70,SEGUNDO,MONTE CASTRO,10
El Artesano al 1100,110,140000,9730000,1273,88455,70,SEGUNDO,PARQUE CHACABUCO,7
Washington,375,870000,60465000,2320,161240,70,SEGUNDO,BELGRANO,13
"ACUÑA DE FIGUEROA, FRANCISCO 1775",244,680000,54400000,2787,222951,80,CUARTO,PALERMO,14
TRELLES 1777,296,490000,34055000,1655,115051,70,SEGUNDO,VILLA GRAL. MITRE,11
Carabobo,828,730000,49056000,882,59246,67,SEGUNDO,CABALLITO,6
Tucuman,365,800000,53760000,2192,147288,67,SEGUNDO,ALMAGRO,5
DEAN FUNES,188,255000,16320000,1356,86809,64,SEGUNDO,PARQUE PATRICIOS,4
Ulrico Schmidl,996,450000,31275000,452,31401,70,SEGUNDO,MATADEROS,9
Ramon Falcon,148,250000,16800000,1689,113514,67,SEGUNDO,VELEZ SARSFIELD,10
Av. Juan de Garay,332,640000,43008000,1928,129542,67,SEGUNDO,CONSTITUCION,1
General Eugenio Garzón 3882,252,222000,14918400,881,59200,67,SEGUNDO,PARQUE AVELLANEDA,9
Tronador,940,850000,57120000,904,60766,67,SEGUNDO,COGHLAN,12
Dante 81,132,480000,33360000,3636,252727,70,SEGUNDO,VILLA LURO,10
Esteban A Gascon,554,870000,55680000,1570,100505,64,SEGUNDO,ALMAGRO,5
BELGRANO 3280,891,570000,36337500,640,40783,64,PRIMER,BALVANERA,3
Tinogasta,472,580000,40310000,1229,85403,70,SEGUNDO,VILLA DEVOTO SUR,11
Carlos M Ramirez 2300,316,195000,12480000,617,39494,64,SEGUNDO,VILLA SOLDATI,8
Aizpurua,217,700000,48650000,3226,224194,70,SEGUNDO,VILLA URQUIZA,12
BAEZ 200,225,1000000,63750000,4444,283333,64,TERCER,PALERMO,14
Pavon,199,499000,34680500,2508,174274,70,SEGUNDO,SAN CRISTOBAL,3
Tres Arroyos,635,1500000,100800000,2362,158740,67,SEGUNDO,VILLA SANTA RITA,11
LA RIOJA 800,261,440000,29568000,1686,113287,67,SEGUNDO,SAN CRISTOBAL,3
Av. Balbín,265,1500000,96000000,5660,362264,64,SEGUNDO,BELGRANO,13
Lavalle  1800,302,1900000,121600000,6291,402649,64,SEGUNDO,BALVANERA,3
LA ESPIGA,212,295000,20502500,1392,96710,70,SEGUNDO,VILLA DEL PARQUE,11
Ricardo Gutierrez,240,290000,18560000,1208,77333,64,SEGUNDO,VILLA CRESPO,15
HUMBOLDT al 1400,81,490000,34055000,6049,420432,70,SEGUNDO,PALERMO,14
"BORDABEHERE, ENZO",104,143000,9152000,1375,88000,64,SEGUNDO,VILLA DEL PARQUE,11
FRAGATA Pres. SARMIENTO 2200,123,230000,18400000,1870,149594,80,CUARTO,PATERNAL,15
