,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
144,GASCON 1600,224,579000,46320000,2585,206786,80,CUARTO,PALERMO,14
7558,VIDAL,340,890000,59808000,2618,175906,67,SEGUNDO,BELGRANO,13
9220,Av. Velez Sarsfield,1927,2700000,181440000,1401,94157,67,SEGUNDO,PARQUE PATRICIOS,4
4575,Medrano,200,650000,45175000,3250,225875,70,SEGUNDO,ALMAGRO,5
10196,SEGUROLA 100,106,290000,18487500,2736,174410,64,TERCER,VELEZ SARSFIELD,10
1023,SANTANDER,147,400000,25600000,2721,174150,64,SEGUNDO,PARQUE CHACABUCO,7
8915,Lafuente,165,180000,12096000,1091,73309,67,SEGUNDO,FLORES SUR,7
1790,HIPOLITO YRIGOYEN,343,1100000,70400000,3207,205248,64,SEGUNDO,BALVANERA,3
9257,MONASTERIO 100,262,490000,32928000,1870,125679,67,SEGUNDO,PARQUE PATRICIOS,4
3792,Gral M De Escalada,303,650000,41600000,2145,137294,64,SEGUNDO,MATADEROS,9
5293,Avellaneda,138,430000,29885000,3116,216558,70,SEGUNDO,CABALLITO,6
6000,Av Jujuy,91,280000,19460000,3068,213260,70,SEGUNDO,PARQUE PATRICIOS,4
3335,Capdevila,1137,530000,33920000,466,29833,64,SEGUNDO,VILLA URQUIZA,12
4473,Aranguren  2300,196,450000,28800000,2296,146939,64,SEGUNDO,FLORES NORTE,7
5894,San Pedro 5374,227,169900,11808050,748,52018,70,SEGUNDO,MATADEROS,9
8353,Padilla al 300,206,900000,60480000,4369,293592,67,SEGUNDO,VILLA CRESPO,15
4046,Dr L Belaustegui,531,680000,43520000,1281,81954,64,SEGUNDO,VELEZ SARSFIELD,10
9968,PINTO 4700,171,549000,34998750,3210,204671,64,TERCER,SAAVEDRA,12
6713,Griveo,207,280000,19460000,1353,94010,70,SEGUNDO,VILLA PUEYRREDON,12
758,LIBERTAD,531,550000,35200000,1036,66290,64,SEGUNDO,SAN NICOLAS,1
7638,Crisologo Larralde al 2200,216,730000,49056000,3380,227111,67,SEGUNDO,NUÑEZ,13
4697,J. D Peron,667,1650000,114675000,2474,171927,70,SEGUNDO,BALVANERA,3
5717,Balbastro,285,200000,13900000,702,48772,70,SEGUNDO,FLORES SUR,7
3907,Cap J G Bermudez,246,275000,17600000,1116,71429,64,SEGUNDO,MONTE CASTRO,10
6917,Yerbal 6300,220,195000,13552500,886,61602,70,SEGUNDO,LINIERS,9
10093,PAREJA,140,650000,41600000,4643,297143,64,SEGUNDO,VILLA DEVOTO NORTE,11
9791,MIÑOÑES 1900,347,750000,47812500,2161,137788,64,TERCER,BELGRANO,13
5571,Magallanes,207,150001,10425070,725,50363,70,SEGUNDO,BOCA,4
6430,MALABIA al 200,226,800000,55600000,3540,246018,70,SEGUNDO,VILLA CRESPO,15
1945,Constitucion,176,230000,14720000,1307,83636,64,SEGUNDO,SAN CRISTOBAL,3
2568,Av. Directorio,166,700000,44800000,4217,269880,64,SEGUNDO,CABALLITO,6
5413,Paysandu,613,1100000,76450000,1794,124715,70,SEGUNDO,PATERNAL,15
8112,Nicasio Oroño,176,380000,25536000,2159,145091,67,SEGUNDO,PATERNAL,15
5214,ALBERDI JUAN BAUTISTA AV.,338,1180000,82010000,3491,242633,70,SEGUNDO,CABALLITO,6
1101,"ALVAREZ, JULIAN 1000",780,520000,33150000,667,42500,64,PRIMER,VILLA CRESPO,15
4777,Gral Urquiza,322,880000,61160000,2733,189938,70,SEGUNDO,SAN CRISTOBAL,3
8484,Nogoya,256,750000,50400000,2930,196875,67,SEGUNDO,VILLA DEVOTO SUR,11
1941,PASCO,407,350000,22400000,860,55037,64,SEGUNDO,SAN CRISTOBAL,3
8545,ZARRAGA 3800,258,800000,53760000,3101,208372,67,SEGUNDO,VILLA ORTUZAR,15
6323,Pavon,314,400000,27800000,1274,88535,70,SEGUNDO,SAN CRISTOBAL,3
9216,Av. Chiclana,557,1300000,87360000,2334,156840,67,SEGUNDO,PARQUE PATRICIOS,4
9138,Lascano al 4800,1500,2400000,161280000,1600,107520,67,SEGUNDO,MONTE CASTRO,10
10158,"ALBERDI, JUAN BAUTISTA 5500",418,750000,47812500,1794,114384,64,TERCER,MATADEROS,9
5113,Malavia,654,3450000,239775000,5275,366628,70,SEGUNDO,PALERMO,14
2094,Mendoza,262,1880000,120320000,7176,459237,64,SEGUNDO,BELGRANO,13
6701,COCHRANE,460,410000,28495000,891,61946,70,SEGUNDO,VILLA PUEYRREDON,12
4917,Bdier Gral J Zapiola,317,1100000,76450000,3470,241167,70,SEGUNDO,COGHLAN,12
2872,Bucarelli,91,180000,11520000,1978,126593,64,SEGUNDO,SAAVEDRA,12
4532,Medrano 400,200,685000,47607500,3425,238038,70,SEGUNDO,ALMAGRO,5
7411,Constitucion,327,380000,25536000,1162,78092,67,SEGUNDO,SAN CRISTOBAL,3
3755,DE PAULA Y RODRIGUEZ ALVES,190,255000,16320000,1342,85895,64,SEGUNDO,LINIERS,9
2117,Mariscal Antonio José de Sucre 2700,112,690000,44160000,6161,394286,64,SEGUNDO,BELGRANO,13
3265,Carlos Antonio Lopez 2112,180,450000,28800000,2500,160000,64,SEGUNDO,VILLA PUEYRREDON,12
7416,Dean Funes,230,380000,25536000,1652,111026,67,SEGUNDO,SAN CRISTOBAL,3
7668,1400 E/Gorriti y Cabrera,860,645000,43344000,750,50400,67,SEGUNDO,PALERMO,14
3127,Bordabehere 2300,104,143000,9152000,1375,88000,64,SEGUNDO,VILLA DEL PARQUE,11
1473,CAMARONES,220,269000,17216000,1223,78255,64,SEGUNDO,VILLA GRAL. MITRE,11
274,LUGONES 3672,224,290000,23200000,1295,103571,80,CUARTO,SAAVEDRA,12
3768,Paso De Humaita,260,290000,18560000,1115,71385,64,SEGUNDO,LINIERS,9
3324,Jose M Piran,255,400000,25600000,1569,100392,64,SEGUNDO,VILLA URQUIZA,12
9160,Sanabria,500,550000,36960000,1100,73920,67,SEGUNDO,MONTE CASTRO,10
9496,Juan A Garcia,700,1150000,77280000,1643,110400,67,SEGUNDO,VILLA SANTA RITA,11
7965,CASTILLO,177,530000,35616000,2994,201220,67,SEGUNDO,CHACARITA,15
6718,Av Gral E Mosconi,265,599000,41630500,2260,157096,70,SEGUNDO,VILLA PUEYRREDON,12
1361,SAN NICOLAS 800,250,300000,19125000,1200,76500,64,PRIMER,FLORESTA,10
3600,San Juan Av.,7185,13000000,832000000,1809,115797,64,SEGUNDO,BOEDO,5
4140,Bolivia,224,240000,15360000,1071,68571,64,SEGUNDO,VILLA GRAL. MITRE,11
6016,Elia,569,490000,34055000,861,59851,70,SEGUNDO,PARQUE PATRICIOS,4
7714,Cordoba al 3700,400,1800000,120960000,4500,302400,67,SEGUNDO,PALERMO,14
