DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Av. Regimiento de Patricios al 1600,413,600000,40320000,1453,97627,67,SEGUNDO,BARRACAS ESTE,4
Fernandez Blanco,279,1450000,92800000,5190,332140,64,SEGUNDO,VILLA URQUIZA,12
E SALVIGNY,162,195000,13104000,1204,80889,67,SEGUNDO,NUEVA POMPEYA,4
Fray G Arregui,1333,1100000,76450000,825,57352,70,SEGUNDO,MONTE CASTRO,10
D Cullen,400,795000,50880000,1988,127200,64,SEGUNDO,VILLA URQUIZA,12
Suarez,1049,500000,32000000,477,30505,64,SEGUNDO,BOCA,4
Suarez,362,175000,11760000,483,32486,67,SEGUNDO,BOCA,4
Adolfo P Carranza,164,330000,21120000,2012,128780,64,SEGUNDO,VILLA DEL PARQUE,11
Paraguay,485,1600000,107520000,3297,221535,67,SEGUNDO,RETIRO,1
Paysandu,613,1100000,76450000,1794,124715,70,SEGUNDO,PATERNAL,15
Nogoya,195,450000,28800000,2308,147692,64,SEGUNDO,VILLA DEVOTO SUR,11
Billinghurst,277,1600000,107520000,5783,388650,67,SEGUNDO,RECOLETA,2
Jose Cubas,182,260000,17472000,1429,96000,67,SEGUNDO,VILLA PUEYRREDON,12
BRASIL,1226,1000000,64000000,816,52202,64,SEGUNDO,SAN TELMO,1
"ROOSEVELT, FRANKLIN",463,2100000,134400000,4536,290281,64,SEGUNDO,VILLA URQUIZA,12
Suarez,256,170000,11424000,664,44625,67,SEGUNDO,BOCA,4
Av A Alvarez Jonte,823,2200000,147840000,2673,179635,67,SEGUNDO,MONTE CASTRO,10
Av Congreso,1470,950000,63840000,646,43429,67,SEGUNDO,VILLA URQUIZA,12
ESTADOS UNIDOS 1900,100,180000,11475000,1800,114750,64,TERCER,SAN CRISTOBAL,3
Av Jujuy,201,900000,60480000,4478,300896,67,SEGUNDO,PARQUE PATRICIOS,4
Montiel,155,225000,15637500,1452,100887,70,SEGUNDO,MATADEROS,9
Simbron al 4900,800,1800000,120960000,2250,151200,67,SEGUNDO,VILLA DEVOTO SUR,11
Moreno,2567,6500000,416000000,2532,162057,64,SEGUNDO,MONTSERRAT,1
Nicolas Repetto,130,310000,19840000,2385,152615,64,SEGUNDO,CABALLITO,6
ASUNCION,1040,3000000,201600000,2885,193846,67,SEGUNDO,VILLA DEVOTO NORTE,11
Gabriela Mistral 3500,714,1100000,70400000,1541,98599,64,SEGUNDO,VILLA DEVOTO NORTE,11
MURGUIONDO,333,400000,25600000,1201,76877,64,SEGUNDO,VILLA LUGANO,8
SAN BLAS 4000,241,420000,29190000,1743,121120,70,SEGUNDO,FLORESTA,10
curapaligue al 1800,363,310000,20832000,854,57388,67,SEGUNDO,PARQUE CHACABUCO,7
ENTRE RIOS 2000,687,1500000,95625000,2183,139192,64,TERCER,CONSTITUCION,1
Humboltd,147,490000,31360000,3333,213333,64,SEGUNDO,VILLA CRESPO,15
Arenales,383,2350000,150400000,6136,392689,64,SEGUNDO,RECOLETA,2
Zapiola,776,1300000,90350000,1675,116430,70,SEGUNDO,BELGRANO,13
Paez al 2900,540,2000000,134400000,3704,248889,67,SEGUNDO,FLORES NORTE,7
JUAN B JUSTO,221,950000,66025000,4299,298756,70,SEGUNDO,VILLA CRESPO,15
ELCANO,119,175000,11200000,1471,94118,64,SEGUNDO,PATERNAL,15
M Fraga,762,1600000,111200000,2100,145932,70,SEGUNDO,VILLA ORTUZAR,15
SOLIS,290,430000,29885000,1483,103052,70,SEGUNDO,CONSTITUCION,1
Olazabal,407,1520000,97280000,3735,239017,64,SEGUNDO,VILLA URQUIZA,12
