DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Moreno,2567,6500000,436800000,2532,170160,67,SEGUNDO,MONTSERRAT,1
CABILDO,656,4400000,281600000,6707,429268,64,SEGUNDO,NUÑEZ,13
Campana,242,300000,20160000,1240,83306,67,SEGUNDO,VILLA SANTA RITA,11
PARAGUAY,127,290000,19488000,2283,153449,67,SEGUNDO,PALERMO,14
Boedo,335,990000,66528000,2955,198591,67,SEGUNDO,BOEDO,5
avenida chiclana al 3000,140,385000,25872000,2750,184800,67,SEGUNDO,PARQUE PATRICIOS,4
Av. Almafuerte 300,279,490000,32928000,1756,118022,67,SEGUNDO,NUEVA POMPEYA,4
Bahia Blanca,355,410000,27552000,1155,77611,67,SEGUNDO,FLORESTA,10
LOYOLA 1415,750,400000,25500000,533,34000,64,PRIMER,CHACARITA,15
LOYOLA,351,960000,64512000,2735,183795,67,SEGUNDO,VILLA CRESPO,15
CESPEDES 2900,233,720000,45900000,3090,196996,64,PRIMER,COLEGIALES,13
Av. Rivadavia 9500,287,530000,35616000,1847,124098,67,SEGUNDO,VILLA LURO,10
Angel J Carranza,302,650000,41600000,2152,137748,64,SEGUNDO,CHACARITA,15
Ramallo 3657,375,399000,27730500,1064,73948,70,SEGUNDO,SAAVEDRA,12
CONDE 2200,1100,860000,54825000,782,49841,64,TERCER,BELGRANO,13
Culpina,280,500000,33600000,1786,120000,67,SEGUNDO,FLORES NORTE,7
"GALLARDO, ANGEL",369,2300000,147200000,6233,398916,64,SEGUNDO,VILLA CRESPO,15
"CABRERA, JOSE A. 3200",308,790000,50362500,2565,163515,64,TERCER,RECOLETA,2
Ecuador 300,120,215000,14448000,1792,120400,67,SEGUNDO,BALVANERA,3
BOEDO,422,935000,59840000,2216,141801,64,SEGUNDO,ALMAGRO,5
Av.Independencia,400,1500000,100800000,3750,252000,67,SEGUNDO,ALMAGRO,5
NUNEZ 3200,720,450000,28687500,625,39844,64,PRIMER,COGHLAN,12
OLAYA,387,510000,35445000,1318,91589,70,SEGUNDO,VILLA CRESPO,15
VIAMONTE,290,1390000,96605000,4793,333121,70,SEGUNDO,SAN NICOLAS,1
Espinosa,194,350000,22400000,1804,115464,64,SEGUNDO,AGRONOMIA,15
PILLADO  970,229,220000,15290000,961,66769,70,SEGUNDO,FLORES SUR,7
AGUIRRE,107,550000,36960000,5140,345421,67,SEGUNDO,VILLA CRESPO,15
Del Bañado,217,220000,14080000,1014,64885,64,SEGUNDO,NUEVA POMPEYA,4
Av San Martin,263,850000,59075000,3232,224620,70,SEGUNDO,PATERNAL,15
"URQUIZA, Gral. 600",295,450000,28687500,1525,97246,64,PRIMER,BALVANERA,3
JUAN B JUSTO,480,1200000,76800000,2500,160000,64,SEGUNDO,VILLA SANTA RITA,11
MIRALLA,155,220000,14080000,1419,90839,64,SEGUNDO,MATADEROS,9
THAMES 1300,120,400000,32000000,3333,266667,80,CUARTO,PALERMO,14
Melincué al 5500,301,310000,19840000,1030,65914,64,SEGUNDO,VILLA REAL,10
Pte. Luis Saenz Peña al 1100,252,399000,25536000,1583,101333,64,SEGUNDO,CONSTITUCION,1
Virrey Liniers e Independencia,661,1862000,129409000,2817,195778,70,SEGUNDO,ALMAGRO,5
Grito de Asencio al 3300,650,270000,17280000,415,26585,64,SEGUNDO,PARQUE PATRICIOS,4
MURGUIONDO,333,400000,25600000,1201,76877,64,SEGUNDO,VILLA LUGANO,8
Av. Directorio al 3300,600,1050000,67200000,1750,112000,64,SEGUNDO,FLORESTA,10
Argerich al 1800,288,650000,45175000,2257,156858,70,SEGUNDO,VILLA SANTA RITA,11
Obispo San Alberto,304,440000,28160000,1447,92632,64,SEGUNDO,VILLA PUEYRREDON,12
Av Corrientes,900,1800000,120960000,2000,134400,67,SEGUNDO,VILLA CRESPO,15
Cuenca,124,290000,19488000,2339,157161,67,SEGUNDO,VILLA PUEYRREDON,12
"ALVAREZ, JULIAN",195,590000,37760000,3026,193641,64,SEGUNDO,VILLA CRESPO,15
Hipolito Yrigoyen 2452,554,799000,53692800,1442,96918,67,SEGUNDO,BALVANERA,3
OLAYA 1200,336,500000,33600000,1488,100000,67,SEGUNDO,VILLA CRESPO,15
Andres Lamas y Av. Gaona,2700,2600000,180700000,963,66926,70,SEGUNDO,VILLA GRAL. MITRE,11
Gualeguay 300,297,350000,24325000,1178,81902,70,SEGUNDO,BOCA,4
Bragado N°5720,650,470000,30080000,723,46277,64,SEGUNDO,MATADEROS,9
NICARAGUA,289,1250000,80000000,4325,276817,64,SEGUNDO,PALERMO,14
Puán,77,68000,4569600,883,59345,67,SEGUNDO,PARQUE CHACABUCO,7
BOLIVIA,554,1600000,107520000,2888,194079,67,SEGUNDO,FLORES NORTE,7
Scalabrini Ortiz,205,1300000,83200000,6341,405854,64,SEGUNDO,PALERMO,14
Manzoni,178,550000,35200000,3090,197753,64,SEGUNDO,VILLA LURO,10
Sanchez Bustamante 865,837,1900000,121600000,2270,145281,64,SEGUNDO,ALMAGRO,5
Cramer,1200,2900000,201550000,2417,167958,70,SEGUNDO,BELGRANO,13
Humbolt,390,380000,25536000,974,65477,67,SEGUNDO,VILLA CRESPO,15
"NEWBERY, JORGE 4300",128,199000,15920000,1555,124375,80,CUARTO,CHACARITA,15
Ricardo Gutierrez,240,290000,19488000,1208,81200,67,SEGUNDO,VILLA CRESPO,15
QUESADA,465,580000,37120000,1247,79828,64,SEGUNDO,VILLA URQUIZA,12
Montañeses,247,1200000,83400000,4858,337652,70,SEGUNDO,BELGRANO,13
PINTO 4700,171,549000,34998750,3210,204671,64,TERCER,SAAVEDRA,12
LOYOLA al 300,235,1000000,64000000,4255,272340,64,SEGUNDO,VILLA CRESPO,15
Paysandu,207,450000,31275000,2174,151087,70,SEGUNDO,CABALLITO,6
Barragan,190,260000,18070000,1368,95105,70,SEGUNDO,VERSALLES,10
"San Pedrito al 600, CABA",532,550000,36960000,1034,69474,67,SEGUNDO,FLORES SUR,7
Bartolomé Mitre 1800,1173,790000,50560000,673,43103,64,SEGUNDO,BALVANERA,3
"LAMARCA, EMILIO 1500",305,259000,20720000,849,67934,80,CUARTO,VILLA SANTA RITA,11
Remedios 3000,233,289900,20148050,1244,86472,70,SEGUNDO,FLORES SUR,7
PICO 4800,202,380000,24225000,1881,119926,64,TERCER,SAAVEDRA,12
MURGUIONDO,433,780000,52416000,1801,121053,67,SEGUNDO,LINIERS,9
Escalada al 1700,170,160000,10240000,941,60235,64,SEGUNDO,MATADEROS,9
