DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Av. San Juan,205,350000,23520000,1707,114732,67,SEGUNDO,CONSTITUCION,1
Bacacay,473,474000,32943000,1002,69647,70,SEGUNDO,FLORESTA,10
ELCANO 4700,225,260000,16575000,1156,73667,64,PRIMER,PATERNAL,15
Manuela Pedraza,375,750000,52125000,2000,139000,70,SEGUNDO,COGHLAN,12
RIO DE JANEIRO 1000,548,1700000,108375000,3102,197765,64,TERCER,ALMAGRO,5
CAFAYATE,225,250000,16800000,1111,74667,67,SEGUNDO,LINIERS,9
Av. San Martin 4800,263,860000,57792000,3270,219741,67,SEGUNDO,AGRONOMIA,15
FRAGA 1700,346,590000,37612500,1705,108707,64,TERCER,VILLA ORTUZAR,15
Cnel T De Rocamora,1400,780000,54210000,557,38721,70,SEGUNDO,ALMAGRO,5
"GARAY, JUAN DE",300,620000,39680000,2067,132267,64,SEGUNDO,SAN CRISTOBAL,3
Lavallol,139,330000,22176000,2374,159540,67,SEGUNDO,VILLA DEVOTO NORTE,11
Tte Cnel M Besares,178,900000,62550000,5056,351404,70,SEGUNDO,NUÑEZ,13
"MITRE, BARTOLOME",713,1500000,96000000,2104,134642,64,SEGUNDO,SAN NICOLAS,1
B Aizpurua,187,460000,30912000,2460,165305,67,SEGUNDO,VILLA URQUIZA,12
URIARTE,240,990000,63360000,4125,264000,64,SEGUNDO,PALERMO,14
CASEROS,400,450000,28800000,1125,72000,64,SEGUNDO,BOEDO,5
PIERES,1040,970000,67415000,933,64822,70,SEGUNDO,MATADEROS,9
CORRIENTES,1091,3950000,252800000,3621,231714,64,SEGUNDO,ALMAGRO,5
Nogoya,350,629000,43715500,1797,124901,70,SEGUNDO,VILLA DEVOTO SUR,11
HUMBOLDT,380,1050000,70560000,2763,185684,67,SEGUNDO,CHACARITA,15
Araoz,260,799900,51193600,3077,196898,64,SEGUNDO,VILLA CRESPO,15
PICHINCHA,298,460000,29440000,1544,98792,64,SEGUNDO,SAN CRISTOBAL,3
Arenales,2300,2500000,168000000,1087,73043,67,SEGUNDO,RECOLETA,2
BLANCO ENCALADA,228,990000,63360000,4342,277895,64,SEGUNDO,VILLA URQUIZA,12
Artilleros al 1900,244,620000,41664000,2541,170754,67,SEGUNDO,BELGRANO,13
General Eugenio Garzón 3882,252,222000,15429000,881,61226,70,SEGUNDO,PARQUE AVELLANEDA,9
Uspallata,1335,4500000,288000000,3371,215730,64,SEGUNDO,NUEVA POMPEYA,4
