,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
4614,Sarmiento al 3000,133,350000,24325000,2632,182895,70,SEGUNDO,BALVANERA,3
5192,Chorroarin 109 -,378,869000,60395500,2299,159776,70,SEGUNDO,AGRONOMIA,15
9560,Av Directorio,154,400000,26880000,2597,174545,67,SEGUNDO,PARQUE AVELLANEDA,9
2628,CASTILLO,230,570000,36480000,2478,158609,64,SEGUNDO,CHACARITA,15
3519,IRALA,350,430000,27520000,1229,78629,64,SEGUNDO,BOCA,4
8101,Cucha Cucha,424,550000,36960000,1297,87170,67,SEGUNDO,PATERNAL,15
1805,JUJUY,233,650000,41600000,2790,178541,64,SEGUNDO,BALVANERA,3
5546,Julian Alvarez,650,2180000,151510000,3354,233092,70,SEGUNDO,VILLA CRESPO,15
4684,Catamarca,330,650000,45175000,1970,136894,70,SEGUNDO,BALVANERA,3
2618,FRAGA 700,122,900000,57600000,7377,472131,64,SEGUNDO,CHACARITA,15
1759,Boulogne Sur Mer,865,2500000,160000000,2890,184971,64,SEGUNDO,BALVANERA,3
1564,"ALBERDI, JUAN BAUTISTA 3200",258,990000,63112500,3837,244622,64,PRIMER,FLORES NORTE,7
1149,LERMA,212,700000,44800000,3302,211321,64,SEGUNDO,VILLA CRESPO,15
3624,Av. Chiclana,346,880000,56320000,2543,162775,64,SEGUNDO,BOEDO,5
1860,BRASIL 1500,256,520000,33280000,2031,130000,64,SEGUNDO,CONSTITUCION,1
8239,Av. Scalabrini Ortiz al 600,1034,3600000,241920000,3482,233965,67,SEGUNDO,VILLA CRESPO,15
1906,Mexico al 1400,642,1500000,96000000,2336,149533,64,SEGUNDO,MONTSERRAT,1
1316,CASEROS,400,450000,28800000,1125,72000,64,SEGUNDO,BOEDO,5
7813,ARENALES,191,1380000,92736000,7225,485529,67,SEGUNDO,RECOLETA,2
8355,PRINGLES,155,600000,40320000,3871,260129,67,SEGUNDO,VILLA CRESPO,15
4155,Av Alberdi,221,380000,24320000,1719,110045,64,SEGUNDO,VILLA LURO,10
373,DE LOS CONSTITUYENTES 5100,67,180000,14400000,2687,214925,80,CUARTO,VILLA URQUIZA,12
3989,Cortejarena,262,180000,11520000,687,43969,64,SEGUNDO,PARQUE PATRICIOS,4
6553,Av Nazca,650,2300000,159850000,3538,245923,70,SEGUNDO,VILLA DEL PARQUE,11
8143,Cramer 4700,260,790000,53088000,3038,204185,67,SEGUNDO,SAAVEDRA,12
994,"LEMOS, JUAN GREGORIO, Gral.",247,850000,54400000,3441,220243,64,SEGUNDO,CHACARITA,15
3379,Quesada,286,498000,31872000,1741,111441,64,SEGUNDO,VILLA URQUIZA,12
324,VERA 1200,181,465000,37200000,2569,205525,80,CUARTO,VILLA CRESPO,15
2541,Av. Gaona al 1800,790,2500000,160000000,3165,202532,64,SEGUNDO,CABALLITO,6
5820,POLA,352,630000,43785000,1790,124389,70,SEGUNDO,LINIERS,9
5846,Corvalan,353,280000,19460000,793,55127,70,SEGUNDO,MATADEROS,9
3992,Jujuy,89,310000,19840000,3483,222921,64,SEGUNDO,PARQUE PATRICIOS,4
3882,Lascano al 4800,1500,2400000,153600000,1600,102400,64,SEGUNDO,MONTE CASTRO,10
9788,COCHABAMBA 600,750,980000,62475000,1307,83300,64,TERCER,SAN TELMO,1
8036,PUAN,220,640000,43008000,2909,195491,67,SEGUNDO,PARQUE CHACABUCO,7
6817,F Foullier,235,650000,45175000,2766,192234,70,SEGUNDO,VILLA URQUIZA,12
7886,Eduardo Acevedo,195,900000,60480000,4615,310154,67,SEGUNDO,CABALLITO,6
6782,Bucarelli,166,920000,63940000,5542,385181,70,SEGUNDO,VILLA URQUIZA,12
9692,HUMAHUACA 3500,400,550000,35062500,1375,87656,64,TERCER,ALMAGRO,5
10237,VIRGILIO,280,315000,20160000,1125,72000,64,SEGUNDO,VILLA LURO,10
3096,RICARDO GUTIERREZ,212,550000,35200000,2594,166038,64,SEGUNDO,VILLA DEL PARQUE,11
437,TRENQUE LAUQUEN 7400,143,150000,12000000,1049,83916,80,CUARTO,LINIERS,9
7421,ESTADOS UNIDOS al 3000,283,400000,26880000,1413,94982,67,SEGUNDO,SAN CRISTOBAL,3
8578,Jose Cubas,329,595000,39984000,1809,121532,67,SEGUNDO,VILLA PUEYRREDON,12
6622,Av. Fco. Beiro,260,750000,52125000,2885,200481,70,SEGUNDO,VILLA DEVOTO SUR,11
10258,BERON DE ASTRADA,9969,4650000,297600000,466,29852,64,SEGUNDO,VILLA SOLDATI,8
897,PARAGUAY,172,1010000,64640000,5872,375814,64,SEGUNDO,PALERMO,14
5356,Av La Plata 1300,320,720000,50040000,2250,156375,70,SEGUNDO,PARQUE CHACABUCO,7
4781,Chiclana 2800,223,170000,11815000,762,52982,70,SEGUNDO,SAN CRISTOBAL,3
8307,Julian Alvarez,346,1120000,75264000,3237,217526,67,SEGUNDO,VILLA CRESPO,15
7582,Manuela Pedraza,375,750000,50400000,2000,134400,67,SEGUNDO,COGHLAN,12
7436,MATHEU,180,420000,28224000,2333,156800,67,SEGUNDO,SAN CRISTOBAL,3
7192,ROCAMORA,230,610000,40992000,2652,178226,67,SEGUNDO,ALMAGRO,5
5792,Avenida Directorio al 3400,309,695000,48302500,2249,156319,70,SEGUNDO,FLORESTA,10
6333,INGENIERO HUERGO al 1400,1157,6500000,451750000,5618,390449,70,SEGUNDO,SAN TELMO,1
311,LOYOLA 200,503,790000,63200000,1571,125646,80,CUARTO,VILLA CRESPO,15
5455,PAROISSIEN,600,800000,55600000,1333,92667,70,SEGUNDO,SAAVEDRA,12
3122,CONDARCO 2951 / 2959 /,290,1000000,64000000,3454,221071,64,SEGUNDO,VILLA DEL PARQUE,11
2239,Udaondo 1300,146,1200000,76800000,8219,526027,64,SEGUNDO,NUÑEZ,13
1156,MARTINEZ ROSAS,200,320000,20480000,1600,102400,64,SEGUNDO,VILLA CRESPO,15
2655,AV.CASTAÑARES,520,450000,28800000,865,55385,64,SEGUNDO,PARQUE CHACABUCO,7
4133,Bolivia 1900,152,185000,11840000,1217,77895,64,SEGUNDO,VILLA GRAL. MITRE,11
6290,BOGOTA,600,580000,40310000,967,67183,70,SEGUNDO,FLORES NORTE,7
4672,Hipolito Irigoyen,278,450000,31275000,1619,112500,70,SEGUNDO,BALVANERA,3
4556,Pringles  al 500,225,890000,61855000,3956,274911,70,SEGUNDO,ALMAGRO,5
9277,Av. Rivadavia,217,640000,43008000,2949,198194,67,SEGUNDO,VELEZ SARSFIELD,10
10290,SAN PEDRITO 100,223,585000,37293750,2623,167236,64,TERCER,FLORES NORTE,7
5491,Chajari,162,228000,15846000,1407,97815,70,SEGUNDO,SAAVEDRA,12
4594,LAMBARE al 800,388,1250000,86875000,3222,223905,70,SEGUNDO,ALMAGRO,5
498,RIVADAVIA 8600,391,1200000,96000000,3069,245524,80,CUARTO,VELEZ SARSFIELD,10
607,AGRELO 4000,230,660000,42075000,2870,182935,64,PRIMER,ALMAGRO,5
7031,Rafaela 4800,264,230000,15985000,871,60549,70,SEGUNDO,VILLA LURO,10
2620,Av Cordoba,387,1800000,115200000,4651,297674,64,SEGUNDO,CHACARITA,15
7554,Rivera al 2700,127,680000,45696000,5354,359811,67,SEGUNDO,BELGRANO,13
7710,Ciudad de la Paz al 200,580,2400000,161280000,4138,278069,67,SEGUNDO,PALERMO,14
8978,REMEDIOS ESCALADA DE SAN MARTIN al 3800,300,300000,20160000,1000,67200,67,SEGUNDO,FLORESTA,10
4692,24 DE NOVIEMBRE 200,198,290000,20155000,1465,101793,70,SEGUNDO,BALVANERA,3
5274,Av. Directorio,6200,4500000,312750000,726,50444,70,SEGUNDO,CABALLITO,6
2512,Yerbal al 1400,380,1450000,92800000,3816,244211,64,SEGUNDO,CABALLITO,6
5604,Necochea al 1100,480,250000,17375000,521,36198,70,SEGUNDO,BOCA,4
2013,SARMIENTO DOMINGO FAUSTINO,590,1900000,121600000,3220,206102,64,SEGUNDO,SAN NICOLAS,1
5196,ARANGUREN JUAN F. DR.,152,400000,27800000,2632,182895,70,SEGUNDO,CABALLITO,6
2378,El Salvador,160,580000,37120000,3625,232000,64,SEGUNDO,PALERMO,14
1430,CORRALES VIEJOS,381,1600000,102400000,4199,268766,64,SEGUNDO,PARQUE PATRICIOS,4
9928,TEJEDOR 800,244,240000,15300000,984,62705,64,TERCER,PARQUE CHACABUCO,7
205,DIAZ VELEZ 5100,523,1600000,128000000,3059,244742,80,CUARTO,CABALLITO,6
1167,"REPETTO, NICOLAS, DR.",394,380000,24320000,964,61726,64,SEGUNDO,VILLA CRESPO,15
3757,Tonelero,255,260000,16640000,1020,65255,64,SEGUNDO,LINIERS,9
883,HONDURAS,173,695000,44480000,4017,257110,64,SEGUNDO,PALERMO,14
4562,Yatay,221,650000,45175000,2941,204412,70,SEGUNDO,ALMAGRO,5
2806,Nuñez,753,1900000,121600000,2523,161487,64,SEGUNDO,SAAVEDRA,12
6086,Av B Rivadavia,570,1000000,69500000,1754,121930,70,SEGUNDO,VELEZ SARSFIELD,10
5480,Ramallo,127,240000,16680000,1883,130885,70,SEGUNDO,SAAVEDRA,12
9422,Poeta Leopardi,328,330000,22176000,1006,67610,67,SEGUNDO,VILLA LURO,10
8802,Irala,227,145000,9744000,639,42925,67,SEGUNDO,BOCA,4
2168,Tronador,940,850000,54400000,904,57872,64,SEGUNDO,COGHLAN,12
9626,Boyaca,485,1280000,86016000,2639,177353,67,SEGUNDO,FLORES NORTE,7
3550,Suarez,256,170000,10880000,664,42500,64,SEGUNDO,BOCA,4
3160,Nogoya,256,750000,48000000,2930,187500,64,SEGUNDO,VILLA DEVOTO SUR,11
1773,SARANDI,192,570000,36480000,2969,190000,64,SEGUNDO,BALVANERA,3
711,CONSTITUCION,327,380000,24320000,1162,74373,64,SEGUNDO,CONSTITUCION,1
9033,ARAUJO,2019,1150000,77280000,570,38276,67,SEGUNDO,MATADEROS,9
5567,Holmberg,182,360000,25020000,1978,137473,70,SEGUNDO,VILLA URQUIZA,12
316,"FRIAS,  EUSTAQUIO, TTE. GRAL. 100",224,770000,61600000,3438,275000,80,CUARTO,VILLA CRESPO,15
138,NICARAGUA 4500,151,470000,37600000,3113,249007,80,CUARTO,PALERMO,14
6357,Terrada 3560,371,450000,31275000,1213,84299,70,SEGUNDO,AGRONOMIA,15
848,BONPLAND,333,675000,43200000,2027,129730,64,SEGUNDO,PALERMO,14
7341,Humberto I,707,850000,57120000,1202,80792,67,SEGUNDO,CONSTITUCION,1
1132,"FRIAS,  EUSTAQUIO, TTE. GRAL.",224,790000,50560000,3527,225714,64,SEGUNDO,VILLA CRESPO,15
9068,LARRAYA,500,490000,32928000,980,65856,67,SEGUNDO,MATADEROS,9
6033,Brasil,178,230000,15985000,1292,89803,70,SEGUNDO,PARQUE PATRICIOS,4
1871,Solis 1000,219,480000,30720000,2192,140274,64,SEGUNDO,CONSTITUCION,1
7454,Saavedra,598,1170000,78624000,1957,131520,67,SEGUNDO,SAN CRISTOBAL,3
6618,Desaguadero,330,550000,38225000,1667,115833,70,SEGUNDO,VILLA DEVOTO SUR,11
8796,Gral Mariano Necochea,237,140000,9408000,591,39696,67,SEGUNDO,BOCA,4
8338,Martinez Rosas 1100,244,450000,30240000,1844,123934,67,SEGUNDO,VILLA CRESPO,15
690,"URQUIZA, Gral. 47",845,800000,51000000,947,60355,64,PRIMER,BALVANERA,3
9288,Dr. Luis Belaustegui,136,170000,11424000,1250,84000,67,SEGUNDO,VELEZ SARSFIELD,10
9188,Enrique Ochoa,98,85000,5712000,867,58286,67,SEGUNDO,NUEVA POMPEYA,4
2582,Céspedes 3800,387,700000,44800000,1809,115762,64,SEGUNDO,CHACARITA,15
8778,Avenida Almirante Brown,225,500000,33600000,2222,149333,67,SEGUNDO,BOCA,4
1821,RINCON,510,800000,51200000,1569,100392,64,SEGUNDO,BALVANERA,3
8495,Tinogasta,470,580000,38976000,1234,82928,67,SEGUNDO,VILLA DEVOTO SUR,11
9190,Fructuoso Rivera,346,195000,13104000,564,37873,67,SEGUNDO,NUEVA POMPEYA,4
1624,Palestina,325,690000,44160000,2123,135877,64,SEGUNDO,ALMAGRO,5
4680,Pasco,261,768000,53376000,2943,204506,70,SEGUNDO,BALVANERA,3
783,MIGUELETES 1600,255,2300000,146625000,9020,575000,64,PRIMER,BELGRANO,13
306,CASTILLO 1184,169,370000,29600000,2189,175148,80,CUARTO,VILLA CRESPO,15
4844,Blanco Encalada 2900,274,1480000,102860000,5401,375401,70,SEGUNDO,BELGRANO,13
10017,THAMES,432,600000,38400000,1389,88889,64,SEGUNDO,VILLA CRESPO,15
2214,BESARES al 2300,322,1600000,102400000,4969,318012,64,SEGUNDO,NUÑEZ,13
9324,Manuel B Gallardo,2148,1300000,87360000,605,40670,67,SEGUNDO,VERSALLES,10
3110,Llavallol al 3300,956,1600000,102400000,1674,107113,64,SEGUNDO,VILLA DEL PARQUE,11
1150,LERMA,377,1160000,74240000,3077,196923,64,SEGUNDO,VILLA CRESPO,15
10055,CHARLONE,335,499000,31936000,1490,95331,64,SEGUNDO,VILLA ORTUZAR,15
6487,Julian Alvarez,195,585000,40657500,3000,208500,70,SEGUNDO,VILLA CRESPO,15
1578,GAONA 2500,600,1200000,76500000,2000,127500,64,PRIMER,FLORES NORTE,7
3189,Francisco Iturri,162,380000,24320000,2346,150123,64,SEGUNDO,VILLA ORTUZAR,15
8098,CAMARONES,543,670000,45024000,1234,82917,67,SEGUNDO,PATERNAL,15
5636,Muñiz,300,260000,18070000,867,60233,70,SEGUNDO,BOEDO,5
3354,MANUELA PEDRAZA,1243,1379000,88256000,1109,71002,64,SEGUNDO,VILLA URQUIZA,12
2149,Manuela Pedraza 3400,304,470000,30080000,1546,98947,64,SEGUNDO,COGHLAN,12
3741,Cafayate,330,280000,17920000,848,54303,64,SEGUNDO,LINIERS,9
7447,Pavón al 2700,148,295000,19824000,1993,133946,67,SEGUNDO,SAN CRISTOBAL,3
4738,BRASIL 1500,256,520000,36140000,2031,141172,70,SEGUNDO,CONSTITUCION,1
4580,mitre,182,695000,48302500,3819,265398,70,SEGUNDO,ALMAGRO,5
2185,Virrey Loreto y Delgado,163,480000,30720000,2945,188466,64,SEGUNDO,COLEGIALES,13
1145,"JUSTO, JUAN B.",337,1200000,76800000,3561,227893,64,SEGUNDO,VILLA CRESPO,15
2940,Honorio Pueyrredon,220,1000000,64000000,4545,290909,64,SEGUNDO,VILLA CRESPO,15
4659,Gral. Urquiza al 300,3068,5200000,361400000,1695,117797,70,SEGUNDO,BALVANERA,3
6588,LA ESPIGA,212,295000,20502500,1392,96710,70,SEGUNDO,VILLA DEL PARQUE,11
2476,"Vallese, Felipe",106,320000,20480000,3019,193208,64,SEGUNDO,CABALLITO,6
8348,OLAYA 1200,336,500000,33600000,1488,100000,67,SEGUNDO,VILLA CRESPO,15
6508,PADILLA,145,496000,34472000,3421,237738,70,SEGUNDO,VILLA CRESPO,15
7288,Mexico al 3200,8282,6000000,403200000,724,48684,67,SEGUNDO,BALVANERA,3
8497,Tinogasta,880,1150000,77280000,1307,87818,67,SEGUNDO,VILLA DEVOTO SUR,11
5371,Tejedor,244,240000,16680000,984,68361,70,SEGUNDO,PARQUE CHACABUCO,7
8583,Mosconi,225,750000,50400000,3333,224000,67,SEGUNDO,VILLA PUEYRREDON,12
243,CAMPILLO 2800,193,390000,31200000,2021,161658,80,CUARTO,PARQUE CHAS,15
7108,Crisostomo Alvarez,168,120000,8340000,714,49643,70,SEGUNDO,VILLA LUGANO,8
128,CRAMER 398,288,280000,22400000,972,77778,80,CUARTO,PALERMO,14
9810,"PEREZ, ROQUE 2900",210,420000,26775000,2000,127500,64,TERCER,COGHLAN,12
1954,24 de noviembre y Pavon,250,280000,17920000,1120,71680,64,SEGUNDO,SAN CRISTOBAL,3
3787,Corvalan,160,290000,18560000,1812,116000,64,SEGUNDO,MATADEROS,9
10060,GUEVARA,385,620000,39680000,1610,103065,64,SEGUNDO,VILLA ORTUZAR,15
9012,PIERES,255,320000,21504000,1255,84329,67,SEGUNDO,LINIERS,9
9032,ARAUJO,335,230000,15456000,687,46137,67,SEGUNDO,MATADEROS,9
6249,RIVERA INDARTE 100,268,740000,51430000,2761,191903,70,SEGUNDO,FLORES NORTE,7
2194,FREIRE 1400,123,790000,50560000,6423,411057,64,SEGUNDO,COLEGIALES,13
7557,VIDAL,172,850000,57120000,4942,332093,67,SEGUNDO,BELGRANO,13
2115,Juramento,167,1400000,89600000,8383,536527,64,SEGUNDO,BELGRANO,13
3521,Carlos F Melo,243,160000,10240000,658,42140,64,SEGUNDO,BOCA,4
9853,MASON 4400,226,589000,37548750,2606,166145,64,TERCER,PALERMO,14
1824,Pres Jose E Uriburu,124,650000,41600000,5242,335484,64,SEGUNDO,BALVANERA,3
281,"JUSTO, JUAN B. 1900",62,198000,15840000,3194,255484,80,CUARTO,VILLA CRESPO,15
7695,Bulnes,362,1300000,87360000,3591,241326,67,SEGUNDO,PALERMO,14
3617,Dr F Muñiz,1100,3200000,204800000,2909,186182,64,SEGUNDO,BOEDO,5
3611,José Mármol,130,297000,19008000,2285,146215,64,SEGUNDO,BOEDO,5
3204,Caldas al 1400,185,320000,20480000,1730,110703,64,SEGUNDO,VILLA ORTUZAR,15
3588,Castro Barros al 700,264,900000,57600000,3409,218182,64,SEGUNDO,BOEDO,5
4039,Av D Olivera,193,400000,25600000,2073,132642,64,SEGUNDO,VELEZ SARSFIELD,10
2826,entre Correa y Ruiz Huidobro,258,560000,35840000,2171,138915,64,SEGUNDO,SAAVEDRA,12
2312,Cabrera,127,699000,44736000,5504,352252,64,SEGUNDO,PALERMO,14
1355,DOLORES 324,250,450000,28687500,1800,114750,64,PRIMER,FLORESTA,10
9850,GASCON 1700,187,800000,51000000,4278,272727,64,TERCER,PALERMO,14
9096,Tandil,403,210000,14112000,521,35017,67,SEGUNDO,MATADEROS,9
9046,Cañada De Gomez 2200,114,120000,8064000,1053,70737,67,SEGUNDO,MATADEROS,9
6997,Ramon Falcon,257,1100000,76450000,4280,297471,70,SEGUNDO,VILLA LURO,10
8548,Artigas al 4800,298,715000,48048000,2399,161235,67,SEGUNDO,VILLA PUEYRREDON,12
2965,Avda. Angel Gallardo 1000,185,900000,57600000,4865,311351,64,SEGUNDO,VILLA CRESPO,15
2765,Vidal,800,790000,50560000,988,63200,64,SEGUNDO,SAAVEDRA,12
181,TERRADA 3500,371,450000,36000000,1213,97035,80,CUARTO,AGRONOMIA,15
5094,Scalabrini Ortiz,415,2100000,145950000,5060,351687,70,SEGUNDO,PALERMO,14
9941,BUCARELLI 1100,130,500000,31875000,3846,245192,64,TERCER,PARQUE CHAS,15
1620,CORRIENTES,1091,3950000,252800000,3621,231714,64,SEGUNDO,ALMAGRO,5
7579,M Ugarte,216,330000,22176000,1528,102667,67,SEGUNDO,COGHLAN,12
