DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Av.castaÑares,520,450000,30240000,865,58154,67,SEGUNDO,PARQUE CHACABUCO,7
MORLOTE 900,409,590000,41005000,1443,100257,70,SEGUNDO,PARQUE CHAS,15
PRINGLES,225,890000,59808000,3956,265813,67,SEGUNDO,ALMAGRO,5
Guardia Nacional,323,340000,22848000,1053,70737,67,SEGUNDO,MATADEROS,9
M LEGUIZAMON,500,300000,20850000,600,41700,70,SEGUNDO,MATADEROS,9
VENEZUELA 900,874,1800000,114750000,2060,131293,64,TERCER,MONTSERRAT,1
Alvarez Thomas,112,640000,43008000,5714,384000,67,SEGUNDO,VILLA URQUIZA,12
Av . Crisologo Larralde,225,638000,40832000,2836,181476,64,SEGUNDO,SAAVEDRA,12
Zavaleta,575,1250000,80000000,2174,139130,64,SEGUNDO,PARQUE PATRICIOS,4
FERNANDEZ BLANCO,278,1300000,83200000,4676,299281,64,SEGUNDO,VILLA URQUIZA,12
P Lozano,251,270000,18144000,1077,72344,67,SEGUNDO,VILLA DEVOTO SUR,11
"JUSTO, JUAN B.",115,360000,23040000,3130,200348,64,SEGUNDO,VILLA GRAL. MITRE,11
Balboa al 400,1050,2000000,134400000,1905,128000,67,SEGUNDO,PATERNAL,15
Avda. La Plata,491,950000,63840000,1935,130020,67,SEGUNDO,PARQUE CHACABUCO,7
MITRE EMILIO,347,700000,44800000,2017,129107,64,SEGUNDO,PARQUE CHACABUCO,7
CORDOBA 800,280,3200000,256000000,11429,914286,80,CUARTO,SAN NICOLAS,1
Av C Vidal,360,550000,38225000,1528,106181,70,SEGUNDO,SAAVEDRA,12
Pje Beethoven,182,290000,18560000,1593,101978,64,SEGUNDO,VILLA URQUIZA,12
José Mármol,130,297000,20641500,2285,158781,70,SEGUNDO,BOEDO,5
Antezana  500,400,2650000,184175000,6625,460438,70,SEGUNDO,VILLA CRESPO,15
ALSINA ADOLFO,648,2100000,145950000,3241,225231,70,SEGUNDO,BALVANERA,3
"Vallese, Felipe",106,320000,22240000,3019,209811,70,SEGUNDO,CABALLITO,6
FONROUGE 1300,265,420000,26775000,1585,101038,64,PRIMER,MATADEROS,9
Luis Viale,207,280000,18816000,1353,90899,67,SEGUNDO,VILLA GRAL. MITRE,11
bolivar al 400,1020,1600000,102400000,1569,100392,64,SEGUNDO,MONTSERRAT,1
GRITO DE ASENCIO 3300,650,270000,17212500,415,26481,64,PRIMER,PARQUE PATRICIOS,4
Machain,78,280000,17920000,3590,229744,64,SEGUNDO,SAAVEDRA,12
CUENCA 4900,124,220000,17600000,1774,141936,80,CUARTO,VILLA PUEYRREDON,12
LERMA,212,700000,44800000,3302,211321,64,SEGUNDO,VILLA CRESPO,15
Directorio,365,620000,39680000,1699,108712,64,SEGUNDO,FLORESTA,10
Jose Luis Cantilo al 4100,660,1080000,69120000,1636,104727,64,SEGUNDO,VILLA DEVOTO SUR,11
Pte. Luis Saenz Peña al 1100,252,399000,25536000,1583,101333,64,SEGUNDO,CONSTITUCION,1
"NAON, ROMULO 4000",225,360000,28800000,1600,128000,80,CUARTO,SAAVEDRA,12
Bdier Gral J Zapiola,317,1100000,73920000,3470,233186,67,SEGUNDO,COGHLAN,12
Andonaegui,256,480000,30720000,1875,120000,64,SEGUNDO,PARQUE CHAS,15
SOLIS,290,430000,28896000,1483,99641,67,SEGUNDO,CONSTITUCION,1
Sánchez de Loria al 500,525,500000,33600000,952,64000,67,SEGUNDO,ALMAGRO,5
LLERENA,468,760000,52820000,1624,112863,70,SEGUNDO,PARQUE CHAS,15
FERRE,301,220000,14080000,731,46777,64,SEGUNDO,VILLA RIACHUELO,8
D Cullen,400,795000,55252500,1988,138131,70,SEGUNDO,VILLA URQUIZA,12
B Quinquela Martin,230,300000,20160000,1304,87652,67,SEGUNDO,BARRACAS ESTE,4
LAGUNA,261,190000,12160000,728,46590,64,SEGUNDO,PARQUE AVELLANEDA,9
BOLIVIA 3600,79,159900,10193625,2024,129033,64,PRIMER,AGRONOMIA,15
Araoz,260,1100000,73920000,4234,284527,67,SEGUNDO,VILLA CRESPO,15
Av Gdor E Castro,168,390000,24960000,2321,148571,64,SEGUNDO,VILLA LURO,10
BOYACA,238,320000,20480000,1344,86050,64,SEGUNDO,VILLA GRAL. MITRE,11
1 de Mayo 1800,208,100000,6720000,481,32308,67,SEGUNDO,NUEVA POMPEYA,4
Bermudez 1700,115,170000,10880000,1478,94609,64,SEGUNDO,MONTE CASTRO,10
LOYOLA al 1200,290,560000,37632000,1931,129766,67,SEGUNDO,CHACARITA,15
Rocha 1200,203,175000,11760000,862,57931,67,SEGUNDO,BARRACAS ESTE,4
Hipolito Yrigoyen al 1800,1012,4100000,284950000,4051,281571,70,SEGUNDO,BALVANERA,3
RODRIGUEZ PENA 400,147,950000,76000000,6463,517007,80,CUARTO,SAN NICOLAS,1
"GARAY, JUAN DE",270,600000,38400000,2222,142222,64,SEGUNDO,PARQUE PATRICIOS,4
Yerbal al 1400,380,1450000,92800000,3816,244211,64,SEGUNDO,CABALLITO,6
Jose Luis Cantilo al 4100,660,1080000,75060000,1636,113727,70,SEGUNDO,VILLA DEVOTO SUR,11
CONDARCO 1300,498,480000,30720000,964,61687,64,SEGUNDO,VILLA SANTA RITA,11
RUIZ HUIDOBRO,225,290000,18560000,1289,82489,64,SEGUNDO,SAAVEDRA,12
Jose I Larraya,500,490000,32928000,980,65856,67,SEGUNDO,MATADEROS,9
Agrelo,153,320000,20480000,2092,133856,64,SEGUNDO,BALVANERA,3
15 De Noviembre 1889,318,280000,18816000,881,59170,67,SEGUNDO,CONSTITUCION,1
CUENCA,286,299000,20092800,1045,70255,67,SEGUNDO,VILLA SANTA RITA,11
Av Argentina,220,115000,7728000,523,35127,67,SEGUNDO,VILLA LUGANO,8
Venezuela,579,1350000,93825000,2332,162047,70,SEGUNDO,BALVANERA,3
Nuñez 5200,417,750000,52125000,1799,125000,70,SEGUNDO,VILLA URQUIZA,12
