DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Av Scalabrini Ortiz,364,1500000,100800000,4121,276923,67,SEGUNDO,VILLA CRESPO,15
Gral Emilio Conesa,340,550000,35200000,1618,103529,64,SEGUNDO,COLEGIALES,13
Bolivia,214,520000,33280000,2430,155514,64,SEGUNDO,VILLA DEL PARQUE,11
Chivilcoy al 4900,338,499000,34680500,1476,102605,70,SEGUNDO,VILLA DEVOTO NORTE,11
Uriarte,215,620000,41664000,2884,193786,67,SEGUNDO,VILLA CRESPO,15
Saraza,507,380000,25536000,750,50367,67,SEGUNDO,PARQUE CHACABUCO,7
SAN MARTIN,660,4000000,256000000,6061,387879,64,SEGUNDO,VILLA DEVOTO NORTE,11
Pje J Chavez,148,230000,15985000,1554,108007,70,SEGUNDO,LINIERS,9
"BARROS PAZOS, JOSE",307,190000,12160000,619,39609,64,SEGUNDO,VILLA RIACHUELO,8
HUNGRIA,250,250000,16000000,1000,64000,64,SEGUNDO,VELEZ SARSFIELD,10
"LARRALDE, CRISOLOGO 3100",147,239000,19120000,1626,130068,80,CUARTO,NUÑEZ,13
F Senillosa,216,1200000,80640000,5556,373333,67,SEGUNDO,CABALLITO,6
Albariño,179,299000,19136000,1670,106905,64,SEGUNDO,LINIERS,9
APOLINARIO FIGUEROA al 1000,111,350000,24325000,3153,219144,70,SEGUNDO,CABALLITO,6
Juan Agustin Garcia,487,560000,37632000,1150,77273,67,SEGUNDO,MONTE CASTRO,10
"CARRANZA, ANGEL JUSTINIANO 1500",143,440000,28050000,3077,196154,64,PRIMER,PALERMO,14
Las Casas,160,245000,16464000,1531,102900,67,SEGUNDO,BOEDO,5
Carlos Antonio Lopez,245,320000,20480000,1306,83592,64,SEGUNDO,VILLA DEVOTO NORTE,11
Pareja,450,350000,24325000,778,54056,70,SEGUNDO,VILLA PUEYRREDON,12
"PEREZ, ROQUE 2900",920,610000,38887500,663,42269,64,PRIMER,COGHLAN,12
RODRIGUEZ PEÑA,147,949000,60736000,6456,413170,64,SEGUNDO,SAN NICOLAS,1
JUJUY 500,621,1450000,92437500,2335,148853,64,PRIMER,BALVANERA,3
LA PAMPA 3700,476,1100000,70125000,2311,147321,64,PRIMER,BELGRANO,13
GUEVARA,385,620000,39680000,1610,103065,64,SEGUNDO,VILLA ORTUZAR,15
Esteban A Gascon,554,725000,50387500,1309,90952,70,SEGUNDO,ALMAGRO,5
Av San Martín,152,500000,32000000,3289,210526,64,SEGUNDO,PATERNAL,15
HUMBOLDT 1400,81,490000,39200000,6049,483951,80,CUARTO,PALERMO,14
Yerbal al 1400,380,1450000,100775000,3816,265197,70,SEGUNDO,CABALLITO,6
Hipolito Yrigoyen 2452,554,799000,53692800,1442,96918,67,SEGUNDO,BALVANERA,3
COLOMBRES 1300,117,280000,19460000,2393,166325,70,SEGUNDO,BOEDO,5
Obispo San Alberto,304,440000,28160000,1447,92632,64,SEGUNDO,VILLA PUEYRREDON,12
Blanco Encalada,252,1195000,80304000,4742,318667,67,SEGUNDO,VILLA URQUIZA,12
CONGRESO,248,975000,62400000,3932,251613,64,SEGUNDO,VILLA URQUIZA,12
zavaleta al 200,201,250000,17375000,1244,86443,70,SEGUNDO,PARQUE PATRICIOS,4
Av Cabildo,524,3200000,222400000,6107,424427,70,SEGUNDO,SAAVEDRA,12
Nicolás Repetto a 1 cuadra de J.B. Justo,332,395000,27452500,1190,82688,70,SEGUNDO,VILLA CRESPO,15
Ceretti,297,900000,62550000,3030,210606,70,SEGUNDO,VILLA URQUIZA,12
MELINCUE 3500,70,150000,12000000,2143,171429,80,CUARTO,VILLA DEL PARQUE,11
Andalgala al 1000,373,378000,24192000,1013,64858,64,SEGUNDO,LINIERS,9
Zañartu 400,124,170000,11424000,1371,92129,67,SEGUNDO,PARQUE CHACABUCO,7
Aguas Buenas y Quesada,182,280000,19460000,1538,106923,70,SEGUNDO,VILLA URQUIZA,12
