DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
CASEROS 3500,433,1799000,114686250,4155,264864,64,TERCER,NUEVA POMPEYA,4
LAVALLEJA,200,730000,50735000,3650,253675,70,SEGUNDO,VILLA CRESPO,15
RUIZ HUIDOBRO,279,498000,34611000,1785,124054,70,SEGUNDO,SAAVEDRA,12
Yerbal 6300,220,195000,13552500,886,61602,70,SEGUNDO,LINIERS,9
ACHEGA,428,416000,26624000,972,62206,64,SEGUNDO,VILLA URQUIZA,12
PARANA,346,950000,66025000,2746,190824,70,SEGUNDO,SAN NICOLAS,1
Miller al 3200,338,445000,28480000,1317,84260,64,SEGUNDO,VILLA URQUIZA,12
CHICLANA 3940 -,1557,1630000,113285000,1047,72759,70,SEGUNDO,NUEVA POMPEYA,4
Alberdi y Carabobo,334,1150000,73600000,3443,220359,64,SEGUNDO,FLORES NORTE,7
Virrey Aviles,250,710000,45440000,2840,181760,64,SEGUNDO,COLEGIALES,13
Yatay al 100,363,780000,54210000,2149,149339,70,SEGUNDO,ALMAGRO,5
MISIONES 190,104,180000,14400000,1731,138462,80,CUARTO,BALVANERA,3
Olazabal,407,1520000,97280000,3735,239017,64,SEGUNDO,VILLA URQUIZA,12
Pieres 500,260,280000,19460000,1077,74846,70,SEGUNDO,LINIERS,9
ARGERICH 3098 / MELINCUE,352,1100000,73920000,3125,210000,67,SEGUNDO,VILLA DEL PARQUE,11
WHITE,493,340000,21760000,690,44138,64,SEGUNDO,VILLA LURO,10
PRIMERA JUNTA 2896,272,170000,13600000,625,50000,80,CUARTO,FLORES SUR,7
Campana,242,300000,20850000,1240,86157,70,SEGUNDO,VILLA SANTA RITA,11
"ALVAREZ, JULIAN",150,549000,35136000,3660,234240,64,SEGUNDO,VILLA CRESPO,15
Av. Scalabrini Ortiz al 600,1034,3600000,250200000,3482,241973,70,SEGUNDO,VILLA CRESPO,15
Av Alberdi,536,800000,51200000,1493,95522,64,SEGUNDO,FLORESTA,10
AVDA GRAL PAZ,229,170000,11424000,742,49886,67,SEGUNDO,MATADEROS,9
Cuenca al 1100,261,450000,30240000,1724,115862,67,SEGUNDO,VILLA SANTA RITA,11
JUAN B JUSTO,221,950000,63840000,4299,288869,67,SEGUNDO,VILLA CRESPO,15
Av. Cramer al 2700,744,4300000,288960000,5780,388387,67,SEGUNDO,BELGRANO,13
Av. Lope de Vega al 2600,411,750000,52125000,1825,126825,70,SEGUNDO,VILLA REAL,10
Cucha Cucha,312,500000,32000000,1603,102564,64,SEGUNDO,PATERNAL,15
Jujuy al 600,621,1600000,107520000,2576,173140,67,SEGUNDO,BALVANERA,3
Boulogne Sur Mer,865,2500000,160000000,2890,184971,64,SEGUNDO,BALVANERA,3
DARWIN 300,81,220000,17600000,2716,217284,80,CUARTO,VILLA CRESPO,15
QUILMES 300,1505,3000000,240000000,1993,159468,80,CUARTO,NUEVA POMPEYA,4
Gurruchaga,178,495000,34402500,2781,193272,70,SEGUNDO,PALERMO,14
B Aizpurua,187,460000,31970000,2460,170963,70,SEGUNDO,VILLA URQUIZA,12
"GARAY, JUAN DE 3800",159,490000,31237500,3082,196462,64,PRIMER,BOEDO,5
JUJUY,233,650000,41600000,2790,178541,64,SEGUNDO,BALVANERA,3
BUFANO ALFREDO R.,134,349000,24255500,2604,181011,70,SEGUNDO,FLORES NORTE,7
Lavalleja 150,203,660000,45870000,3251,225961,70,SEGUNDO,VILLA CRESPO,15
NICOLAS REPETTO 1300,508,1500000,100800000,2953,198425,67,SEGUNDO,CABALLITO,6
Av Caseros,93,398000,27661000,4280,297430,70,SEGUNDO,BOEDO,5
GORRITI 4400,264,730000,46537500,2765,176278,64,TERCER,PALERMO,14
Ituzaingo al 800,1100,1450000,92800000,1318,84364,64,SEGUNDO,BARRACAS ESTE,4
Victorica Benjamin,160,290000,19488000,1812,121800,67,SEGUNDO,PARQUE CHAS,15
CORDOBA,560,3300000,211200000,5893,377143,64,SEGUNDO,CHACARITA,15
Irala al 1500,254,120000,7680000,472,30236,64,SEGUNDO,BOCA,4
Juan Agustin Maza,98,190000,13205000,1939,134745,70,SEGUNDO,BOEDO,5
Gorriti,303,870000,60465000,2871,199554,70,SEGUNDO,PALERMO,14
Alvar Núñez,270,180000,12510000,667,46333,70,SEGUNDO,BOCA,4
