,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
2124,Arcos 2300,375,2300000,147200000,6133,392533,64,SEGUNDO,BELGRANO,13
2256,,323,1600000,102400000,4954,317028,64,SEGUNDO,NUÑEZ,13
9517,Beron de Astrada al 3200,9969,4650000,312480000,466,31345,67,SEGUNDO,VILLA SOLDATI,8
2874,CERETTI,570,289000,18496000,507,32449,64,SEGUNDO,SAAVEDRA,12
6608,Av. Fco. Beiro,310,1300000,90350000,4194,291452,70,SEGUNDO,VILLA DEVOTO SUR,11
251,ARISMENDI 2400,818,365000,29200000,446,35697,80,CUARTO,PARQUE CHAS,15
3722,Juan Agustin Garcia 4700,183,350000,22400000,1913,122404,64,SEGUNDO,FLORESTA,10
2952,Padilla al 300,206,900000,57600000,4369,279612,64,SEGUNDO,VILLA CRESPO,15
71,BOLIVAR 652,449,550000,44000000,1225,97996,80,CUARTO,MONTSERRAT,1
4467,GRANADEROS,390,650000,41600000,1667,106667,64,SEGUNDO,FLORES NORTE,7
3070,F Llavallol,375,470000,30080000,1253,80213,64,SEGUNDO,VILLA DEL PARQUE,11
8987,Yerbal 3500,416,550000,36960000,1322,88846,67,SEGUNDO,FLORESTA,10
4536,JOSÉ MÁRMOL,214,850000,59075000,3966,275614,70,SEGUNDO,ALMAGRO,5
2794,donado al 3700,290,345000,22080000,1190,76138,64,SEGUNDO,SAAVEDRA,12
2289,Bulnes,362,1300000,83200000,3591,229834,64,SEGUNDO,PALERMO,14
6160,Magallanes,1021,1500000,104250000,1469,102106,70,SEGUNDO,BARRACAS ESTE,4
6103,San Blas al 1800,234,350000,24325000,1496,103953,70,SEGUNDO,VILLA GRAL. MITRE,11
6995,HOMERO,250,400000,27800000,1600,111200,70,SEGUNDO,VILLA LURO,10
10166,"PAZ, MARCOS 2000",1378,2500000,159375000,1814,115657,64,TERCER,MONTE CASTRO,10
7354,SAENZ PEÑA LUIS PRES.,730,2000000,134400000,2740,184110,67,SEGUNDO,CONSTITUCION,1
2721,J De Andonaegui,171,230000,14720000,1345,86082,64,SEGUNDO,PARQUE CHAS,15
350,PLAZA 800,142,270000,21600000,1901,152113,80,CUARTO,VILLA ORTUZAR,15
5330,CORRIENTES,405,1750000,121625000,4321,300309,70,SEGUNDO,CHACARITA,15
5996,Av Entre Rios,360,661500,45974250,1838,127706,70,SEGUNDO,PARQUE PATRICIOS,4
1057,ARIAS,147,380000,24320000,2585,165442,64,SEGUNDO,SAAVEDRA,12
2054,Peru al 1300,692,800000,51200000,1156,73988,64,SEGUNDO,SAN TELMO,1
980,CHARLONE 800,192,495000,31556250,2578,164355,64,PRIMER,CHACARITA,15
5405,Cucha Cucha,424,550000,38225000,1297,90153,70,SEGUNDO,PATERNAL,15
4759,INDEPENDENCIA AV.,359,1100000,76450000,3064,212953,70,SEGUNDO,MONTSERRAT,1
667,DEAN FUNES 500,250,290000,18487500,1160,73950,64,PRIMER,BALVANERA,3
2744,Espinosa y Alvarez Jonte,541,450000,28800000,832,53235,64,SEGUNDO,PATERNAL,15
6228,NEUQUEN,234,645000,44827500,2756,191571,70,SEGUNDO,FLORES NORTE,7
9154,Pje Canada,216,450000,30240000,2083,140000,67,SEGUNDO,MONTE CASTRO,10
544,EL NENE 2000,150,198000,15840000,1320,105600,80,CUARTO,VILLA REAL,10
9876,JUNCAL 2400,133,920000,58650000,6917,440977,64,TERCER,RECOLETA,2
7891,EMILIO MITRE,237,890000,59808000,3755,252354,67,SEGUNDO,CABALLITO,6
7253,Chile 2953 (D. Funes - La Rioja),256,630000,42336000,2461,165375,67,SEGUNDO,BALVANERA,3
9822,CONGRESO 2800,177,840000,53550000,4746,302542,64,TERCER,NUÑEZ,13
3041,EUSTOQUI FRIAS GRAL,224,790000,50560000,3527,225714,64,SEGUNDO,VILLA CRESPO,15
925,PARAGUAY,185,1500000,96000000,8108,518919,64,SEGUNDO,RETIRO,1
6812,Echeverria al 4900,259,890000,61855000,3436,238822,70,SEGUNDO,VILLA URQUIZA,12
645,SANCHEZ DE BUSTAMANTE 200,348,590000,37612500,1695,108082,64,PRIMER,ALMAGRO,5
200,RIVADAVIA 5300,4900,2400000,192000000,490,39184,80,CUARTO,CABALLITO,6
436,CASCO 200,151,149000,11920000,987,78940,80,CUARTO,LINIERS,9
1381,BASUALDO,108,175000,11200000,1620,103704,64,SEGUNDO,MATADEROS,9
4027,Finochieto  2086,192,250000,16000000,1302,83333,64,SEGUNDO,PARQUE PATRICIOS,4
7937,RIO DE JANEIRO,310,950000,63840000,3065,205935,67,SEGUNDO,CABALLITO,6
7153,Dr F Muñiz,268,1100000,73920000,4104,275821,67,SEGUNDO,ALMAGRO,5
4445,BUFANO ALFREDO R.,134,349000,22336000,2604,166687,64,SEGUNDO,FLORES NORTE,7
7998,LOYOLA 1415,750,400000,26880000,533,35840,67,SEGUNDO,CHACARITA,15
3764,M Leguizamon,1800,2500000,160000000,1389,88889,64,SEGUNDO,LINIERS,9
