DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
NAZCA,270,900000,60480000,3333,224000,67,SEGUNDO,FLORESTA,10
GARIBALDI 1500,250,90000,7200000,360,28800,80,CUARTO,BOCA,4
Acoyte 1300,121,380000,24320000,3140,200992,64,SEGUNDO,VILLA CRESPO,15
Somellera,1553,650000,41600000,419,26787,64,SEGUNDO,PARQUE CHACABUCO,7
HUMBOLDT,164,299000,20780500,1823,126710,70,SEGUNDO,VILLA CRESPO,15
BOLIVAR 1300,690,800000,51000000,1159,73913,64,TERCER,SAN TELMO,1
Bahia Blanca,352,520000,34944000,1477,99273,67,SEGUNDO,FLORESTA,10
Boyaca,485,1280000,86016000,2639,177353,67,SEGUNDO,FLORES NORTE,7
ESTADOS UNIDOS,867,870000,60465000,1003,69740,70,SEGUNDO,CONSTITUCION,1
Av Gaona,189,600000,40320000,3175,213333,67,SEGUNDO,FLORESTA,10
S M del Carril al 2700,147,380000,25536000,2585,173714,67,SEGUNDO,VILLA PUEYRREDON,12
Quesada,263,1250000,84000000,4753,319392,67,SEGUNDO,NUÑEZ,13
IRALA,296,430000,28896000,1453,97622,67,SEGUNDO,BOCA,4
CASTILLO 1100,1500,1600000,102000000,1067,68000,64,TERCER,VILLA CRESPO,15
Don Pedro de Mendoza,7293,7500000,480000000,1028,65817,64,SEGUNDO,BOCA,4
BELGRANO 2900,303,880000,56100000,2904,185148,64,TERCER,BALVANERA,3
Caldas y Tronador,443,1200000,80640000,2709,182032,67,SEGUNDO,PALERMO,14
Sanabria al 4200,660,1000000,69500000,1515,105303,70,SEGUNDO,VILLA DEVOTO NORTE,11
Pola 1200,114,260000,17472000,2281,153263,67,SEGUNDO,MATADEROS,9
ANDONAEGUI,140,345000,23977500,2464,171268,70,SEGUNDO,VILLA URQUIZA,12
REMEDIOS ESCALADA DE SAN MARTIN al 3800,300,300000,20160000,1000,67200,67,SEGUNDO,FLORESTA,10
FRENCH,150,1800000,115200000,12000,768000,64,SEGUNDO,RECOLETA,2
Peron Juan Domingo,1119,2000000,128000000,1787,114388,64,SEGUNDO,SAN NICOLAS,1
Av. Regimiento De Patricios,1300,1700000,118150000,1308,90885,70,SEGUNDO,BARRACAS ESTE,4
Granaderos 200,95,175000,11760000,1842,123789,67,SEGUNDO,FLORES NORTE,7
THOMPSON,2253,1300000,83200000,577,36929,64,SEGUNDO,CABALLITO,6
QUILMES,300,189000,13135500,630,43785,70,SEGUNDO,NUEVA POMPEYA,4
AUSTRIA,320,1950000,124800000,6094,390000,64,SEGUNDO,RECOLETA,2
Blanco Encalada,252,1195000,83052500,4742,329573,70,SEGUNDO,VILLA URQUIZA,12
TRIUNVIRATO,175,850000,54400000,4857,310857,64,SEGUNDO,VILLA URQUIZA,12
Av Cordoba,305,1169001,74816064,3833,245299,64,SEGUNDO,CHACARITA,15
GENERAL CÉSAR DÍAZ  al 2400,2600,1000000,64000000,385,24615,64,SEGUNDO,VILLA GRAL. MITRE,11
RIGLOS,206,690000,46368000,3343,224651,67,SEGUNDO,CABALLITO,6
JUNIN,260,1550000,107725000,5955,413881,70,SEGUNDO,RECOLETA,2
SOLIS 1800,294,430000,27412500,1463,93240,64,PRIMER,CONSTITUCION,1
"LORETO, VIRREY 3700",2390,2500000,200000000,1046,83682,80,CUARTO,CHACARITA,15
Ecuador 300,120,215000,14942500,1792,124521,70,SEGUNDO,BALVANERA,3
"JUAREZ, BENITO 2000",346,1300000,104000000,3757,300578,80,CUARTO,MONTE CASTRO,10
Condarco 100,854,1980000,137610000,2319,161136,70,SEGUNDO,VILLA GRAL. MITRE,11
Quesada,263,1250000,80000000,4753,304183,64,SEGUNDO,NUÑEZ,13
Chivilcoy,153,360000,24192000,2353,158118,67,SEGUNDO,FLORESTA,10
FRAY CAYETANO RODRIGUEZ,191,319900,22233050,1675,116403,70,SEGUNDO,FLORES NORTE,7
MANZANARES,171,420000,26880000,2456,157193,64,SEGUNDO,SAAVEDRA,12
"ALVAREZ, JULIAN 900",195,800000,51000000,4103,261538,64,TERCER,VILLA CRESPO,15
Av Velez Sardfield 41,400,800000,55600000,2000,139000,70,SEGUNDO,PARQUE PATRICIOS,4
Av Alberdi,230,260000,16640000,1130,72348,64,SEGUNDO,VILLA LURO,10
Ricardo Gutierrez,229,235000,16332500,1026,71321,70,SEGUNDO,VILLA DEL PARQUE,11
LIMA 1500,922,2200000,140250000,2386,152115,64,TERCER,CONSTITUCION,1
SAN JUAN,312,900300,62570850,2886,200548,70,SEGUNDO,BOEDO,5
COCHABAMBA 2253/2259-63,767,710000,49345000,926,64335,70,SEGUNDO,SAN CRISTOBAL,3
Del Barco Centenera,218,120000,8064000,550,36991,67,SEGUNDO,NUEVA POMPEYA,4
SAN JUAN,312,900300,57619200,2886,184677,64,SEGUNDO,BOEDO,5
Ceretti,219,390000,27105000,1781,123767,70,SEGUNDO,VILLA URQUIZA,12
constitución al 1700,1484,2400000,161280000,1617,108679,67,SEGUNDO,CONSTITUCION,1
ACOYTE 750,311,2000000,127500000,6431,409968,64,TERCER,CABALLITO,6
SUPERI,292,650000,43680000,2226,149589,67,SEGUNDO,COGHLAN,12
THAMES,1004,2500000,173750000,2490,173058,70,SEGUNDO,PALERMO,14
IBARROLA 7000,444,900000,57375000,2027,129223,64,PRIMER,LINIERS,9
URQUIZA,340,335000,23282500,985,68478,70,SEGUNDO,SAN CRISTOBAL,3
Ugarte,315,650000,45175000,2063,143413,70,SEGUNDO,COGHLAN,12
"FALCON, RAMON L.,CNEL. 1900",202,1550000,98812500,7673,489171,64,PRIMER,FLORES NORTE,7
Piran al 5600,104,265000,16960000,2548,163077,64,SEGUNDO,VILLA URQUIZA,12
PADILLA,290,500000,32000000,1724,110345,64,SEGUNDO,VILLA CRESPO,15
BIARRITZ,200,320000,20480000,1600,102400,64,SEGUNDO,VILLA DEL PARQUE,11
PEDRO LOZANO al 2600,254,720000,48384000,2835,190488,67,SEGUNDO,AGRONOMIA,15
Vidal,800,790000,53088000,988,66360,67,SEGUNDO,SAAVEDRA,12
CHORROARIN,325,550000,35200000,1692,108308,64,SEGUNDO,VILLA ORTUZAR,15
Gral Mariano Acha,347,640000,40960000,1844,118040,64,SEGUNDO,VILLA ORTUZAR,15
Tamborinii,203,180000,12510000,887,61626,70,SEGUNDO,VILLA URQUIZA,12
PESCADORES 66,152,90000,7200000,592,47368,80,CUARTO,FLORES NORTE,7
BEAUCHEF 900,276,670000,42712500,2428,154755,64,TERCER,CABALLITO,6
Santa Maria Del Buen Aire,112,150000,9600000,1339,85714,64,SEGUNDO,BARRACAS ESTE,4
TRES ARROYOS,118,220000,14080000,1864,119322,64,SEGUNDO,VILLA SANTA RITA,11
"LAMARCA, EMILIO",880,510000,32640000,580,37091,64,SEGUNDO,VILLA SANTA RITA,11
B Mitre,1932,4200000,268800000,2174,139130,64,SEGUNDO,SAN NICOLAS,1
HIDALGO 600,1447,3800000,304000000,2626,210090,80,CUARTO,CABALLITO,6
NICOLAS REPETTO,209,500000,34750000,2392,166268,70,SEGUNDO,CABALLITO,6
PASCO 1300,369,499000,31936000,1352,86547,64,SEGUNDO,SAN CRISTOBAL,3
Zuviria,433,330000,22935000,762,52968,70,SEGUNDO,FLORES SUR,7
CONDARCO,105,350000,22400000,3343,213945,64,SEGUNDO,VILLA DEL PARQUE,11
JUNCAL 2400,133,950000,60562500,7143,455357,64,TERCER,RECOLETA,2
Esteban A Gascon,136,390000,26208000,2868,192706,67,SEGUNDO,ALMAGRO,5
Del Valle Iberlucea,834,750000,48000000,899,57554,64,SEGUNDO,BOCA,4
Gral Juan B Arismendi,520,530000,36835000,1019,70837,70,SEGUNDO,PARQUE CHAS,15
TUCUMAN,232,650000,45175000,2802,194720,70,SEGUNDO,ALMAGRO,5
Galicia,235,340000,21760000,1447,92596,64,SEGUNDO,VILLA GRAL. MITRE,11
PEDRO IGNACIO RIVERA,202,895000,62202500,4431,307933,70,SEGUNDO,VILLA URQUIZA,12
CIUDAD DE LA PAZ 100,175,900000,57375000,5143,327857,64,PRIMER,PALERMO,14
Barzana,216,460000,31970000,2130,148009,70,SEGUNDO,PARQUE CHAS,15
Av. Scalabrini Ortiz al 600,1034,3600000,241920000,3482,233965,67,SEGUNDO,VILLA CRESPO,15
LANIN,224,240000,16680000,1071,74464,70,SEGUNDO,BARRACAS ESTE,4
Chile,173,370000,24864000,2139,143723,67,SEGUNDO,BALVANERA,3
BESARES,323,1450000,100775000,4489,311997,70,SEGUNDO,NUÑEZ,13
Av Nazca,179,560000,38920000,3128,217430,70,SEGUNDO,VILLA SANTA RITA,11
Pedro Goyena,340,2800000,179200000,8235,527059,64,SEGUNDO,CABALLITO,6
Milton 100,304,320000,21504000,1053,70737,67,SEGUNDO,VILLA LURO,10
Av. Lope De Vega,241,600000,38400000,2490,159336,64,SEGUNDO,VILLA DEVOTO SUR,11
Uriarte,215,620000,39680000,2884,184558,64,SEGUNDO,VILLA CRESPO,15
MÉXICO,109,450000,28800000,4128,264220,64,SEGUNDO,BALVANERA,3
AVALOS,228,500000,32000000,2193,140351,64,SEGUNDO,PARQUE CHAS,15
