,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
9356,LUIS VIALE,271,420000,28224000,1550,104148,67,SEGUNDO,VILLA GRAL. MITRE,11
4405,AVENIDA RIESTRA,212,375000,24000000,1769,113208,64,SEGUNDO,VILLA LUGANO,8
1038,BUCARELLI 1200,1300,890000,56737500,685,43644,64,PRIMER,PARQUE CHAS,15
385,IBERA 5392,145,265000,21200000,1828,146207,80,CUARTO,VILLA URQUIZA,12
8560,Cnel J Terrada,374,435000,29232000,1163,78160,67,SEGUNDO,VILLA PUEYRREDON,12
1080,RAMALLO,127,240000,15360000,1890,120945,64,SEGUNDO,SAAVEDRA,12
8167,Machain,78,280000,18816000,3590,241231,67,SEGUNDO,SAAVEDRA,12
3996,Los Patos al 3200,191,350000,22400000,1832,117277,64,SEGUNDO,PARQUE PATRICIOS,4
1727,LAVALLE 3100,483,1350000,86400000,2795,178882,64,SEGUNDO,BALVANERA,3
9058,Francisco Bilbao,281,130000,8736000,463,31089,67,SEGUNDO,MATADEROS,9
10174,LANZA 2300,210,145000,9243750,690,44018,64,TERCER,NUEVA POMPEYA,4
3082,Campana entre Beiro y JP Varela,258,650000,41600000,2519,161240,64,SEGUNDO,VILLA DEL PARQUE,11
792,"RIVERA, PEDRO I., Dr. 2837",125,990000,63112500,7920,504900,64,PRIMER,BELGRANO,13
8219,Aguirre,170,495000,33264000,2912,195671,67,SEGUNDO,VILLA CRESPO,15
7761,JOSE ANTONIO CABRERA,238,770000,51744000,3235,217412,67,SEGUNDO,PALERMO,14
4932,WASHINGTON,160,380000,26410000,2375,165062,70,SEGUNDO,COGHLAN,12
3018,castillo,240,420000,26880000,1750,112000,64,SEGUNDO,VILLA CRESPO,15
8881,Las Casas,160,245000,16464000,1531,102900,67,SEGUNDO,BOEDO,5
640,RIO DE JANEIRO,310,980000,62720000,3161,202323,64,SEGUNDO,ALMAGRO,5
3294,Av Alvarez Thomas,342,1750000,112000000,5117,327485,64,SEGUNDO,VILLA URQUIZA,12
8340,Martinez Rosas al 1100,289,680000,45696000,2353,158118,67,SEGUNDO,VILLA CRESPO,15
7062,Terrada 1580,226,399000,27730500,1765,122701,70,SEGUNDO,VILLA SANTA RITA,11
6775,Burela entre Monroe y Blanco Encalada,331,1300000,90350000,3927,272961,70,SEGUNDO,VILLA URQUIZA,12
9847,SERRANO 1500,100,950000,60562500,9500,605625,64,TERCER,PALERMO,14
1073,MILLER,180,350000,22400000,1944,124444,64,SEGUNDO,SAAVEDRA,12
1617,Yrigoyen,184,590000,37760000,3207,205217,64,SEGUNDO,ALMAGRO,5
4904,Blanco Encalada 3100,235,598000,41561000,2545,176855,70,SEGUNDO,BELGRANO,13
9575,Eva Perón,156,350000,23520000,2244,150769,67,SEGUNDO,PARQUE AVELLANEDA,9
4461,Yerbal,163,460000,29440000,2822,180613,64,SEGUNDO,FLORES NORTE,7
5767,Mercedes 300,184,199000,13830500,1082,75166,70,SEGUNDO,FLORESTA,10
7816,Billinghurst,277,1600000,107520000,5783,388650,67,SEGUNDO,RECOLETA,2
745,HUMBERTO 1? 3000,700,700000,44625000,1000,63750,64,PRIMER,SAN CRISTOBAL,3
3321,ALVAREZ THOMAS,410,950000,60800000,2317,148293,64,SEGUNDO,VILLA URQUIZA,12
8959,Dr L Belaustegui,442,490000,32928000,1109,74498,67,SEGUNDO,FLORESTA,10
9416,Milton 100,304,320000,21504000,1053,70737,67,SEGUNDO,VILLA LURO,10
1342,"LAFERRERE, GREGORIO DE",484,550000,35200000,1136,72727,64,SEGUNDO,FLORES SUR,7
