DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Juan A. Garcia al 1900,477,650000,41600000,1363,87212,64,SEGUNDO,VILLA GRAL. MITRE,11
DON BOSCO,198,530000,35616000,2677,179879,67,SEGUNDO,ALMAGRO,5
NAZCA al 1900,275,995000,69152500,3618,251464,70,SEGUNDO,VILLA SANTA RITA,11
Cabrera,161,700000,48650000,4348,302174,70,SEGUNDO,PALERMO,14
Crisologo Larralde,300,530000,33920000,1767,113067,64,SEGUNDO,SAAVEDRA,12
Rocha,263,240000,16680000,913,63422,70,SEGUNDO,BOCA,4
Av. Juan B. Alberdi 736-738,235,800000,51200000,3404,217872,64,SEGUNDO,CABALLITO,6
GAVILAN,987,5000000,320000000,5066,324215,64,SEGUNDO,VILLA PUEYRREDON,12
Ecuador,245,590000,37760000,2408,154122,64,SEGUNDO,BALVANERA,3
SAENZ 156,891,3100000,248000000,3479,278339,80,CUARTO,NUEVA POMPEYA,4
CORRIENTES,1091,3950000,252800000,3621,231714,64,SEGUNDO,ALMAGRO,5
piran,123,345000,23184000,2805,188488,67,SEGUNDO,VILLA URQUIZA,12
PRINGLES,155,600000,38400000,3871,247742,64,SEGUNDO,ALMAGRO,5
Castro Barros,215,495000,34402500,2302,160012,70,SEGUNDO,BOEDO,5
Quintino Bocayuva,248,580000,37120000,2339,149677,64,SEGUNDO,ALMAGRO,5
F BILBAO,176,350000,22400000,1989,127273,64,SEGUNDO,FLORES SUR,7
Famatina,195,310000,21545000,1590,110487,70,SEGUNDO,PARQUE PATRICIOS,4
L Griveo,173,280000,18816000,1618,108763,67,SEGUNDO,VILLA PUEYRREDON,12
Trelles al 1100,206,640000,43008000,3107,208777,67,SEGUNDO,VILLA GRAL. MITRE,11
General Urquiza,359,850000,57120000,2368,159109,67,SEGUNDO,SAN CRISTOBAL,3
ACHEGA,428,416000,26624000,972,62206,64,SEGUNDO,VILLA URQUIZA,12
MOM 2742/2754,364,135000,9382500,371,25776,70,SEGUNDO,NUEVA POMPEYA,4
MÉXICO,110,500000,34750000,4545,315909,70,SEGUNDO,ALMAGRO,5
LOYOLA,351,960000,66720000,2735,190085,70,SEGUNDO,VILLA CRESPO,15
Castro Barros,260,279000,19390500,1073,74579,70,SEGUNDO,BOEDO,5
Av.castaÑares,520,450000,30240000,865,58154,67,SEGUNDO,PARQUE CHACABUCO,7
Thorne 500,328,449000,28736000,1369,87610,64,SEGUNDO,PARQUE CHACABUCO,7
Venezuela,579,1350000,86400000,2332,149223,64,SEGUNDO,BALVANERA,3
"QUINTEROS, LIDORO J. 1400",434,1500000,95625000,3456,220334,64,PRIMER,BELGRANO,13
RAULET,347,430000,27520000,1239,79308,64,SEGUNDO,NUEVA POMPEYA,4
VENEZUELA 3000,173,275000,22000000,1590,127168,80,CUARTO,BALVANERA,3
QUERANDIES,239,500000,34750000,2092,145397,70,SEGUNDO,ALMAGRO,5
S M del Carril al 2700,147,380000,24320000,2585,165442,64,SEGUNDO,VILLA PUEYRREDON,12
Av. Independencia,254,940000,60160000,3701,236850,64,SEGUNDO,BALVANERA,3
"ALBERDI, JUAN BAUTISTA",252,385000,24640000,1528,97778,64,SEGUNDO,VILLA LURO,10
QUESADA,286,498000,31872000,1741,111441,64,SEGUNDO,COGHLAN,12
Chile 2000,193,348000,24186000,1803,125316,70,SEGUNDO,BALVANERA,3
JARAMILLO,374,1150000,73600000,3075,196791,64,SEGUNDO,SAAVEDRA,12
Conde 2700,138,695000,46704000,5036,338435,67,SEGUNDO,COGHLAN,12
BATALLA DEL PARI 800,218,320000,25600000,400,32000,80,CUARTO,VILLA CRESPO,15
B Mitre,794,1800000,120960000,2267,152343,67,SEGUNDO,ALMAGRO,5
HOMERO,224,400000,27800000,1786,124107,70,SEGUNDO,VILLA LURO,10
