DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
COCHABAMBA,870,1200000,76800000,1379,88276,64,SEGUNDO,CONSTITUCION,1
Matheu,322,320000,22240000,994,69068,70,SEGUNDO,PARQUE PATRICIOS,4
Juan Agustin Garcia 4700,183,340000,22848000,1858,124852,67,SEGUNDO,MONTE CASTRO,10
Dr S Segurola,770,2000000,128000000,2598,166286,64,SEGUNDO,MONTE CASTRO,10
Tacuari,461,720000,50040000,1562,108547,70,SEGUNDO,CONSTITUCION,1
"RIVERA, PEDRO I., Dr. 2797",126,680000,54400000,5397,431746,80,CUARTO,BELGRANO,13
Araoz,260,1100000,76450000,4234,294265,70,SEGUNDO,VILLA CRESPO,15
Mariano Acha,225,380000,26410000,1689,117378,70,SEGUNDO,VILLA URQUIZA,12
Thames,182,730000,49056000,4011,269538,67,SEGUNDO,VILLA CRESPO,15
CONDE 3200,503,690000,43987500,1372,87450,64,TERCER,COGHLAN,12
"BUFANO, ALFREDO R. 1900",214,170000,13600000,794,63551,80,CUARTO,VILLA GRAL. MITRE,11
Villarroel al 1400,303,870000,58464000,2871,192950,67,SEGUNDO,CHACARITA,15
Virrey del Pino,97,670000,45024000,6907,464165,67,SEGUNDO,BELGRANO,13
FONROUGE,190,420000,28224000,2211,148547,67,SEGUNDO,MATADEROS,9
Av E Galvan,111,260000,16640000,2342,149910,64,SEGUNDO,VILLA URQUIZA,12
Delfín Gallo,180,180000,12510000,1000,69500,70,SEGUNDO,VILLA LUGANO,8
CONVENCION 1900,209,610000,48800000,2919,233493,80,CUARTO,PALERMO,14
ARENALES,192,1300000,83200000,6771,433333,64,SEGUNDO,RECOLETA,2
AV. SEGUROLA,118,265000,16960000,2246,143729,64,SEGUNDO,MONTE CASTRO,10
Murillo,346,1000000,67200000,2890,194220,67,SEGUNDO,VILLA CRESPO,15
Bragado Esquina White,192,155000,10772500,807,56107,70,SEGUNDO,PARQUE AVELLANEDA,9
Montañeses,247,1200000,83400000,4858,337652,70,SEGUNDO,BELGRANO,13
Elpidio Gonzalez al 5000,115,205000,13120000,1783,114087,64,SEGUNDO,MONTE CASTRO,10
VENEZUELA 3500,505,649000,41373750,1285,81928,64,TERCER,ALMAGRO,5
TROLE 200,220,120000,9600000,546,43636,80,CUARTO,NUEVA POMPEYA,4
Venezuela,874,2100000,134400000,2403,153776,64,SEGUNDO,MONTSERRAT,1
Virrey Liniers e Independencia,661,1862000,119168000,2817,180284,64,SEGUNDO,ALMAGRO,5
Somellera al 1300,174,158900,10169600,913,58446,64,SEGUNDO,NUEVA POMPEYA,4
"AV. Alberdi, Juan Bautista",256,870000,60465000,3398,236191,70,SEGUNDO,FLORES NORTE,7
LARRAZABAL 1723,260,230000,14662500,885,56394,64,PRIMER,MATADEROS,9
Arenales,383,2350000,163325000,6136,426436,70,SEGUNDO,RECOLETA,2
Bogado,248,750000,52125000,3024,210181,70,SEGUNDO,ALMAGRO,5
"CABRERA, JOSE A. 5700",388,1099900,70118625,2835,180718,64,TERCER,PALERMO,14
TALCAHUANO 100,304,1500000,95625000,4934,314556,64,TERCER,SAN NICOLAS,1
Virrey Del Pino,877,870000,58464000,992,66664,67,SEGUNDO,VILLA ORTUZAR,15
Donizetti 100,1469,1300000,87360000,885,59469,67,SEGUNDO,VILLA LURO,10
HUMBOLDT,164,299000,19136000,1823,116683,64,SEGUNDO,VILLA CRESPO,15
DELGADO 600,172,395000,31600000,2296,183721,80,CUARTO,COLEGIALES,13
Cnel Brandsen,250,350000,22400000,1400,89600,64,SEGUNDO,BOCA,4
Directorio Avda,370,600000,41700000,1622,112703,70,SEGUNDO,PARQUE AVELLANEDA,9
Avda.Entre Ríos 1056,504,1380000,92736000,2738,184000,67,SEGUNDO,BALVANERA,3
LOYOLA 1500,393,850000,54187500,2163,137882,64,TERCER,CHACARITA,15
