DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Sanchez Bustamante 800,837,1900000,121600000,2270,145281,64,SEGUNDO,ALMAGRO,5
Belen,546,595000,38080000,1090,69744,64,SEGUNDO,FLORESTA,10
FRENCH,150,1800000,115200000,12000,768000,64,SEGUNDO,RECOLETA,2
POTOSI 3900,349,749000,47748750,2146,136816,64,TERCER,ALMAGRO,5
Fray Justo Santa María de Oro 2300,164,1200000,83400000,7317,508537,70,SEGUNDO,PALERMO,14
Portillo,180,200000,12800000,1111,71111,64,SEGUNDO,VILLA LURO,10
Carlos F Melo,243,160000,10240000,658,42140,64,SEGUNDO,BOCA,4
HOMERO,250,400000,26880000,1600,107520,67,SEGUNDO,VILLA LURO,10
Godoy Cruz y Honduras,627,1650000,110880000,2632,176842,67,SEGUNDO,PALERMO,14
"JUSTO, JUAN B.",1989,4500000,288000000,2262,144796,64,SEGUNDO,VILLA SANTA RITA,11
Av A Alvarez Jonte,681,300000,19200000,441,28194,64,SEGUNDO,PATERNAL,15
Av.castaÑares,520,450000,31275000,865,60144,70,SEGUNDO,PARQUE CHACABUCO,7
FRAY LUIS BELTRAN 267,261,480000,30600000,1839,117241,64,PRIMER,FLORES NORTE,7
MONASTERIO,262,490000,31360000,1870,119695,64,SEGUNDO,PARQUE PATRICIOS,4
Juramento,305,850000,59075000,2790,193905,70,SEGUNDO,VILLA URQUIZA,12
Nazca,275,322000,20608000,1170,74848,64,SEGUNDO,VILLA PUEYRREDON,12
Albariño al 100,260,1050000,67200000,4038,258462,64,SEGUNDO,LINIERS,9
Laguna,222,230000,14720000,1036,66306,64,SEGUNDO,PARQUE AVELLANEDA,9
INDEPENDENCIA 3400,196,675000,43031250,3444,219547,64,PRIMER,BOEDO,5
Av De Los Constituyentes,256,350000,22400000,1367,87500,64,SEGUNDO,VILLA PUEYRREDON,12
Manuel Garcia,180,190000,12160000,1056,67556,64,SEGUNDO,PARQUE PATRICIOS,4
Paez,148,210000,14595000,1419,98615,70,SEGUNDO,FLORES NORTE,7
"CALVO, CARLOS",203,300000,19200000,1478,94581,64,SEGUNDO,SAN CRISTOBAL,3
FELIPE VALLESE,116,249000,15936000,2147,137379,64,SEGUNDO,FLORES NORTE,7
Arcos,375,2300000,147200000,6133,392533,64,SEGUNDO,BELGRANO,13
ACOYTE 750,311,2000000,127500000,6431,409968,64,TERCER,CABALLITO,6
Padilla al 300,206,900000,60480000,4369,293592,67,SEGUNDO,VILLA CRESPO,15
VIRREY LORETO,2390,2500000,160000000,1046,66946,64,SEGUNDO,CHACARITA,15
Mariano Acosta,356,420000,29190000,1180,81994,70,SEGUNDO,PARQUE AVELLANEDA,9
"MITRE, BARTOLOME 1400",1932,3300000,264000000,1708,136646,80,CUARTO,SAN NICOLAS,1
CORREA 1920,216,690000,43987500,3194,203646,64,PRIMER,NUÑEZ,13
Pje F O Fouiller,240,660000,42240000,2750,176000,64,SEGUNDO,VILLA URQUIZA,12
HUMBERTO 1° 2900,172,209000,16720000,1215,97209,80,CUARTO,SAN CRISTOBAL,3
Sanchez De Loria,212,380000,24320000,1792,114717,64,SEGUNDO,BOEDO,5
Guardia Nacional,368,800000,55600000,2174,151087,70,SEGUNDO,VILLA LURO,10
CHORROARIN 121 - 127 - 137 -,1357,2200000,140800000,1621,103758,64,SEGUNDO,AGRONOMIA,15
LASCANO,350,350000,22400000,1000,64000,64,SEGUNDO,VERSALLES,10
BAUNESS,557,5700000,364800000,10233,654937,64,SEGUNDO,VILLA URQUIZA,12
AVENIDA CONGRESO,309,850000,57120000,2751,184854,67,SEGUNDO,COGHLAN,12
MEXICO 500,222,525000,33468750,2365,150760,64,TERCER,MONTSERRAT,1
SIMBRON,815,1600000,102400000,1963,125644,64,SEGUNDO,VILLA DEVOTO SUR,11
Desaguadero,330,550000,36960000,1667,112000,67,SEGUNDO,VILLA DEVOTO SUR,11
Pringles,218,220000,14080000,1009,64587,64,SEGUNDO,VILLA CRESPO,15
CACHIMAYO 1900,173,120000,9600000,694,55491,80,CUARTO,PARQUE CHACABUCO,7
Barcala,308,987400,63193600,3209,205387,64,SEGUNDO,SAN CRISTOBAL,3
HUMBOLDT 70,203,1500000,96000000,7389,472906,64,SEGUNDO,VILLA CRESPO,15
Tucuman,1471,3600000,241920000,2447,164460,67,SEGUNDO,BALVANERA,3
"JUSTO, JUAN B. 2000",121,590000,47200000,4876,390083,80,CUARTO,VILLA CRESPO,15
ARREGUI,2200,2700000,172800000,1227,78545,64,SEGUNDO,VILLA DEL PARQUE,11
GIRIBONE,151,780000,49920000,5166,330596,64,SEGUNDO,VILLA ORTUZAR,15
MORETO 700,319,210000,13387500,658,41967,64,TERCER,PARQUE AVELLANEDA,9
MURGUIONDO,433,780000,52416000,1801,121053,67,SEGUNDO,LINIERS,9
Conde,208,925000,64287500,4447,309075,70,SEGUNDO,BELGRANO,13
Chajari,162,228000,14592000,1407,90074,64,SEGUNDO,SAAVEDRA,12
Villarroel al 1400,303,870000,60465000,2871,199554,70,SEGUNDO,CHACARITA,15
Gervasio Artigas 1000,382,335000,22512000,877,58932,67,SEGUNDO,FLORES NORTE,7
MONTE 4400,294,230000,14720000,782,50068,64,SEGUNDO,PARQUE AVELLANEDA,9
Paseo Colon al 500,1542,11000000,704000000,7134,456550,64,SEGUNDO,MONTSERRAT,1
OLLEROS 3700,1363,540000,34425000,396,25257,64,PRIMER,CHACARITA,15
Albariño al 900,155,310000,19840000,2000,128000,64,SEGUNDO,MATADEROS,9
ARTIGAS,552,850000,54400000,1540,98551,64,SEGUNDO,FLORES NORTE,7
Freire al 4600,375,620000,41664000,1653,111104,67,SEGUNDO,SAAVEDRA,12
L Lugones,130,270000,18144000,2079,139677,67,SEGUNDO,SAAVEDRA,12
POTOSI 3900,349,980000,62475000,2808,179011,64,PRIMER,ALMAGRO,5
B Mitre,444,580000,37120000,1306,83604,64,SEGUNDO,ALMAGRO,5
