DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Artigas al 4800,298,715000,48048000,2399,161235,67,SEGUNDO,VILLA PUEYRREDON,12
COMBATE DE LOS POZOS,157,350000,22400000,2229,142675,64,SEGUNDO,PARQUE PATRICIOS,4
J M Serrano,427,799000,55530500,1871,130048,70,SEGUNDO,VILLA CRESPO,15
CHILE 2300,333,385000,30800000,1156,92492,80,CUARTO,BALVANERA,3
Moreto al 700,319,210000,14595000,658,45752,70,SEGUNDO,PARQUE AVELLANEDA,9
Santo Tome,422,450000,31275000,1066,74111,70,SEGUNDO,VILLA DEL PARQUE,11
Neuquen 1900,128,485000,31040000,3789,242500,64,SEGUNDO,FLORES NORTE,7
RIVADAVIA 7100,1340,3200000,256000000,2388,191045,80,CUARTO,FLORES NORTE,7
ANDONAEGUI,140,345000,23184000,2464,165600,67,SEGUNDO,VILLA URQUIZA,12
Besares,145,430000,29885000,2966,206103,70,SEGUNDO,SAAVEDRA,12
CAFAYATE 1200,100,250000,15937500,2500,159375,64,TERCER,MATADEROS,9
BELGRANO 3800,188,450000,28687500,2394,152593,64,TERCER,ALMAGRO,5
Martinez Rosas,244,450000,28800000,1844,118033,64,SEGUNDO,VILLA CRESPO,15
QUESADA 4900,119,260000,20800000,2185,174790,80,CUARTO,VILLA URQUIZA,12
QUESADA 3100,294,700000,44625000,2381,151786,64,TERCER,NUÑEZ,13
Araoz,260,1100000,76450000,4234,294265,70,SEGUNDO,VILLA CRESPO,15
PUAN,225,600000,38400000,2667,170667,64,SEGUNDO,PARQUE CHACABUCO,7
Virrey Loreto esq Alvarez Thomas,213,539000,36220800,2531,170051,67,SEGUNDO,CHACARITA,15
CERVANTES,138,270000,18765000,1956,135919,70,SEGUNDO,MONTE CASTRO,10
SERRANO,389,629999,43784930,1620,112558,70,SEGUNDO,VILLA CRESPO,15
"FINOCHIETTO, RICARDO, Dr. 600",257,550000,44000000,2140,171206,80,CUARTO,BARRACAS ESTE,4
