DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
CHORROARIN,202,440000,28160000,2178,139406,64,SEGUNDO,VILLA ORTUZAR,15
C Larralde,383,1000000,64000000,2611,167102,64,SEGUNDO,SAAVEDRA,12
SAN PEDRITO 100,223,585000,37293750,2623,167236,64,TERCER,FLORES NORTE,7
Julian Alvarez al 1500,217,563600,39170200,2597,180508,70,SEGUNDO,PALERMO,14
HUMAHUACA,188,850000,59075000,4521,314229,70,SEGUNDO,ALMAGRO,5
Av Gral Diaz Velez,550,1500000,96000000,2727,174545,64,SEGUNDO,CABALLITO,6
Cramer 4700,260,850000,57120000,3269,219692,67,SEGUNDO,SAAVEDRA,12
VENEZUELA 2500,1000,450000,28687500,450,28688,64,PRIMER,BALVANERA,3
Del Temple,120,265000,16960000,2208,141333,64,SEGUNDO,PARQUE CHAS,15
Ruiz De Los Llanos,180,210000,14112000,1167,78400,67,SEGUNDO,VERSALLES,10
Miraflores,420,220000,14784000,524,35200,67,SEGUNDO,PARQUE CHACABUCO,7
SOLIS,290,430000,28896000,1483,99641,67,SEGUNDO,CONSTITUCION,1
BESARES,323,1450000,100775000,4489,311997,70,SEGUNDO,NUÑEZ,13
"ALVAREZ, JULIAN",224,490000,31360000,2188,140000,64,SEGUNDO,VILLA CRESPO,15
Pedro Goyena,340,2800000,179200000,8235,527059,64,SEGUNDO,CABALLITO,6
Vera,1800,740000,47360000,411,26311,64,SEGUNDO,VILLA CRESPO,15
Nogoya 5900,160,190000,13205000,1188,82531,70,SEGUNDO,VILLA REAL,10
Juan B Justo,176,490000,32928000,2784,187091,67,SEGUNDO,FLORESTA,10
AV. EVA PERON,156,340000,22848000,2179,146462,67,SEGUNDO,PARQUE AVELLANEDA,9
A Vallejos,246,440000,30580000,1789,124309,70,SEGUNDO,VILLA PUEYRREDON,12
ZAPIOLA 1000,807,2400000,153000000,2974,189591,64,TERCER,COLEGIALES,13
Av J Ignacio Garmendia,202,259900,17465280,1287,86462,67,SEGUNDO,PATERNAL,15
ANDONAEGUI,140,345000,23184000,2464,165600,67,SEGUNDO,VILLA URQUIZA,12
CHICLANA,333,330000,22935000,992,68953,70,SEGUNDO,NUEVA POMPEYA,4
Yerbal,588,1400000,89600000,2381,152381,64,SEGUNDO,CABALLITO,6
Pacheco al 2000,168,800000,53760000,4762,320000,67,SEGUNDO,VILLA URQUIZA,12
Rivadavia,488,950000,66025000,1947,135297,70,SEGUNDO,FLORESTA,10
VELEZ SARSFIELD,400,800000,51200000,2000,128000,64,SEGUNDO,BARRACAS ESTE,4
PLAZA 1459,450,1295000,82556250,2878,183458,64,PRIMER,VILLA ORTUZAR,15
SAN ANTONIO 500,353,320000,20400000,906,57790,64,TERCER,BARRACAS ESTE,4
Esteban A Gascon,136,390000,26208000,2868,192706,67,SEGUNDO,ALMAGRO,5
Av. Escalada 4300,13200,5000000,347500000,379,26326,70,SEGUNDO,VILLA LUGANO,8
NAZCA,334,2300000,147200000,6886,440719,64,SEGUNDO,VILLA SANTA RITA,11
Fraga,150,390000,26208000,2600,174720,67,SEGUNDO,VILLA ORTUZAR,15
"Colombres 800, a 100m de Av. Independencia y Boedo",137,299000,19136000,2182,139679,64,SEGUNDO,BOEDO,5
Venezuela,1235,1300000,83200000,1053,67368,64,SEGUNDO,ALMAGRO,5
Catamarca,330,650000,41600000,1970,126061,64,SEGUNDO,BALVANERA,3
"JUSTO, JUAN B. 9000",232,235000,18800000,1013,81034,80,CUARTO,VERSALLES,10
Sarmiento al 3000,1000,1900000,127680000,1900,127680,67,SEGUNDO,BALVANERA,3
QUESADA,286,498000,33465600,1741,117013,67,SEGUNDO,VILLA URQUIZA,12
ARIAS 3200,147,240000,19200000,1633,130612,80,CUARTO,SAAVEDRA,12
Estados Unidos al 2400,104,220000,15290000,2115,147019,70,SEGUNDO,SAN CRISTOBAL,3
Hortiguera al 1900,1200,450000,28800000,375,24000,64,SEGUNDO,PARQUE CHACABUCO,7
Venezuela,581,950000,63840000,1635,109880,67,SEGUNDO,MONTSERRAT,1
Paraguay 4600,204,1220000,81984000,5980,401882,67,SEGUNDO,PALERMO,14
Mercedes,271,490000,32928000,1808,121506,67,SEGUNDO,MONTE CASTRO,10
Enrique Ochoa,98,85000,5907500,867,60281,70,SEGUNDO,NUEVA POMPEYA,4
"ACOSTA, MARIANO 400",182,210000,16800000,1154,92308,80,CUARTO,FLORESTA,10
Salta y Finochietto,591,568000,38169600,961,64585,67,SEGUNDO,BARRACAS ESTE,4
Victor Hugo,131,170000,10880000,1298,83053,64,SEGUNDO,VILLA LURO,10
Avda. Belgrano,900,1300000,83200000,1444,92444,64,SEGUNDO,ALMAGRO,5
Jorge Newbery,823,450000,28800000,547,34994,64,SEGUNDO,CHACARITA,15
CAMPILLO,193,390000,24960000,2021,129326,64,SEGUNDO,PARQUE CHAS,15
Av Velez Sardfield 41,400,800000,55600000,2000,139000,70,SEGUNDO,PARQUE PATRICIOS,4
Pergamino y Av. Juan Bautista Alberdi,165,350000,23520000,2121,142545,67,SEGUNDO,FLORESTA,10
Campana,242,300000,19200000,1240,79339,64,SEGUNDO,VILLA SANTA RITA,11
Santos Dumont,285,790000,50560000,2772,177404,64,SEGUNDO,CHACARITA,15
HELGUERA 3500,285,420000,26775000,1474,93947,64,TERCER,AGRONOMIA,15
L Lugones,292,350000,24325000,1199,83305,70,SEGUNDO,SAAVEDRA,12
ARAOZ 1100,220,793000,50553750,3604,229790,64,TERCER,VILLA CRESPO,15
SAN PEDRITO 1180,283,220000,14784000,777,52240,67,SEGUNDO,FLORES SUR,7
Tte: Gral Juan Domingo Perón,211,450000,28800000,2133,136493,64,SEGUNDO,ALMAGRO,5
Castillo 1156/54/50,1102,2590000,165760000,2350,150417,64,SEGUNDO,VILLA CRESPO,15
"CALVO, CARLOS 2500",159,230000,14662500,1446,92217,64,TERCER,SAN CRISTOBAL,3
OLLEROS 3700,307,750000,52125000,2443,169788,70,SEGUNDO,CHACARITA,15
Dean Funes al 2000,460,500000,34750000,1087,75543,70,SEGUNDO,PARQUE PATRICIOS,4
"JUSTO, JUAN B. AVDA 5500",254,499000,33532800,1965,132019,67,SEGUNDO,VILLA SANTA RITA,11
DEAN FUNES 500,249,310000,24800000,1245,99598,80,CUARTO,BALVANERA,3
Los Patos al 3200,191,350000,24325000,1832,127356,70,SEGUNDO,PARQUE PATRICIOS,4
CONGRESO,150,440000,28160000,2933,187733,64,SEGUNDO,NUÑEZ,13
Mariano Acha,289,420000,26880000,1453,93010,64,SEGUNDO,SAAVEDRA,12
Malvinas Argentinas al al 100,246,1280000,88960000,5203,361626,70,SEGUNDO,CABALLITO,6
QUILMES 400,790,900000,57375000,1139,72627,64,PRIMER,NUEVA POMPEYA,4
Belen,546,595000,38080000,1090,69744,64,SEGUNDO,FLORESTA,10
Juan Bautista Alberdi 4200,470,799900,53753280,1702,114369,67,SEGUNDO,VELEZ SARSFIELD,10
Jose M Piran,255,400000,27800000,1569,109020,70,SEGUNDO,VILLA URQUIZA,12
VENEZUELA 2000,579,1350000,86062500,2332,148640,64,PRIMER,BALVANERA,3
San Blas,155,236000,15104000,1523,97445,64,SEGUNDO,VILLA GRAL. MITRE,11
Gral Juan Lavalle,130,930000,59520000,7154,457846,64,SEGUNDO,ALMAGRO,5
Av. Gaona,284,895000,62202500,3151,219023,70,SEGUNDO,VILLA GRAL. MITRE,11
Suarez,700,450000,30240000,643,43200,67,SEGUNDO,BOCA,4
SCALABRINI ORTIZ RAUL,313,2500000,160000000,7987,511182,64,SEGUNDO,VILLA CRESPO,15
Achával,175,385000,25872000,2200,147840,67,SEGUNDO,CABALLITO,6
Primera Junta,135,150000,10080000,1111,74667,67,SEGUNDO,PARQUE AVELLANEDA,9
LUNA,400,650000,41600000,1625,104000,64,SEGUNDO,PARQUE PATRICIOS,4
"ARREDONDO, Virrey 2634",203,1050000,66937500,5172,329741,64,PRIMER,COLEGIALES,13
ESCALADA 1600,1057,1650000,105187500,1561,99515,64,PRIMER,MATADEROS,9
CORRIENTES 3900,593,2700000,172125000,4553,290261,64,TERCER,ALMAGRO,5
Mariano Acosta al 400,171,199000,13830500,1164,80880,70,SEGUNDO,FLORESTA,10
Olavarria,218,230000,15985000,1055,73326,70,SEGUNDO,BOCA,4
"DEL CARRIL, SALVADOR M. AVDA.",600,950000,66025000,1583,110042,70,SEGUNDO,FLORESTA,10
OLLEROS 2400,238,1450000,92437500,6092,388393,64,PRIMER,PALERMO,14
PRINGLES,155,600000,40320000,3871,260129,67,SEGUNDO,VILLA CRESPO,15
Ricardo Gutierrez,240,290000,20155000,1208,83979,70,SEGUNDO,VILLA CRESPO,15
Manuela Pedraza,284,975000,62400000,3433,219718,64,SEGUNDO,NUÑEZ,13
CORDOBA,472,1500000,100800000,3178,213559,67,SEGUNDO,CHACARITA,15
Saavedra 1100,157,349000,24255500,2223,154494,70,SEGUNDO,SAN CRISTOBAL,3
Aristobulo Del Valle,671,750000,48000000,1118,71535,64,SEGUNDO,BOCA,4
Mariano Acosta,250,250000,16000000,1000,64000,64,SEGUNDO,PARQUE AVELLANEDA,9
DE LOS CONSTITUYENTES 3600,252,590000,37612500,2341,149256,64,PRIMER,PARQUE CHAS,15
SANCHEZ DE BUSTAMANTE 200,348,590000,37612500,1695,108082,64,PRIMER,ALMAGRO,5
Gral Urquiza,322,880000,59136000,2733,183652,67,SEGUNDO,SAN CRISTOBAL,3
SARMIENTO,552,2400000,153600000,4348,278261,64,SEGUNDO,SAN NICOLAS,1
Alcaraz,300,279000,18748800,930,62496,67,SEGUNDO,VILLA LURO,10
Ceretti,225,515000,35792500,2289,159078,70,SEGUNDO,VILLA URQUIZA,12
Carlos Antonio Lopez,441,750000,48000000,1701,108844,64,SEGUNDO,VILLA DEVOTO NORTE,11
Belgrano al 4100,765,1500000,100800000,1961,131765,67,SEGUNDO,ALMAGRO,5
GALICIA,662,275000,17600000,415,26586,64,SEGUNDO,VILLA SANTA RITA,11
CORRALES,150,138000,9591000,920,63940,70,SEGUNDO,VILLA RIACHUELO,8
Cnel Brandsen,250,350000,24325000,1400,97300,70,SEGUNDO,BOCA,4
