DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
"SEGUI, JUAN FRANCISCO 322",638,1800000,114750000,2821,179859,64,PRIMER,CABALLITO,6
Terrero 900,113,360000,24192000,3186,214088,67,SEGUNDO,FLORES NORTE,7
Suarez,363,175000,12162500,482,33506,70,SEGUNDO,BOCA,4
MURGUIONDO 100,433,780000,49725000,1801,114838,64,PRIMER,LINIERS,9
MATHEU 900,362,680000,45696000,1878,126232,67,SEGUNDO,SAN CRISTOBAL,3
CARACAS al 1000,519,340000,23630000,655,45530,70,SEGUNDO,FLORES NORTE,7
INDEPENDENCIA,460,2400000,153600000,5217,333913,64,SEGUNDO,SAN CRISTOBAL,3
Adolfo Alsina,2415,1850000,128575000,766,53240,70,SEGUNDO,BALVANERA,3
SAENZ 724,271,650000,41437500,2399,152906,64,PRIMER,NUEVA POMPEYA,4
Lugones 2425,233,400000,26880000,1717,115365,67,SEGUNDO,VILLA URQUIZA,12
Bertres,414,600000,41700000,1449,100725,70,SEGUNDO,CABALLITO,6
Famatina,195,310000,19840000,1590,101744,64,SEGUNDO,PARQUE PATRICIOS,4
"TRELLES, MANUEL R.",315,390000,24960000,1238,79238,64,SEGUNDO,VILLA GRAL. MITRE,11
OLAYA,90,250000,16000000,2778,177778,64,SEGUNDO,VILLA CRESPO,15
Serrano,11350,7000000,486500000,617,42863,70,SEGUNDO,VILLA CRESPO,15
Quesada 3000,225,770000,51744000,3422,229973,67,SEGUNDO,NUÑEZ,13
San Juan Av.,7185,13000000,903500000,1809,125748,70,SEGUNDO,BOEDO,5
Deheza,364,410000,27552000,1126,75692,67,SEGUNDO,SAAVEDRA,12
ARCOS 2300,2158,1600000,102000000,741,47266,64,PRIMER,BELGRANO,13
MALVINAS ARGENTINAS 100,246,1280000,81600000,5203,331707,64,PRIMER,CABALLITO,6
Nuñez,100,249000,15936000,2490,159360,64,SEGUNDO,SAAVEDRA,12
Tres Arroyos,310,730000,50735000,2355,163661,70,SEGUNDO,VILLA SANTA RITA,11
Chorroarin 109 -,378,869000,60395500,2299,159776,70,SEGUNDO,AGRONOMIA,15
Llavallol,390,290000,20155000,744,51679,70,SEGUNDO,VILLA DEVOTO NORTE,11
SUAREZ 3600,179,149000,11920000,832,66592,80,CUARTO,PARQUE PATRICIOS,4
ZINNY 1400,75,110000,7012500,1467,93500,64,PRIMER,PARQUE AVELLANEDA,9
GALICIA,128,240000,15360000,1875,120000,64,SEGUNDO,VILLA GRAL. MITRE,11
Niceto Vega 5800,217,1650000,114675000,7604,528456,70,SEGUNDO,PALERMO,14
José Pedro Varela,216,250000,17375000,1157,80440,70,SEGUNDO,VILLA DEVOTO SUR,11
"LA PLATA, AVDA.",57,135000,9072000,2368,159158,67,SEGUNDO,PARQUE CHACABUCO,7
CHICLANA,332,330000,21120000,994,63614,64,SEGUNDO,NUEVA POMPEYA,4
Mexico,152,300000,20850000,1974,137171,70,SEGUNDO,ALMAGRO,5
Gutemberg,338,620000,43090000,1834,127485,70,SEGUNDO,VILLA DEVOTO NORTE,11
Martin I De Loyola,296,1100000,70400000,3716,237838,64,SEGUNDO,VILLA CRESPO,15
Asuncion,355,400000,25600000,1127,72113,64,SEGUNDO,VILLA DEVOTO SUR,11
ALBERDI AV.,418,750000,48000000,1794,114833,64,SEGUNDO,MATADEROS,9
Av San Pedrito,328,240000,16680000,732,50854,70,SEGUNDO,FLORES SUR,7
RIVERA INDARTE 100,268,740000,49728000,2761,185552,67,SEGUNDO,FLORES NORTE,7
Escalada de San Martin 631,264,800000,51200000,3030,193939,64,SEGUNDO,VILLA CRESPO,15
PASCO,141,310000,21545000,2199,152801,70,SEGUNDO,BALVANERA,3
Nogoya 5900,160,190000,13205000,1188,82531,70,SEGUNDO,VILLA REAL,10
Tucuman 3200,1470,3600000,230400000,2449,156735,64,SEGUNDO,BALVANERA,3
Concordia,693,1250000,80000000,1804,115440,64,SEGUNDO,VILLA SANTA RITA,11
JOSE MARTI,210,190000,13205000,905,62881,70,SEGUNDO,VILLA CRESPO,15
Saraza,242,220000,14080000,909,58182,64,SEGUNDO,PARQUE CHACABUCO,7
Sanabria,291,470000,31584000,1615,108536,67,SEGUNDO,MONTE CASTRO,10
VIDAL 2100,1100,890000,56737500,809,51580,64,TERCER,BELGRANO,13
SAN IGNACIO 3600,225,580000,36975000,2578,164333,64,PRIMER,BOEDO,5
Grito de Asencio e Iguazú,314,180000,12096000,573,38522,67,SEGUNDO,PARQUE PATRICIOS,4
Jose E Colombres,375,355000,23856000,947,63616,67,SEGUNDO,BOEDO,5
BOYACA 1300,238,320000,20480000,1345,86050,64,SEGUNDO,VILLA GRAL. MITRE,11
GAVILAN 4600,987,5000000,400000000,5066,405268,80,CUARTO,VILLA PUEYRREDON,12
Arregui al 2600,260,300000,20850000,1154,80192,70,SEGUNDO,VILLA DEL PARQUE,11
VIAMONTE 600,650,1250000,79687500,1923,122596,64,TERCER,SAN NICOLAS,1
SAN BLAS,373,520000,34944000,1394,93684,67,SEGUNDO,VELEZ SARSFIELD,10
Bolivar al 900,330,500000,34750000,1515,105303,70,SEGUNDO,SAN TELMO,1
Hernandarias 1300,322,389000,24896000,1208,77317,64,SEGUNDO,BOCA,4
VENEZUELA 3300,400,900000,57375000,2250,143438,64,PRIMER,BALVANERA,3
DE LOS CONSTITUYENTES,650,1200000,76800000,1846,118154,64,SEGUNDO,VILLA URQUIZA,12
LA CORDILLERA 1128,160,190000,15200000,1188,95000,80,CUARTO,PARQUE AVELLANEDA,9
"CALVO, CARLOS 2580",159,220000,14025000,1384,88208,64,PRIMER,SAN CRISTOBAL,3
ARCOS 4600,206,480000,38400000,2330,186408,80,CUARTO,NUÑEZ,13
24 de Noviembre,876,1500000,104250000,1712,119007,70,SEGUNDO,BALVANERA,3
DON BOSCO,174,430000,27520000,2471,158161,64,SEGUNDO,ALMAGRO,5
1100,279,264900,16953600,949,60766,64,SEGUNDO,CONSTITUCION,1
CAFAYATE 800,152,157000,12560000,1033,82632,80,CUARTO,LINIERS,9
Marcos Paz al 1800,253,399900,27793050,1581,109854,70,SEGUNDO,MONTE CASTRO,10
Concordia,510,390000,24960000,765,48941,64,SEGUNDO,VILLA SANTA RITA,11
"FIGUEROA, APOLINARIO, CNEL. al 200",294,479000,30656000,1629,104272,64,SEGUNDO,VILLA CRESPO,15
"RODRIGUEZ, MANUEL A., GRAL 1100",300,700000,44625000,2333,148750,64,PRIMER,CABALLITO,6
DEAN FUNES,188,255000,16320000,1356,86809,64,SEGUNDO,PARQUE PATRICIOS,4
Brasil,178,230000,14720000,1292,82697,64,SEGUNDO,PARQUE PATRICIOS,4
Gibson,350,260000,18070000,743,51629,70,SEGUNDO,BOEDO,5
"JUSTO, JUAN B. AVDA 5500",254,499000,33532800,1965,132019,67,SEGUNDO,VILLA SANTA RITA,11
"TRELLES, MANUEL R. 1200",437,480000,30600000,1098,70023,64,PRIMER,VILLA GRAL. MITRE,11
Gorriti al 6000,406,3300000,229350000,8128,564901,70,SEGUNDO,PALERMO,14
Alberdi,202,390000,27105000,1931,134183,70,SEGUNDO,VILLA LURO,10
Av Patricios,2300,1400000,97300000,609,42304,70,SEGUNDO,BARRACAS ESTE,4
OLAVARRIA,977,1100000,70400000,1126,72057,64,SEGUNDO,BOCA,4
Dr S Segurola,770,2000000,139000000,2598,180576,70,SEGUNDO,MONTE CASTRO,10
Gral M De Escalada,450,450000,28800000,1000,64000,64,SEGUNDO,PARQUE AVELLANEDA,9
ARTIGAS MANUEL de 6600,239,325000,20718750,1360,86689,64,TERCER,MATADEROS,9
CORDOBA 5600,6600,6500000,520000000,985,78788,80,CUARTO,CHACARITA,15
Tamborinii,203,180000,11520000,887,56749,64,SEGUNDO,VILLA URQUIZA,12
VERA,146,580000,40310000,3973,276096,70,SEGUNDO,VILLA CRESPO,15
Vuelta De Obligado,300,1050000,70560000,3500,235200,67,SEGUNDO,NUÑEZ,13
Juan Agustin Garcia,487,560000,37632000,1150,77273,67,SEGUNDO,MONTE CASTRO,10
PRINGLES,240,900000,60480000,3750,252000,67,SEGUNDO,ALMAGRO,5
CACHIMAYO,173,120000,8340000,694,48208,70,SEGUNDO,PARQUE CHACABUCO,7
Av Alvarez Jonte,188,580000,37120000,3085,197447,64,SEGUNDO,VILLA DEL PARQUE,11
Gral Jose Avalos,167,375000,25200000,2246,150898,67,SEGUNDO,PARQUE CHAS,15
Paysandú 1800,128,399000,25536000,3117,199500,64,SEGUNDO,PATERNAL,15
HUMBERTO 1° 2900,172,209000,16720000,1215,97209,80,CUARTO,SAN CRISTOBAL,3
Franklyn al 1700,449,1450000,92800000,3229,206682,64,SEGUNDO,FLORES NORTE,7
Olazabal 4800,1905,7500000,504000000,3937,264567,67,SEGUNDO,VILLA URQUIZA,12
Tucuman,1471,3600000,230400000,2447,156628,64,SEGUNDO,BALVANERA,3
"LA PLATA, AVDA.",57,135000,8640000,2368,151579,64,SEGUNDO,PARQUE CHACABUCO,7
Lascano,350,350000,22400000,1000,64000,64,SEGUNDO,VERSALLES,10
Av A Alvarez Jonte 4171/77,395,500000,32000000,1267,81074,64,SEGUNDO,MONTE CASTRO,10
Chajari,162,228000,14592000,1407,90074,64,SEGUNDO,SAAVEDRA,12
Famatina,340,215000,14942500,632,43949,70,SEGUNDO,PARQUE PATRICIOS,4
Gabriela Mistral 2900,357,445000,30927500,1246,86632,70,SEGUNDO,VILLA PUEYRREDON,12
CONGRESO,1186,7900000,505600000,6661,426307,64,SEGUNDO,VILLA URQUIZA,12
BAHIA BLANCA al 2300,380,490000,31360000,1289,82526,64,SEGUNDO,MONTE CASTRO,10
Virrey Cevallos,605,700000,48650000,1157,80413,70,SEGUNDO,CONSTITUCION,1
MARTIN PESCADOR,150,297000,19008000,1980,126720,64,SEGUNDO,VILLA DEL PARQUE,11
