,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
7480,Sarmiento al 700,594,2300000,154560000,3872,260202,67,SEGUNDO,SAN NICOLAS,1
9439,GRAL PAZ,287,290000,19488000,1010,67902,67,SEGUNDO,VILLA REAL,10
6328,24 de Noviembre 1541,1069,1800000,125100000,1684,117025,70,SEGUNDO,SAN CRISTOBAL,3
9951,ESPINOSA 3100,194,315000,20081250,1624,103512,64,TERCER,PATERNAL,15
9459,Av Gaona,300,820000,55104000,2733,183680,67,SEGUNDO,VILLA SANTA RITA,11
3630,Rondeau,185,320000,20480000,1730,110703,64,SEGUNDO,BOEDO,5
3637,Castañon 1300,270,198000,12672000,733,46933,64,SEGUNDO,FLORES SUR,7
2164,Av. Congreso,149,598000,38272000,4013,256859,64,SEGUNDO,COGHLAN,12
3809,Jose A Miralla,398,259000,16576000,651,41648,64,SEGUNDO,MATADEROS,9
5187,CONSTITUYENTES,252,590000,41005000,2341,162718,70,SEGUNDO,AGRONOMIA,15
2928,Araoz,259,875000,56000000,3378,216216,64,SEGUNDO,VILLA CRESPO,15
1342,"LAFERRERE, GREGORIO DE",484,550000,35200000,1136,72727,64,SEGUNDO,FLORES SUR,7
5689,Cochabamba 4200,560,300000,20850000,536,37232,70,SEGUNDO,BOEDO,5
6085,Av Alberdi,260,460000,31970000,1769,122962,70,SEGUNDO,VELEZ SARSFIELD,10
147,GODOY CRUZ 1800,251,595000,47600000,2370,189641,80,CUARTO,PALERMO,14
7277,Jujuy al 600,621,1600000,107520000,2576,173140,67,SEGUNDO,BALVANERA,3
5364,Jose Maria Moreno,130,310000,21545000,2385,165731,70,SEGUNDO,PARQUE CHACABUCO,7
4454,Granaderos al 700,369,600000,38400000,1626,104065,64,SEGUNDO,FLORES NORTE,7
6127,"LAMARCA, EMILIO 1800",311,510000,35445000,1640,113971,70,SEGUNDO,VILLA SANTA RITA,11
2327,GUATEMALA,72,590000,37760000,8194,524444,64,SEGUNDO,PALERMO,14
6574,CAMPANA al 2300,218,299000,20780500,1372,95323,70,SEGUNDO,VILLA DEL PARQUE,11
10286,CURAPALIGUE 400,141,638000,40672500,4525,288457,64,TERCER,FLORES NORTE,7
7269,Hipolito Irigoyen,278,450000,30240000,1619,108777,67,SEGUNDO,BALVANERA,3
1911,Salta al 300,202,349000,22336000,1728,110574,64,SEGUNDO,MONTSERRAT,1
5125,Niceto Vega 5600,433,1500000,104250000,3464,240762,70,SEGUNDO,PALERMO,14
1891,SAN JOSE,257,300000,19200000,1167,74708,64,SEGUNDO,CONSTITUCION,1
6654,CHORROARIN,325,550000,38225000,1692,117615,70,SEGUNDO,VILLA ORTUZAR,15
7638,Crisologo Larralde al 2200,216,730000,49056000,3380,227111,67,SEGUNDO,NUÑEZ,13
6114,Terrero,155,320000,22240000,2065,143484,70,SEGUNDO,VILLA GRAL. MITRE,11
1622,Av Corrientes,593,2700000,172800000,4553,291400,64,SEGUNDO,ALMAGRO,5
1025,TEJEDOR 500,446,740000,47175000,1659,105774,64,PRIMER,PARQUE CHACABUCO,7
3663,Laferrere,462,279900,17913600,606,38774,64,SEGUNDO,FLORES SUR,7
7113,Murguiondo al 4300. Entre Sayos y Jose P Torcuato*,474,600000,41700000,1266,87975,70,SEGUNDO,VILLA LUGANO,8
1640,DIAZ VELEZ 4100,207,850000,54400000,4106,262802,64,SEGUNDO,ALMAGRO,5
7865,Avellaneda,145,420000,28224000,2897,194648,67,SEGUNDO,CABALLITO,6
4534,J Salguero,652,730000,50735000,1120,77814,70,SEGUNDO,ALMAGRO,5
8089,ALMIRANTE JUAN FRANCISCO SEGUI,321,390000,26208000,1215,81645,67,SEGUNDO,PATERNAL,15
7850,ARANGUREN JUAN F. DR.,152,400000,26880000,2632,176842,67,SEGUNDO,CABALLITO,6
863,CORDOBA,1200,990000,63360000,825,52800,64,SEGUNDO,PALERMO,14
2821,BESARES 3200,375,480000,30720000,1280,81920,64,SEGUNDO,SAAVEDRA,12
8930,Av Alberdi,536,800000,53760000,1493,100299,67,SEGUNDO,FLORESTA,10
8096,Av. San Martin,240,640000,43008000,2667,179200,67,SEGUNDO,PATERNAL,15
1924,Venezuela,581,950000,60800000,1635,104647,64,SEGUNDO,MONTSERRAT,1
