DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Gavilan,355,490000,32928000,1380,92755,67,SEGUNDO,FLORES NORTE,7
CHORROARIN,1675,690000,44160000,412,26364,64,SEGUNDO,PATERNAL,15
CHICLANA 3200,257,1100000,70125000,4280,272860,64,TERCER,PARQUE PATRICIOS,4
"MITRE, BARTOLOME 848",328,1180000,94400000,3598,287805,80,CUARTO,SAN NICOLAS,1
Superi,245,900000,57600000,3673,235102,64,SEGUNDO,COGHLAN,12
Guardia Nacional,323,340000,22848000,1053,70737,67,SEGUNDO,MATADEROS,9
Desaguadero,330,550000,36960000,1667,112000,67,SEGUNDO,VILLA DEVOTO SUR,11
Ferre,299,190000,12768000,635,42702,67,SEGUNDO,VILLA RIACHUELO,8
"ACUÑA DE FIGUEROA, FRANCISCO 1000",825,450000,28687500,546,34773,64,TERCER,ALMAGRO,5
Zapiola,150,380000,25536000,2533,170240,67,SEGUNDO,SAAVEDRA,12
ZARRAGA 3800,258,800000,51200000,3101,198450,64,SEGUNDO,VILLA ORTUZAR,15
Conde al 1500,209,1100000,73920000,5263,353684,67,SEGUNDO,COLEGIALES,13
Thames,276,600000,41700000,2174,151087,70,SEGUNDO,VILLA CRESPO,15
O'Higgins,433,1500000,104250000,3464,240762,70,SEGUNDO,BELGRANO,13
ANDONAEGUI,256,480000,30720000,1875,120000,64,SEGUNDO,PARQUE CHAS,15
Arregui al 2400,104,285000,18240000,2740,175385,64,SEGUNDO,VILLA DEL PARQUE,11
Curapaligue,1200,850000,57120000,708,47600,67,SEGUNDO,FLORES SUR,7
GUARDIA VIEJA al 3600,229,700000,44800000,3057,195633,64,SEGUNDO,ALMAGRO,5
Solano Lopez,371,360000,24192000,970,65208,67,SEGUNDO,AGRONOMIA,15
"ALBERDI, JUAN BAUTISTA 3200",258,990000,63112500,3837,244622,64,PRIMER,FLORES NORTE,7
Av. Directorio al 3700,371,580000,37120000,1563,100054,64,SEGUNDO,PARQUE AVELLANEDA,9
Dr L Belaustegui,531,680000,43520000,1281,81954,64,SEGUNDO,VELEZ SARSFIELD,10
"LAFERRERE, GREGORIO de 2300",150,480000,30600000,3200,204000,64,TERCER,FLORES SUR,7
BELGRANO 3900,1000,1400000,89250000,1400,89250,64,PRIMER,ALMAGRO,5
Montiel,450,300000,20160000,667,44800,67,SEGUNDO,MATADEROS,9
Av. Gaona al 1800,790,2500000,173750000,3165,219937,70,SEGUNDO,CABALLITO,6
Av Gdor E Castro,168,390000,27105000,2321,161339,70,SEGUNDO,VILLA LURO,10
"PUEYRREDON, HONORIO, DR.",73,738000,47232000,10110,647014,64,SEGUNDO,CABALLITO,6
CARABOBO 600,828,730000,46537500,882,56205,64,PRIMER,FLORES SUR,7
Manuel B Gallardo,2148,1300000,87360000,605,40670,67,SEGUNDO,VERSALLES,10
Dolores,216,360000,23040000,1667,106667,64,SEGUNDO,FLORESTA,10
Tomas A. Le Breton,278,730000,46720000,2626,168058,64,SEGUNDO,VILLA URQUIZA,12
Capitán Ramón Freire,547,1350000,90720000,2468,165850,67,SEGUNDO,BELGRANO,13
Arregui,196,345000,23184000,1760,118286,67,SEGUNDO,VILLA DEL PARQUE,11
Baradero,328,350000,23520000,1067,71707,67,SEGUNDO,FLORESTA,10
"LARRALDE, CRISOLOGO",366,800000,51200000,2186,139891,64,SEGUNDO,SAAVEDRA,12
