DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Niceto Vega 5600,433,1500000,96000000,3464,221709,64,SEGUNDO,PALERMO,14
Zuviria,433,330000,21120000,762,48776,64,SEGUNDO,FLORES SUR,7
Arribeños y Manzanares,114,1050000,67200000,9211,589474,64,SEGUNDO,NUÑEZ,13
Inclan al 2700,165,220000,15290000,1333,92667,70,SEGUNDO,PARQUE PATRICIOS,4
"PERON, JUAN DOMINGO, TTE.",237,703000,44992000,2966,189840,64,SEGUNDO,SAN NICOLAS,1
Arregui al 2600,260,300000,20160000,1154,77538,67,SEGUNDO,VILLA DEL PARQUE,11
Dr Pedro Ignacio Rivera,125,530000,35616000,4240,284928,67,SEGUNDO,VILLA URQUIZA,12
PUERTO DE PALOS al 200,255,340000,21760000,1333,85333,64,SEGUNDO,BOCA,4
Concordia,693,1250000,80000000,1804,115440,64,SEGUNDO,VILLA SANTA RITA,11
CATAMARCA al 400,266,570000,38304000,2143,144000,67,SEGUNDO,BALVANERA,3
CHASCOMUS 4700,60,140000,11200000,2333,186667,80,CUARTO,PARQUE AVELLANEDA,9
Andalgala al 1000,373,378000,25401600,1013,68101,67,SEGUNDO,LINIERS,9
Boulogne Sur Mer,865,2500000,160000000,2890,184971,64,SEGUNDO,BALVANERA,3
LLERENA,468,760000,51072000,1624,109128,67,SEGUNDO,PARQUE CHAS,15
Camarones,534,590000,41005000,1105,76788,70,SEGUNDO,VILLA GRAL. MITRE,11
Lavallol,300,230000,14720000,767,49067,64,SEGUNDO,VILLA SANTA RITA,11
CORDOBA,226,1500000,96000000,6637,424779,64,SEGUNDO,VILLA CRESPO,15
TINOGASTA 2700,211,620000,43090000,2938,204218,70,SEGUNDO,AGRONOMIA,15
Juan Bautista Alberdi 2700,298,800000,55600000,2685,186577,70,SEGUNDO,FLORES NORTE,7
Av. Balbin y Blanco Encalada,255,1500000,104250000,5882,408824,70,SEGUNDO,BELGRANO,13
Cnel J Terrada,374,435000,27840000,1163,74439,64,SEGUNDO,VILLA PUEYRREDON,12
Montañeses,247,1200000,76800000,4858,310931,64,SEGUNDO,BELGRANO,13
BRASIL 1400,700,650000,41437500,929,59196,64,TERCER,CONSTITUCION,1
NEUQUEN,234,645000,44827500,2756,191571,70,SEGUNDO,FLORES NORTE,7
Crisologo Larralde al 3100,147,410000,27552000,2789,187429,67,SEGUNDO,SAAVEDRA,12
MOM 2742/2754,364,135000,9382500,371,25776,70,SEGUNDO,NUEVA POMPEYA,4
F De Cespedes,152,410000,26240000,2697,172632,64,SEGUNDO,CHACARITA,15
CACHI 1200,196,85000,5418750,434,27647,64,TERCER,NUEVA POMPEYA,4
Cochabamba,2418,1490000,100128000,616,41409,67,SEGUNDO,SAN CRISTOBAL,3
Tres arroyos al 3000,252,325000,21840000,1290,86667,67,SEGUNDO,VILLA SANTA RITA,11
MUÑIZ 1000,419,1250000,79687500,2983,190185,64,TERCER,BOEDO,5
Mercedes,445,400000,26880000,899,60404,67,SEGUNDO,MONTE CASTRO,10
Huergo Ing. Av.,1302,6500000,416000000,4992,319508,64,SEGUNDO,PUERTO MADERO,1
Camacua,378,700000,47040000,1852,124444,67,SEGUNDO,FLORES NORTE,7
IBARROLA,444,900000,57600000,2027,129730,64,SEGUNDO,LINIERS,9
Lugones 4400,259,375000,26062500,1448,100627,70,SEGUNDO,SAAVEDRA,12
SALTA 300,878,349000,22248750,398,25340,64,TERCER,MONTSERRAT,1
Billinghurst,277,1600000,111200000,5783,401952,70,SEGUNDO,RECOLETA,2
Av. Saenz,892,3100000,198400000,3477,222541,64,SEGUNDO,NUEVA POMPEYA,4
Montañeses,91,495000,33264000,5440,365538,67,SEGUNDO,NUÑEZ,13
Martinez Castro 500,179,320000,22240000,1788,124246,70,SEGUNDO,PARQUE AVELLANEDA,9
Cachi,153,135000,8640000,882,56471,64,SEGUNDO,NUEVA POMPEYA,4
Bauness al 1000,203,410000,26240000,2020,129261,64,SEGUNDO,PARQUE CHAS,15
Holmberg,225,1100000,73920000,4889,328533,67,SEGUNDO,VILLA ORTUZAR,15
Gral Jose G Artigas,368,570000,39615000,1549,107649,70,SEGUNDO,VILLA PUEYRREDON,12
Jose I Larraya,500,490000,31360000,980,62720,64,SEGUNDO,MATADEROS,9
PARAGUAY,205,1300000,83200000,6341,405854,64,SEGUNDO,PALERMO,14
Moreno y Virrey Liniers,1376,1429000,99315500,1039,72177,70,SEGUNDO,ALMAGRO,5
J Jufre,150,680000,45696000,4533,304640,67,SEGUNDO,VILLA CRESPO,15
Av. Gaona al 1800,790,2500000,168000000,3165,212658,67,SEGUNDO,CABALLITO,6
Serrano entre Ramirez de Velasco   y Aguirre,524,800000,53760000,1527,102595,67,SEGUNDO,VILLA CRESPO,15
Virrey del Pino,97,670000,45024000,6907,464165,67,SEGUNDO,BELGRANO,13
Terrero,289,360000,23040000,1246,79723,64,SEGUNDO,VILLA GRAL. MITRE,11
Chorroarin 109 -,378,869000,60395500,2299,159776,70,SEGUNDO,AGRONOMIA,15
Miñones,377,800000,51200000,2122,135809,64,SEGUNDO,BELGRANO,13
Palestina,190,650000,41600000,3421,218947,64,SEGUNDO,PALERMO,14
CRAMER 300,288,280000,17850000,972,61979,64,TERCER,PALERMO,14
"ALBERDI, JUAN BAUTISTA 3134",411,720000,45900000,1752,111679,64,PRIMER,FLORES NORTE,7
Costa Rica,400,1200000,83400000,3000,208500,70,SEGUNDO,PALERMO,14
Conde,393,820000,52480000,2087,133537,64,SEGUNDO,BELGRANO,13
AV. JUJUY,158,660000,44352000,4177,280709,67,SEGUNDO,BALVANERA,3
BAHIA BLANCA 1300,1231,1800000,114750000,1462,93217,64,TERCER,FLORESTA,10
CORRIENTES,286,900000,60480000,3147,211469,67,SEGUNDO,CHACARITA,15
Soler,355,1400000,94080000,3944,265014,67,SEGUNDO,PALERMO,14
Belgrano,170,880000,56320000,5176,331294,64,SEGUNDO,BELGRANO,13
Cochabamba,202,370000,25715000,1832,127302,70,SEGUNDO,SAN CRISTOBAL,3
Lavalleja,155,520000,34944000,3355,225445,67,SEGUNDO,VILLA CRESPO,15
Gral Mariano Necochea,237,140000,9408000,591,39696,67,SEGUNDO,BOCA,4
SANABRIA 900,164,220000,17600000,1342,107317,80,CUARTO,FLORESTA,10
ZARRAGA,430,980000,68110000,2279,158395,70,SEGUNDO,VILLA ORTUZAR,15
URIBURU,109,770000,49280000,7080,453149,64,SEGUNDO,RECOLETA,2
Av Cordoba,189,700000,44800000,3704,237037,64,SEGUNDO,CHACARITA,15
"IRIGOYEN, BERNARDO DE 1500",934,920000,73600000,985,78801,80,CUARTO,CONSTITUCION,1
Primera Junta,135,150000,10425000,1111,77222,70,SEGUNDO,PARQUE AVELLANEDA,9
Avenida Gaona,384,1350000,86400000,3516,225000,64,SEGUNDO,VILLA GRAL. MITRE,11
