DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
HELGUERA 3525,152,420000,26775000,2763,176151,64,PRIMER,AGRONOMIA,15
Neuquen y rojas,250,700000,48650000,2800,194600,70,SEGUNDO,CABALLITO,6
CESPEDES 3800,234,380000,26410000,1624,112863,70,SEGUNDO,CHACARITA,15
AVALOS,286,390000,24960000,1364,87273,64,SEGUNDO,PARQUE CHAS,15
F De Cespedes,152,410000,28495000,2697,187467,70,SEGUNDO,CHACARITA,15
CAFAYATE,225,250000,16000000,1111,71111,64,SEGUNDO,LINIERS,9
JUAN B JUSTO al 9000,232,300000,19200000,1293,82759,64,SEGUNDO,VERSALLES,10
Av Nazca,328,1100000,76450000,3354,233079,70,SEGUNDO,VILLA SANTA RITA,11
Aráoz al 1200,269,1240000,86180000,4610,320372,70,SEGUNDO,PALERMO,14
VELASCO 1000,576,690000,44160000,1198,76667,64,SEGUNDO,VILLA CRESPO,15
CORDOBA 6400,294,1360000,86700000,4626,294898,64,PRIMER,CHACARITA,15
belgrano al 3900,750,1280000,86016000,1707,114688,67,SEGUNDO,ALMAGRO,5
EL SALVADOR 5816,250,550000,44000000,2200,176000,80,CUARTO,PALERMO,14
ECHEVERRIA 2800,825,5900000,376125000,7152,455909,64,PRIMER,BELGRANO,13
Las Casas,160,245000,17027500,1531,106422,70,SEGUNDO,BOEDO,5
Juan B. Ambrosetti  800,223,700000,44800000,3139,200897,64,SEGUNDO,CABALLITO,6
COMBATE DE LOS POZOS al 1500,255,295000,19824000,1157,77741,67,SEGUNDO,SAN CRISTOBAL,3
carabobo,900,800000,53760000,889,59733,67,SEGUNDO,PARQUE CHACABUCO,7
MARTINEZ ROSAS 1300,97,205000,16400000,2113,169072,80,CUARTO,VILLA CRESPO,15
Baigorria 3500,154,280000,19460000,1818,126364,70,SEGUNDO,VILLA DEL PARQUE,11
BALLIVIAN,245,430000,27520000,1755,112327,64,SEGUNDO,VILLA ORTUZAR,15
MADRID 6793,231,185000,14800000,801,64069,80,CUARTO,VERSALLES,10
Av C Forest,198,900000,62550000,4545,315909,70,SEGUNDO,VILLA ORTUZAR,15
Yapeyu,303,750000,52125000,2475,172030,70,SEGUNDO,ALMAGRO,5
Constitución 4000,308,690000,44160000,2240,143377,64,SEGUNDO,BOEDO,5
Virrey Loreto esq Alvarez Thomas,213,510000,35445000,2394,166408,70,SEGUNDO,CHACARITA,15
Malabia,181,600000,40320000,3315,222762,67,SEGUNDO,PALERMO,14
"NEWBERY, JORGE 4300",128,199000,15920000,1555,124375,80,CUARTO,CHACARITA,15
MENDOZA,262,1950000,124800000,7443,476336,64,SEGUNDO,BELGRANO,13
LAVALLEJA 900,155,450000,36000000,2903,232258,80,CUARTO,VILLA CRESPO,15
Rio de Janeiro 500,789,1900000,121600000,2408,154119,64,SEGUNDO,CABALLITO,6
Muñiz,302,1100000,76450000,3642,253146,70,SEGUNDO,ALMAGRO,5
3 de Febrero,156,1100000,70400000,7051,451282,64,SEGUNDO,BELGRANO,13
Eva Peron,600,630000,43785000,1050,72975,70,SEGUNDO,PARQUE AVELLANEDA,9
Jose M Morelos,101,350000,23520000,3465,232871,67,SEGUNDO,CABALLITO,6
Jose leon suarez,238,230000,15456000,966,64941,67,SEGUNDO,LINIERS,9
PICO,364,600000,38400000,1648,105495,64,SEGUNDO,SAAVEDRA,12
Jose Cubas 4814,168,320000,21504000,1905,128000,67,SEGUNDO,VILLA DEVOTO NORTE,11
"ALVAREZ, JULIAN",219,1280000,81920000,5845,374064,64,SEGUNDO,VILLA CRESPO,15
Av Castañares,450,190000,12160000,422,27022,64,SEGUNDO,VILLA LUGANO,8
Cramer 4700,260,790000,53088000,3038,204185,67,SEGUNDO,SAAVEDRA,12
AV CHORROARIN 700,353,620000,43090000,1756,122068,70,SEGUNDO,VILLA ORTUZAR,15
Tres Arroyos,310,730000,50735000,2355,163661,70,SEGUNDO,VILLA SANTA RITA,11
Trelles 2600,145,220000,14784000,1517,101959,67,SEGUNDO,PATERNAL,15
"TRELLES, MANUEL R.",315,450000,28800000,1429,91429,64,SEGUNDO,VILLA GRAL. MITRE,11
Ecuador,245,590000,37760000,2408,154122,64,SEGUNDO,BALVANERA,3
Sanchez de Loria,337,450000,31275000,1335,92804,70,SEGUNDO,BOEDO,5
Terrada,301,1400000,94080000,4651,312558,67,SEGUNDO,FLORES NORTE,7
BARTOLOME MITRE 4000,321,720000,50040000,2243,155888,70,SEGUNDO,ALMAGRO,5
Av Cobo,191,260000,17472000,1361,91476,67,SEGUNDO,PARQUE CHACABUCO,7
ESTADOS UNIDOS 1300,867,870000,55462500,1004,63971,64,TERCER,CONSTITUCION,1
PUERTO DE PALOS al 200,255,340000,23630000,1333,92667,70,SEGUNDO,BOCA,4
Humberto I,707,850000,54400000,1202,76945,64,SEGUNDO,CONSTITUCION,1
HUMBOLDT,186,780000,49920000,4194,268387,64,SEGUNDO,VILLA CRESPO,15
Zañartu al 1700,151,95000,6080000,629,40265,64,SEGUNDO,PARQUE CHACABUCO,7
JUNIN,260,1550000,99200000,5955,381128,64,SEGUNDO,RECOLETA,2
Sucre,112,690000,46368000,6161,414000,67,SEGUNDO,BELGRANO,13
GIBSON,347,260000,16640000,749,47954,64,SEGUNDO,BOEDO,5
ACHEGA,159,305000,19520000,1918,122767,64,SEGUNDO,VILLA URQUIZA,12
SANABRIA 900,164,220000,17600000,1342,107317,80,CUARTO,FLORESTA,10
TEJEDOR 800,244,240000,15300000,984,62705,64,TERCER,PARQUE CHACABUCO,7
Gualeguay 300,297,350000,23520000,1178,79192,67,SEGUNDO,BOCA,4
IDEAL CONSTRUCTORES,230,179000,12028800,778,52299,67,SEGUNDO,VILLA RIACHUELO,8
EMILIO LAMARCA,614,1450000,100775000,2362,164129,70,SEGUNDO,VILLA SANTA RITA,11
CACHIMAYO 900,338,899000,60412800,2660,178736,67,SEGUNDO,PARQUE CHACABUCO,7
Mexico,449,700000,48650000,1559,108352,70,SEGUNDO,BALVANERA,3
Av Larrazabal y Av Emilio Castro,507,495000,33264000,976,65609,67,SEGUNDO,MATADEROS,9
MATHEU 1600,322,320000,20400000,994,63354,64,TERCER,SAN CRISTOBAL,3
Av. Chiclana 2800,139,230000,15985000,1655,115000,70,SEGUNDO,SAN CRISTOBAL,3
MILLER,123,640000,40960000,5203,333008,64,SEGUNDO,VILLA URQUIZA,12
AVDA GRAL PAZ,229,170000,10880000,742,47511,64,SEGUNDO,MATADEROS,9
Gral Alvarez Condarco,472,650000,43680000,1377,92542,67,SEGUNDO,VILLA SANTA RITA,11
Constitucion,176,230000,15985000,1307,90824,70,SEGUNDO,SAN CRISTOBAL,3
Murillo,346,1000000,69500000,2890,200867,70,SEGUNDO,VILLA CRESPO,15
"EINSTEIN, ALBERTO 700",300,200000,12750000,667,42500,64,PRIMER,NUEVA POMPEYA,4
Mercedes,271,490000,31360000,1808,115720,64,SEGUNDO,MONTE CASTRO,10
Carlos Calvo,295,450000,30240000,1525,102508,67,SEGUNDO,SAN CRISTOBAL,3
Rio de Janeiro 500,789,1900000,127680000,2408,161825,67,SEGUNDO,CABALLITO,6
J Jufre,290,950000,66025000,3276,227672,70,SEGUNDO,VILLA CRESPO,15
Barzana,216,460000,29440000,2130,136296,64,SEGUNDO,PARQUE CHAS,15
ZAMUDIO al 4200,301,385000,26757500,1279,88895,70,SEGUNDO,VILLA PUEYRREDON,12
AV CORDOBA Y SUIPACHA,280,2500000,160000000,8929,571429,64,SEGUNDO,RETIRO,1
TACUARI 888,334,470000,37600000,1407,112575,80,CUARTO,CONSTITUCION,1
Antezana,408,2500000,173750000,6127,425858,70,SEGUNDO,VILLA CRESPO,15
Garay al 3100,123,250000,16800000,2033,136585,67,SEGUNDO,SAN CRISTOBAL,3
