DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
SOLIS,290,430000,27520000,1483,94897,64,SEGUNDO,CONSTITUCION,1
Timoteo Gordillo,304,650000,43680000,2138,143684,67,SEGUNDO,MATADEROS,9
Lavalle 2004/6/8 Y Ayacucho 494/6,271,950000,66025000,3506,243635,70,SEGUNDO,BALVANERA,3
TUCUMAN,232,650000,45175000,2802,194720,70,SEGUNDO,ALMAGRO,5
PEDRO IGNACIO RIVERA,129,319000,20416000,2474,158325,64,SEGUNDO,VILLA URQUIZA,12
Mendoza,373,1900000,127680000,5094,342306,67,SEGUNDO,VILLA URQUIZA,12
Tres Arroyos,191,330000,22935000,1728,120079,70,SEGUNDO,VILLA SANTA RITA,11
vidal,372,1100000,70400000,2957,189247,64,SEGUNDO,NUÑEZ,13
Jose Cubas,155,450000,28800000,2903,185806,64,SEGUNDO,VILLA DEVOTO NORTE,11
Av. Directorio,372,580000,37120000,1559,99785,64,SEGUNDO,PARQUE AVELLANEDA,9
BRASIL,1226,1000000,67200000,816,54812,67,SEGUNDO,SAN TELMO,1
RIO DE JANEIRO 1000,548,1700000,108375000,3102,197765,64,TERCER,ALMAGRO,5
CASEROS 1500,868,2700000,172125000,3111,198301,64,TERCER,CONSTITUCION,1
GAONA 2500,600,1200000,76500000,2000,127500,64,PRIMER,FLORES NORTE,7
LAVALLEJA,1050,520000,33280000,495,31695,64,SEGUNDO,VILLA CRESPO,15
MURILLO,314,850000,54400000,2707,173248,64,SEGUNDO,VILLA CRESPO,15
Cabrera Jose Antonio,156,800000,51200000,5128,328205,64,SEGUNDO,PALERMO,14
Martin I De Loyola,242,750000,48000000,3099,198347,64,SEGUNDO,VILLA CRESPO,15
Jovellanos,360,349000,22336000,969,62044,64,SEGUNDO,BARRACAS ESTE,4
FITZ ROY,237,1190000,76160000,5021,321350,64,SEGUNDO,PALERMO,14
CATAMARCA 100,765,1400000,89250000,1830,116667,64,PRIMER,BALVANERA,3
Beiro 2700,424,1099000,70336000,2592,165887,64,SEGUNDO,VILLA DEVOTO SUR,11
Obrien,203,330000,22935000,1626,112980,70,SEGUNDO,BARRACAS ESTE,4
BOEDO 100,151,380000,24225000,2517,160430,64,TERCER,ALMAGRO,5
