DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Humberto Primero y Catamarca,2006,2700000,172800000,1346,86142,64,SEGUNDO,SAN CRISTOBAL,3
Cnel J Terrada,308,720000,46080000,2338,149610,64,SEGUNDO,VILLA SANTA RITA,11
"Chile al 300, San Telmo - Doble frente",221,868000,60326000,3928,272968,70,SEGUNDO,MONTSERRAT,1
Ibarrola,247,440000,28160000,1781,114008,64,SEGUNDO,VILLA DEVOTO SUR,11
ECHEVERRIA 2600,240,1450000,92437500,6042,385156,64,TERCER,BELGRANO,13
"RAVIGNANI, EMILIO, Dr.",265,1945000,124480000,7340,469736,64,SEGUNDO,CHACARITA,15
Manuel L Osorio,185,190000,12160000,1027,65730,64,SEGUNDO,PATERNAL,15
Holmberg,225,1100000,76450000,4889,339778,70,SEGUNDO,VILLA ORTUZAR,15
SUPERI,375,545000,34880000,1453,93013,64,SEGUNDO,SAAVEDRA,12
MEXICO 1500,222,525000,42000000,2365,189189,80,CUARTO,MONTSERRAT,1
SARAZA 849,405,280000,19460000,691,48049,70,SEGUNDO,PARQUE CHACABUCO,7
"DIAZ VELEZ, AVDA. 4200",411,950000,66025000,2311,160645,70,SEGUNDO,ALMAGRO,5
Hipolito Yrigoyen,782,1349000,86336000,1725,110404,64,SEGUNDO,ALMAGRO,5
San Blas al 1800,234,350000,24325000,1496,103953,70,SEGUNDO,VILLA GRAL. MITRE,11
ELCANO 5000,119,175000,14000000,1471,117647,80,CUARTO,PATERNAL,15
CORRIENTES,300,2000000,128000000,6667,426667,64,SEGUNDO,VILLA CRESPO,15
ALZAGA 2200,380,420000,26775000,1105,70460,64,TERCER,BOEDO,5
Lafuente,165,180000,12510000,1091,75818,70,SEGUNDO,FLORES SUR,7
OTERO 100,246,570000,36337500,2317,147713,64,PRIMER,CHACARITA,15
Av Alberdi,372,1039000,72210500,2793,194114,70,SEGUNDO,FLORESTA,10
Gral Cesar Diaz,239,430000,28896000,1799,120904,67,SEGUNDO,VILLA SANTA RITA,11
Santo Tome,108,300000,19200000,2779,177860,64,SEGUNDO,VILLA DEL PARQUE,11
Av San Pedrito,328,240000,16680000,732,50854,70,SEGUNDO,FLORES SUR,7
Cramer al 2600,305,1800000,125100000,5902,410164,70,SEGUNDO,BELGRANO,13
Esmeralda,308,1600000,111200000,5193,360898,70,SEGUNDO,SAN NICOLAS,1
ALVAREZ JONTE 4100,315,599000,38186250,1902,121226,64,PRIMER,MONTE CASTRO,10
NEUQUEN,234,645000,44827500,2756,191571,70,SEGUNDO,FLORES NORTE,7
SAN MARTIN 2200,263,850000,54187500,3232,206036,64,TERCER,VILLA CRESPO,15
Luis Saenz Peña 700,327,690000,44160000,2110,135046,64,SEGUNDO,MONTSERRAT,1
Av A Alvarez Jonte,823,2200000,152900000,2673,185784,70,SEGUNDO,MONTE CASTRO,10
"HUERGO, ING.",2934,6500000,416000000,2215,141786,64,SEGUNDO,PUERTO MADERO,1
B Aizpurua,366,790000,54905000,2158,150014,70,SEGUNDO,VILLA URQUIZA,12
Abraham J Luppi,175,148000,9472000,846,54126,64,SEGUNDO,NUEVA POMPEYA,4
LAVALLE 3100,334,1250000,79687500,3743,238585,64,PRIMER,BALVANERA,3
PEDRO LOZANO al 2600,254,720000,50040000,2835,197008,70,SEGUNDO,AGRONOMIA,15
CESPEDES 3600,280,930000,59287500,3321,211741,64,TERCER,CHACARITA,15
Pergamino,404,500000,34750000,1238,86015,70,SEGUNDO,FLORESTA,10
Dr L Belaustegui,845,650000,43680000,769,51692,67,SEGUNDO,CABALLITO,6
PORTILLO,175,155000,10772500,886,61557,70,SEGUNDO,VILLA LURO,10
Peru al 1300,692,800000,51200000,1156,73988,64,SEGUNDO,SAN TELMO,1
Medeyros 3500,410,499000,34680500,1217,84587,70,SEGUNDO,VILLA URQUIZA,12
CONDARCO,289,1000000,64000000,3460,221453,64,SEGUNDO,VILLA DEL PARQUE,11
GODOY CRUZ,251,595000,39984000,2371,159299,67,SEGUNDO,PALERMO,14
Av Gaona,220,680000,47260000,3091,214818,70,SEGUNDO,VILLA SANTA RITA,11
CHILE 2439,314,420000,26775000,1338,85271,64,PRIMER,BALVANERA,3
"LAMARCA, EMILIO 1800",311,510000,35445000,1640,113971,70,SEGUNDO,VILLA SANTA RITA,11
CORRIENTES,450,2000000,134400000,4444,298667,67,SEGUNDO,VILLA CRESPO,15
CHICLANA,1225,1300000,90350000,1061,73755,70,SEGUNDO,NUEVA POMPEYA,4
Palos,530,390000,27105000,736,51142,70,SEGUNDO,BOCA,4
Virrey Del Pino,877,870000,58464000,992,66664,67,SEGUNDO,VILLA ORTUZAR,15
Av Scalabrini Ortiz,427,2900000,194880000,6792,456393,67,SEGUNDO,PALERMO,14
SUIZA 2000,211,260000,17472000,1232,82806,67,SEGUNDO,VILLA GRAL. MITRE,11
"GALLARDO, ANGEL 700",207,1150000,73312500,5556,354167,64,PRIMER,CABALLITO,6
Av Gaona 3400,225,598000,38272000,2658,170098,64,SEGUNDO,VILLA SANTA RITA,11
Delgado 1100,375,830000,53120000,2213,141653,64,SEGUNDO,COLEGIALES,13
Correa al 1800,170,359000,24124800,2112,141911,67,SEGUNDO,NUÑEZ,13
15 De Noviembre 1889,318,280000,17920000,881,56352,64,SEGUNDO,CONSTITUCION,1
DARWIN,144,450000,31275000,3114,216436,70,SEGUNDO,PALERMO,14
Juan Jose Biedma 1066,250,430000,29885000,1720,119540,70,SEGUNDO,CABALLITO,6
LOYOLA 200,260,880000,56320000,3385,216615,64,SEGUNDO,VILLA CRESPO,15
Pje Mar Del Plata,163,170000,11815000,1043,72485,70,SEGUNDO,FLORESTA,10
TERRADA 3600,252,395000,31600000,1568,125397,80,CUARTO,AGRONOMIA,15
CASTILLO,230,570000,39615000,2478,172239,70,SEGUNDO,CHACARITA,15
G De Laferrere,462,220000,14784000,476,32000,67,SEGUNDO,FLORES SUR,7
PARAGUAY 4600,204,930000,59287500,4559,290625,64,TERCER,PALERMO,14
F Llavallol,325,515000,34608000,1585,106486,67,SEGUNDO,VILLA DEVOTO NORTE,11
Del Temple,156,327000,22726500,2096,145683,70,SEGUNDO,PARQUE CHAS,15
URQUIZA GRAL.,845,1275000,85680000,1509,101396,67,SEGUNDO,BALVANERA,3
Corvalan,353,280000,17920000,793,50765,64,SEGUNDO,MATADEROS,9
Dr. Luis Belaustegui,136,170000,10880000,1250,80000,64,SEGUNDO,VELEZ SARSFIELD,10
Guamini,147,190000,12160000,1293,82721,64,SEGUNDO,LINIERS,9
Ciudad de la Paz al 200,580,2400000,161280000,4138,278069,67,SEGUNDO,PALERMO,14
MATHEU 900,362,680000,45696000,1878,126232,67,SEGUNDO,SAN CRISTOBAL,3
Ezeiza,175,290000,19488000,1657,111360,67,SEGUNDO,VILLA PUEYRREDON,12
carabobo,900,800000,51200000,889,56889,64,SEGUNDO,PARQUE CHACABUCO,7
"ALVEAR, MARCELO T. De 2300",107,220000,17600000,2056,164486,80,CUARTO,RECOLETA,2
YERBAL 6300,161,230000,14662500,1429,91071,64,PRIMER,LINIERS,9
TRES ARROYOS,166,198000,12672000,1193,76337,64,SEGUNDO,VILLA GRAL. MITRE,11
Pinto,174,610000,42395000,3506,243649,70,SEGUNDO,SAAVEDRA,12
Gral J De Madariaga al 6300,508,290000,18560000,571,36535,64,SEGUNDO,VILLA RIACHUELO,8
AREVALO,145,900000,57600000,6207,397241,64,SEGUNDO,PALERMO,14
"BOCAYUVA, QUINTINO 600",210,310000,24800000,1476,118095,80,CUARTO,ALMAGRO,5
"LEMOS, JUAN GREGORIO, Gral.",247,850000,54400000,3441,220243,64,SEGUNDO,CHACARITA,15
Baez,191,700000,44800000,3665,234555,64,SEGUNDO,PALERMO,14
Paso De Humaita,260,290000,18560000,1115,71385,64,SEGUNDO,LINIERS,9
Senillosa 1941,314,360000,25020000,1146,79682,70,SEGUNDO,PARQUE CHACABUCO,7
Av San Martin,297,850000,59075000,2865,199107,70,SEGUNDO,AGRONOMIA,15
Esteban A Gascon,146,520000,36140000,3562,247534,70,SEGUNDO,PALERMO,14
Luis Saenz Peña,516,1780650,113961600,3452,220929,64,SEGUNDO,CONSTITUCION,1
Av Nazca,179,560000,38920000,3128,217430,70,SEGUNDO,VILLA SANTA RITA,11
Potosi,349,980000,65856000,2808,188699,67,SEGUNDO,ALMAGRO,5
"MITRE, BARTOLOME 4100",120,550000,35062500,4583,292188,64,TERCER,ALMAGRO,5
PADILLA,145,496000,31744000,3421,218924,64,SEGUNDO,VILLA CRESPO,15
Terrada 3560,371,450000,31275000,1213,84299,70,SEGUNDO,AGRONOMIA,15
GURRUCHAGA,215,390000,24960000,1814,116093,64,SEGUNDO,VILLA CRESPO,15
COLIGUE,210,260000,16640000,1238,79238,64,SEGUNDO,VILLA REAL,10
Hipolito Irigoyen,278,450000,28800000,1619,103597,64,SEGUNDO,BALVANERA,3
Esteban A Gascon,261,1100000,70400000,4215,269732,64,SEGUNDO,ALMAGRO,5
LA ESPIGA,212,295000,19824000,1392,93509,67,SEGUNDO,VILLA DEL PARQUE,11
Desaguadero,330,550000,35200000,1667,106667,64,SEGUNDO,VILLA DEVOTO SUR,11
"GARCIA, JUAN AGUSTIN 1200",233,249000,15873750,1069,68128,64,TERCER,PATERNAL,15
Sarmiento al 700,594,2300000,147200000,3872,247811,64,SEGUNDO,SAN NICOLAS,1
LUIS MARIA CAMPOS,378,2700000,187650000,7143,496429,70,SEGUNDO,PALERMO,14
"NEWBERY, JORGE 4300",128,199000,15920000,1555,124375,80,CUARTO,CHACARITA,15
Escobar,180,260000,16640000,1444,92444,64,SEGUNDO,VILLA PUEYRREDON,12
WARNES,241,790000,53088000,3278,220282,67,SEGUNDO,VILLA CRESPO,15
Cabrera,127,699000,46972800,5504,369865,67,SEGUNDO,PALERMO,14
Juan Agustin Garcia 4700,183,340000,23630000,1858,129126,70,SEGUNDO,MONTE CASTRO,10
Gurruchaga,178,495000,34402500,2781,193272,70,SEGUNDO,PALERMO,14
Gral Alvarez Condarco,276,590000,37760000,2138,136812,64,SEGUNDO,VILLA SANTA RITA,11
Conesa 2900,195,600000,40320000,3077,206769,67,SEGUNDO,NUÑEZ,13
Combate De Los Pozos,149,650000,41600000,4362,279195,64,SEGUNDO,BALVANERA,3
SEGUROLA  Y SAN BLAS,203,450000,28800000,2217,141872,64,SEGUNDO,VELEZ SARSFIELD,10
Ciudad de la Paz 1500,346,1200000,76800000,3468,221965,64,SEGUNDO,BELGRANO,13
CALDAS,185,320000,20480000,1730,110703,64,SEGUNDO,VILLA ORTUZAR,15
Zabala 3949/55,1374,1950000,124800000,1419,90830,64,SEGUNDO,CHACARITA,15
Avenida Almirante Brown,834,1100000,70400000,1319,84412,64,SEGUNDO,BOCA,4
HOMERO 400,151,180000,14400000,1192,95364,80,CUARTO,VILLA LURO,10
DEAN FUNES 500,249,310000,24800000,1245,99598,80,CUARTO,BALVANERA,3
Vidal,800,790000,50560000,988,63200,64,SEGUNDO,SAAVEDRA,12
Matheu,303,380000,26410000,1254,87162,70,SEGUNDO,BALVANERA,3
Ciudad De La Paz,257,980000,62720000,3813,244047,64,SEGUNDO,NUÑEZ,13
Av.Directorio 1100,200,799000,51136000,3995,255680,64,SEGUNDO,CABALLITO,6
CULPINA 800,331,180000,14400000,544,43504,80,CUARTO,FLORES SUR,7
DE LOS INCAS 3700,300,870000,55462500,2900,184875,64,PRIMER,COLGIALES,13
Jorge Newbery,823,450000,28800000,547,34994,64,SEGUNDO,CHACARITA,15
Hipolito Yrigoyen 2452,554,799000,51136000,1442,92303,64,SEGUNDO,BALVANERA,3
Thorne 500,328,449000,30172800,1369,91990,67,SEGUNDO,PARQUE CHACABUCO,7
Av. Belgrano al 3200,300,900000,62550000,3000,208500,70,SEGUNDO,ALMAGRO,5
CAFAYATE,152,168000,11289600,1105,74274,67,SEGUNDO,LINIERS,9
Av. Scalabrini Ortiz al 1000,450,2800000,179200000,6222,398222,64,SEGUNDO,VILLA CRESPO,15
San Blas 4500,120,340000,23630000,2833,196917,70,SEGUNDO,VELEZ SARSFIELD,10
Av Gral Paz 11500,228,214800,14928600,942,65476,70,SEGUNDO,LINIERS,9
Sanabria al 4200,660,1000000,64000000,1515,96970,64,SEGUNDO,VILLA DEVOTO NORTE,11
CUBA 2400,509,1750000,111562500,3438,219180,64,PRIMER,BELGRANO,13
JUANA AZURDUY,188,550000,35200000,2926,187234,64,SEGUNDO,NUÑEZ,13
Avenida Almirante Brown,834,1100000,76450000,1319,91667,70,SEGUNDO,BOCA,4
"CARRANZA, ANGEL JUSTINIANO 1500",143,440000,35200000,3077,246154,80,CUARTO,PALERMO,14
LADINES,89,219000,14716800,2461,165357,67,SEGUNDO,VILLA PUEYRREDON,12
Mexico,630,1400000,94080000,2222,149333,67,SEGUNDO,MONTSERRAT,1
PATAGONES,449,700000,44800000,1559,99777,64,SEGUNDO,PARQUE PATRICIOS,4
Pres Luis Saenz Peña,219,400000,27800000,1826,126941,70,SEGUNDO,CONSTITUCION,1
BRASIL 2600,178,210000,13387500,1180,75211,64,TERCER,PARQUE PATRICIOS,4
Gutenberg al 3400,163,368000,24729600,2258,151715,67,SEGUNDO,VILLA DEVOTO NORTE,11
COLOMBRES 1300,117,280000,19460000,2393,166325,70,SEGUNDO,BOEDO,5
BRASIL,1226,1000000,64000000,816,52202,64,SEGUNDO,SAN TELMO,1
Av Cordoba,305,1170000,74880000,3836,245508,64,SEGUNDO,CHACARITA,15
Venezuela,173,275000,18480000,1590,106821,67,SEGUNDO,BALVANERA,3
Moreno,2567,6500000,451750000,2532,175984,70,SEGUNDO,MONTSERRAT,1
"MARMOL, JOSE",191,340000,23630000,1780,123717,70,SEGUNDO,BOEDO,5
Agüero,155,900000,60480000,5806,390194,67,SEGUNDO,RECOLETA,2
Anibal Arbeletche,168,230000,14720000,1369,87619,64,SEGUNDO,NUEVA POMPEYA,4
San Juan Av.,7185,13000000,903500000,1809,125748,70,SEGUNDO,BOEDO,5
24 de Noviembre 1541,1069,1800000,120960000,1684,113152,67,SEGUNDO,SAN CRISTOBAL,3
RIVADAVIA 4100,394,1290000,82237500,3274,208725,64,TERCER,ALMAGRO,5
"SCALABRINI ORTIZ, RAUL",415,2100000,134400000,5060,323855,64,SEGUNDO,VILLA CRESPO,15
CORRIENTES,935,2350000,163325000,2513,174679,70,SEGUNDO,VILLA CRESPO,15
Estivao al 100,236,650000,45175000,2754,191419,70,SEGUNDO,CABALLITO,6
