DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
BESARES,323,1450000,100775000,4489,311997,70,SEGUNDO,NUÑEZ,13
PICHINCHA 1200,336,299000,19061250,890,56730,64,TERCER,SAN CRISTOBAL,3
Nazca al 3200,162,830000,53120000,5123,327901,64,SEGUNDO,VILLA DEL PARQUE,11
Gral M De Escalada,152,285000,19152000,1875,126000,67,SEGUNDO,VILLA LURO,10
Baigorri/Enrique Finochietto y Av Amancio Alcorta,327,250000,16800000,765,51376,67,SEGUNDO,BARRACAS ESTE,4
"JUSTO, JUAN B. 9000",232,235000,18800000,1013,81034,80,CUARTO,VERSALLES,10
Hipolito Irigoyen,278,450000,30240000,1619,108777,67,SEGUNDO,BALVANERA,3
NICOLAS REPETTO 1300,508,1500000,104250000,2953,205217,70,SEGUNDO,CABALLITO,6
Guardia Nacional,323,340000,22848000,1053,70737,67,SEGUNDO,MATADEROS,9
Capitán Ramón Freire,547,1350000,93825000,2468,171527,70,SEGUNDO,BELGRANO,13
AV. AMANCIO ALCORTA al 1900,2000,1850000,124320000,925,62160,67,SEGUNDO,BARRACAS ESTE,4
Santa Maria Del Buen Aire,112,150000,9600000,1339,85714,64,SEGUNDO,BARRACAS ESTE,4
"MORAN, PEDRO 2600",157,220000,14025000,1401,89331,64,PRIMER,AGRONOMIA,15
SEGUROLA 600,284,430000,27412500,1514,96523,64,TERCER,FLORESTA,10
JoaquÍn V GonzÁlez,131,230000,15456000,1756,117985,67,SEGUNDO,VILLA DEVOTO SUR,11
THAMES,1004,2500000,160000000,2490,159363,64,SEGUNDO,PALERMO,14
OLAYA 1200,336,500000,32000000,1488,95238,64,SEGUNDO,VILLA CRESPO,15
Fortin Melincue,312,690000,44160000,2212,141538,64,SEGUNDO,VILLA DEL PARQUE,11
Palestina,190,650000,41600000,3421,218947,64,SEGUNDO,PALERMO,14
"Justo, Juan B. Avda 6900",239,320000,20480000,1339,85690,64,SEGUNDO,FLORESTA,10
Claudio M Cuenca,260,350000,23520000,1346,90462,67,SEGUNDO,VILLA SANTA RITA,11
"CARRERAS, SANTIAGO de las 300",125,250000,20000000,2000,160000,80,CUARTO,VELEZ SARSFIELD,10
Baigorria 5483,178,190000,12768000,1067,71730,67,SEGUNDO,VILLA REAL,10
"GAINZA, MARTIN DE, GRAL. 300",232,595000,37931250,2565,163497,64,PRIMER,CABALLITO,6
