DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Loyola al 1500,393,850000,59075000,2163,150318,70,SEGUNDO,CHACARITA,15
Laguna,187,179900,12503050,962,66861,70,SEGUNDO,VELEZ SARSFIELD,10
POLA,352,630000,42336000,1790,120273,67,SEGUNDO,LINIERS,9
Elpidio Gonzalez 4500,495,520000,34944000,1051,70594,67,SEGUNDO,MONTE CASTRO,10
entre Correa y Ruiz Huidobro,258,560000,35840000,2171,138915,64,SEGUNDO,SAAVEDRA,12
NAZARRE 5300,167,210000,16800000,1258,100599,80,CUARTO,VILLA DEVOTO SUR,11
DEL LIBERTADOR,322,2600000,166400000,8075,516770,64,SEGUNDO,NUÑEZ,13
"NEWBERY, JORGE 4000",669,4600000,368000000,6876,550075,80,CUARTO,CHACARITA,15
Plaza,520,1450000,92800000,2788,178462,64,SEGUNDO,VILLA ORTUZAR,15
"PEDRAZA, MANUELA",366,490000,31360000,1339,85683,64,SEGUNDO,VILLA URQUIZA,12
Humberto 1º,196,350000,24325000,1786,124107,70,SEGUNDO,SAN CRISTOBAL,3
CASTILLO 1184,169,370000,29600000,2189,175148,80,CUARTO,VILLA CRESPO,15
Medina 14,246,750000,48000000,3049,195122,64,SEGUNDO,VILLA LURO,10
PASCO 700,324,810000,51637500,2500,159375,64,TERCER,BALVANERA,3
Luna 100,400,650000,43680000,1625,109200,67,SEGUNDO,PARQUE PATRICIOS,4
"LAMARCA, EMILIO",311,510000,32640000,1640,104952,64,SEGUNDO,VILLA SANTA RITA,11
HUMBOLDT,159,850000,54400000,5346,342138,64,SEGUNDO,PALERMO,14
Manuel Artigas,400,550000,36960000,1375,92400,67,SEGUNDO,MATADEROS,9
CORRIENTES 6700,431,1500000,95625000,3480,221868,64,PRIMER,CHACARITA,15
Los Patos,160,130000,8320000,812,52000,64,SEGUNDO,PARQUE PATRICIOS,4
Av. Segurola al 1100,944,950000,60800000,1006,64407,64,SEGUNDO,VELEZ SARSFIELD,10
MANUELA PEDRAZA,485,470000,31584000,969,65122,67,SEGUNDO,VILLA URQUIZA,12
Pizarro,231,259900,17465280,1125,75607,67,SEGUNDO,VILLA LURO,10
BOYACA 1300,238,320000,21504000,1345,90353,67,SEGUNDO,VILLA GRAL. MITRE,11
ECHEVERRIA,790,4800000,322560000,6076,408304,67,SEGUNDO,BELGRANO,13
Aristobulo del valle al 600,202,150000,10080000,743,49901,67,SEGUNDO,BOCA,4
ALBARIÑO 2000,664,340000,21675000,512,32643,64,TERCER,MATADEROS,9
Montiel 2200,450,260000,16640000,578,36978,64,SEGUNDO,MATADEROS,9
Magallanes,1021,1500000,100800000,1469,98727,67,SEGUNDO,BARRACAS ESTE,4
Ramallo 3657,375,449000,28736000,1197,76629,64,SEGUNDO,SAAVEDRA,12
CORDOBA AV.,538,2300000,159850000,4275,297119,70,SEGUNDO,CHACARITA,15
CORRALES VIEJOS,381,1600000,102400000,4199,268766,64,SEGUNDO,PARQUE PATRICIOS,4
Mercedes,445,370000,25715000,831,57787,70,SEGUNDO,MONTE CASTRO,10
"GARCIA, MANUEL",395,430000,27520000,1089,69671,64,SEGUNDO,PARQUE PATRICIOS,4
ALLENDE,414,490000,34055000,1184,82258,70,SEGUNDO,MONTE CASTRO,10
Jose Bolaños,394,490000,34055000,1244,86434,70,SEGUNDO,VELEZ SARSFIELD,10
Av Dr Juan Bautista Justo,450,660000,45870000,1467,101933,70,SEGUNDO,VILLA SANTA RITA,11
Griveo,132,250000,17375000,1894,131629,70,SEGUNDO,VILLA DEVOTO NORTE,11
Migueletes,192,1580000,101120000,8229,526667,64,SEGUNDO,PALERMO,14
GODOY CRUZ 1200,214,460000,29325000,2150,137033,64,TERCER,VILLA CRESPO,15
L Burela,441,490000,31360000,1111,71111,64,SEGUNDO,VILLA URQUIZA,12
Ituzaingo al 800,1100,1450000,92800000,1318,84364,64,SEGUNDO,BARRACAS ESTE,4
CANTILO,660,1080000,69120000,1636,104727,64,SEGUNDO,VILLA DEVOTO SUR,11
Avenida Díaz Vélez,523,1600000,102400000,3059,195793,64,SEGUNDO,CABALLITO,6
Chacabuco,233,500000,33600000,2146,144206,67,SEGUNDO,SAN TELMO,1
AV. AVELLANEDA al 1000,129,320000,22240000,2481,172403,70,SEGUNDO,CABALLITO,6
Baradero,328,350000,22400000,1067,68293,64,SEGUNDO,FLORESTA,10
VERA al 1200,181,465000,32317500,2569,178550,70,SEGUNDO,VILLA CRESPO,15
P Lozano,251,270000,18765000,1077,74821,70,SEGUNDO,VILLA DEVOTO SUR,11
MORLOTE 900,409,590000,39648000,1443,96939,67,SEGUNDO,PARQUE CHAS,15
Ohiggins,338,1150000,77280000,3402,228639,67,SEGUNDO,NUÑEZ,13
ESMERALDA 150,3100,5000000,400000000,1613,129032,80,CUARTO,SAN NICOLAS,1
MANZANARES,129,990000,63360000,7674,491163,64,SEGUNDO,SAAVEDRA,12
Victor Hugo,230,275000,18480000,1196,80348,67,SEGUNDO,VILLA REAL,10
MÉXICO,109,450000,28800000,4128,264220,64,SEGUNDO,BALVANERA,3
Conesa 2900,195,600000,40320000,3077,206769,67,SEGUNDO,NUÑEZ,13
Emilio Lamarca al 1200,287,470000,32665000,1638,113815,70,SEGUNDO,VILLA SANTA RITA,11
"JUAREZ, BENITO 2000",2000,1300000,82875000,650,41438,64,PRIMER,MONTE CASTRO,10
THAMES 900,105,330000,26400000,3143,251429,80,CUARTO,VILLA CRESPO,15
Inclan al 2700,165,220000,14080000,1333,85333,64,SEGUNDO,PARQUE PATRICIOS,4
belgrano al 3900,750,1280000,86016000,1707,114688,67,SEGUNDO,ALMAGRO,5
Conesa  al 4400,225,419000,29120500,1862,129424,70,SEGUNDO,SAAVEDRA,12
Gavilan,390,560000,35840000,1436,91897,64,SEGUNDO,FLORES NORTE,7
Ladines,433,610000,40992000,1409,94670,67,SEGUNDO,VILLA DEVOTO NORTE,11
CONSTITUCIÓN,477,500000,33600000,1048,70440,67,SEGUNDO,SAN CRISTOBAL,3
Dolores,216,360000,23040000,1667,106667,64,SEGUNDO,FLORESTA,10
LUIS VIALE,228,390000,24960000,1711,109474,64,SEGUNDO,CABALLITO,6
TUYU,270,690000,46368000,2556,171733,67,SEGUNDO,LINIERS,9
ESTOMBA,225,450000,28800000,2000,128000,64,SEGUNDO,VILLA ORTUZAR,15
TEODORO GARCIA,150,1250000,86875000,8333,579167,70,SEGUNDO,PALERMO,14
Venezuela,173,275000,18480000,1590,106821,67,SEGUNDO,BALVANERA,3
BOLIVIA,408,800000,51200000,1961,125490,64,SEGUNDO,FLORES NORTE,7
ESTADO DE ISRAEL,222,890000,56960000,4009,256577,64,SEGUNDO,VILLA CRESPO,15
DE LOS CONSTITUYENTES 3600,252,575000,46000000,2282,182540,80,CUARTO,PARQUE CHAS,15
Jose Bolaños,394,490000,31360000,1244,79594,64,SEGUNDO,VELEZ SARSFIELD,10
Belgrano Av.,303,880000,59136000,2904,195168,67,SEGUNDO,BALVANERA,3
Las Casas,160,245000,17027500,1531,106422,70,SEGUNDO,BOEDO,5
Blanco Encalada 2900,274,1480000,94720000,5401,345693,64,SEGUNDO,BELGRANO,13
AV DIRECTORIO,303,650000,41600000,2145,137294,64,SEGUNDO,FLORESTA,10
QUERANDIES,234,450000,31275000,1923,133654,70,SEGUNDO,ALMAGRO,5
Monroe al 2700,750,4300000,288960000,5733,385280,67,SEGUNDO,BELGRANO,13
Pje Coligue,210,260000,16640000,1237,79148,64,SEGUNDO,VILLA REAL,10
"JUSTO, JUAN B. 8400",2542,4500000,360000000,1770,141621,80,CUARTO,VILLA LURO,10
SANTO TOME 5000,140,180000,11475000,1286,81964,64,TERCER,MONTE CASTRO,10
PILLADO 900,405,249000,15873750,615,39194,64,TERCER,FLORES SUR,7
Pjep Galeria Juan De Garay,300,620000,43090000,2067,143633,70,SEGUNDO,SAN CRISTOBAL,3
Donizetti,600,1200000,76800000,2000,128000,64,SEGUNDO,VILLA LURO,10
Gral J De Madariaga al 6300,508,290000,19488000,571,38362,67,SEGUNDO,VILLA RIACHUELO,8
Aguirre,170,495000,34402500,2912,202368,70,SEGUNDO,VILLA CRESPO,15
Monroe,100,600000,40320000,5970,401194,67,SEGUNDO,VILLA URQUIZA,12
Humboldt 163,367,550000,36960000,1499,100708,67,SEGUNDO,VILLA CRESPO,15
El Salvador,160,580000,40310000,3625,251938,70,SEGUNDO,PALERMO,14
Ramallo,127,240000,16128000,1883,126554,67,SEGUNDO,SAAVEDRA,12
SOLIS,290,430000,28896000,1483,99641,67,SEGUNDO,CONSTITUCION,1
ASUNCION,1040,3000000,201600000,2885,193846,67,SEGUNDO,VILLA DEVOTO NORTE,11
MEDINA,1050,850000,59075000,810,56262,70,SEGUNDO,PARQUE AVELLANEDA,9
LA RIOJA 785,506,580000,36975000,1146,73073,64,PRIMER,BALVANERA,3
JUJUY 500,621,1450000,92437500,2335,148853,64,PRIMER,BALVANERA,3
"UGARTE, MANUEL 3300",1200,650000,41437500,542,34531,64,TERCER,COGHLAN,12
Virrey Liniers e Independencia,273,830000,55776000,3040,204308,67,SEGUNDO,ALMAGRO,5
GUALEGUAYCHU 126,389,640000,40800000,1645,104884,64,PRIMER,VELEZ SARSFIELD,10
Blanco Encalada 3300,330,850000,59075000,2576,179015,70,SEGUNDO,BELGRANO,13
Nicolás Repetto a 1 cuadra de J.B. Justo,332,395000,26544000,1190,79952,67,SEGUNDO,VILLA CRESPO,15
Constitución al 3500,677,480000,33360000,709,49276,70,SEGUNDO,BOEDO,5
"RAMIREZ, CARLOS M.",316,195000,12480000,617,39494,64,SEGUNDO,VILLA SOLDATI,8
VIRREY LORETO,2390,2500000,168000000,1046,70293,67,SEGUNDO,CHACARITA,15
"FRIAS,  EUSTAQUIO, TTE. GRAL.",224,790000,50560000,3527,225714,64,SEGUNDO,VILLA CRESPO,15
MURGUIONDO 100,433,780000,49725000,1801,114838,64,PRIMER,LINIERS,9
"San Pedrito al 600, CABA",532,550000,38225000,1034,71852,70,SEGUNDO,FLORES SUR,7
Niceto Vega al 5700,400,1590000,110505000,3975,276262,70,SEGUNDO,PALERMO,14
Morón 3700,380,540000,34560000,1421,90947,64,SEGUNDO,FLORESTA,10
Campos Salles 1800,239,650000,45175000,2720,189017,70,SEGUNDO,NUÑEZ,13
Rivas 2400,515,495000,34402500,961,66801,70,SEGUNDO,VILLA DEL PARQUE,11
TRELLES 1777,296,490000,34055000,1655,115051,70,SEGUNDO,VILLA GRAL. MITRE,11
Concordia al 1100,660,1100000,70400000,1667,106667,64,SEGUNDO,VILLA SANTA RITA,11
Av Triunvirato,145,630000,40320000,4345,278069,64,SEGUNDO,VILLA URQUIZA,12
Rondeau,185,320000,21504000,1730,116238,67,SEGUNDO,BOEDO,5
MEDRANO,257,670000,45024000,2607,175191,67,SEGUNDO,PALERMO,14
Arenales,2300,2500000,168000000,1087,73043,67,SEGUNDO,RECOLETA,2
MILLER 2665,130,250000,16000000,1923,123077,64,SEGUNDO,VILLA URQUIZA,12
Espinosa,475,690000,46368000,1453,97617,67,SEGUNDO,PATERNAL,15
A Vallejos,364,550000,35200000,1511,96703,64,SEGUNDO,VILLA DEVOTO NORTE,11
INCLAN 3300,526,440000,28050000,836,53327,64,TERCER,PARQUE PATRICIOS,4
WARNES,241,820000,52480000,3402,217759,64,SEGUNDO,VILLA CRESPO,15
Juan Bautista Alberdi 4200,470,799900,55593050,1702,118283,70,SEGUNDO,VELEZ SARSFIELD,10
"QUINTEROS, LIDORO J. 1400",434,1500000,95625000,3456,220334,64,PRIMER,BELGRANO,13
ESMERALDA,332,2100000,134400000,6325,404819,64,SEGUNDO,SAN NICOLAS,1
L Griveo,171,279900,17913600,1637,104758,64,SEGUNDO,VILLA PUEYRREDON,12
Cucha Cucha,370,500000,34750000,1351,93919,70,SEGUNDO,CABALLITO,6
Gavilan,177,390000,26208000,2203,148068,67,SEGUNDO,FLORES NORTE,7
Manuela Pedraza,326,460000,31970000,1411,98067,70,SEGUNDO,NUÑEZ,13
Blanco Encalada al 1500,330,2000000,139000000,6061,421212,70,SEGUNDO,NUÑEZ,13
AREVALO,379,1450000,92800000,3826,244855,64,SEGUNDO,PALERMO,14
Belen,546,595000,38080000,1090,69744,64,SEGUNDO,FLORESTA,10
Olazábal,184,810000,51840000,4402,281739,64,SEGUNDO,BELGRANO,13
URQUIZA,340,335000,22512000,985,66212,67,SEGUNDO,SAN CRISTOBAL,3
Homero 400,151,199000,13372800,1318,88562,67,SEGUNDO,VILLA LURO,10
Murillo,346,1000000,67200000,2890,194220,67,SEGUNDO,VILLA CRESPO,15
CHICLANA 3940 -,1557,1630000,113285000,1047,72759,70,SEGUNDO,NUEVA POMPEYA,4
FONROUGE 1300,265,420000,26775000,1585,101038,64,PRIMER,MATADEROS,9
"SALGUERO, JERONIMO 41",352,395000,31600000,1122,89773,80,CUARTO,ALMAGRO,5
Ricardo Gutierrez entre Simbron y Llavallol,593,1200000,83400000,2024,140641,70,SEGUNDO,VILLA DEL PARQUE,11
AVALOS,260,625000,40000000,2404,153846,64,SEGUNDO,PARQUE CHAS,15
Machaín,117,390000,27105000,3333,231667,70,SEGUNDO,SAAVEDRA,12
GALLARDO ANGEL,369,2300000,159850000,6233,433198,70,SEGUNDO,VILLA CRESPO,15
MONROE 1700,242,530000,42400000,2190,175207,80,CUARTO,BELGRANO,13
San Antonio,267,220000,14080000,824,52734,64,SEGUNDO,BARRACAS ESTE,4
PAEZ 1900,337,380000,24225000,1128,71884,64,PRIMER,FLORES NORTE,7
DARWIN,273,700000,48650000,2564,178205,70,SEGUNDO,VILLA CRESPO,15
JUSTO JUAN B,247,1250000,86875000,5061,351721,70,SEGUNDO,VILLA CRESPO,15
RINCON,510,600000,41700000,1176,81765,70,SEGUNDO,BALVANERA,3
BUCARELLI 1200,262,450000,36000000,1718,137405,80,CUARTO,PARQUE CHAS,15
"BOSCH, VENTURA 6600",173,370000,23587500,2139,136344,64,PRIMER,LINIERS,9
IRALA,296,430000,28896000,1453,97622,67,SEGUNDO,BOCA,4
G De Helguera,93,265000,16960000,2849,182366,64,SEGUNDO,VILLA DEL PARQUE,11
CORRIENTES,203,850000,54400000,4187,267980,64,SEGUNDO,VILLA CRESPO,15
Las Casas,160,245000,16464000,1531,102900,67,SEGUNDO,BOEDO,5
PORTILLO 1259,180,169000,13520000,939,75111,80,CUARTO,VILLA LURO,10
Tarija,158,330000,22935000,2089,145158,70,SEGUNDO,BOEDO,5
CAFAYATE,225,150000,9600000,667,42667,64,SEGUNDO,VILLA LUGANO,8
CRAMER,319,680000,43520000,2132,136426,64,SEGUNDO,NUÑEZ,13
GUATEMALA,268,980000,68110000,3657,254142,70,SEGUNDO,PALERMO,14
LIBERTAD 52,171,530000,36835000,3099,215409,70,SEGUNDO,RETIRO,1
"GARCIA, JUAN A.",130,249000,15936000,1915,122585,64,SEGUNDO,PATERNAL,15
CONDARCO,473,570000,36480000,1205,77125,64,SEGUNDO,FLORES NORTE,7
Olleros al 3200,200,595000,38080000,2975,190400,64,SEGUNDO,COLEGIALES,13
Obispo San Alberto,360,440000,30580000,1222,84944,70,SEGUNDO,VILLA PUEYRREDON,12
Manuela Pedraza,375,750000,52125000,2000,139000,70,SEGUNDO,COGHLAN,12
Av. Cramer al 2700,744,4300000,288960000,5780,388387,67,SEGUNDO,BELGRANO,13
Lisandro de la Torre,1650,1500001,100800067,909,61091,67,SEGUNDO,MATADEROS,9
ANDONAEGUI 1229,256,399000,31920000,1559,124688,80,CUARTO,PARQUE CHAS,15
SALTA 300,878,349000,22248750,398,25340,64,TERCER,MONTSERRAT,1
INGENIERO HUERGO al 1400,1157,6500000,451750000,5618,390449,70,SEGUNDO,SAN TELMO,1
ESTADOS UNIDOS,867,870000,60465000,1003,69740,70,SEGUNDO,CONSTITUCION,1
OLLEROS 3700,307,750000,50400000,2443,164169,67,SEGUNDO,CHACARITA,15
LA ESPIGA,212,295000,18880000,1392,89057,64,SEGUNDO,VILLA DEL PARQUE,11
VIDAL al 2700,340,700000,48650000,2059,143088,70,SEGUNDO,BELGRANO,13
esteban bonorino al 100,257,850000,59075000,3307,229864,70,SEGUNDO,FLORES NORTE,7
Avenida Juan Bautista Alberdi,202,380000,26410000,1881,130743,70,SEGUNDO,VILLA LURO,10
"GARAY, JUAN DE",300,620000,39680000,2067,132267,64,SEGUNDO,SAN CRISTOBAL,3
COMBATE DE LOS POZOS al 1500,255,295000,18880000,1157,74039,64,SEGUNDO,SAN CRISTOBAL,3
CURAPALIGUE 600,378,580000,36975000,1534,97818,64,TERCER,PARQUE CHACABUCO,7
Juan Agustin Garcia,487,560000,37632000,1150,77273,67,SEGUNDO,MONTE CASTRO,10
ALSINA ADOLFO,393,480000,30720000,1221,78168,64,SEGUNDO,BALVANERA,3
segurola 600,284,430000,28896000,1514,101746,67,SEGUNDO,VELEZ SARSFIELD,10
JUSTO JUAN B,150,290000,18560000,1933,123733,64,SEGUNDO,VILLA CRESPO,15
HUMAHUACA 3500,400,550000,35062500,1375,87656,64,PRIMER,ALMAGRO,5
Bahia Blanca al 1300,1231,1800000,120960000,1462,98262,67,SEGUNDO,FLORESTA,10
Cabrera,155,850000,54400000,5484,350968,64,SEGUNDO,RECOLETA,2
SANABRIA,1208,1400000,97300000,1159,80546,70,SEGUNDO,FLORESTA,10
Humberto Primo,379,550000,35200000,1451,92876,64,SEGUNDO,CONSTITUCION,1
Cantilo entre Allende y Benito Juarez,1104,2300000,147200000,2083,133333,64,SEGUNDO,VILLA DEVOTO SUR,11
Martinez Castro 500,179,358000,22912000,2000,128000,64,SEGUNDO,PARQUE AVELLANEDA,9
Estados Unidos,187,510000,32640000,2727,174545,64,SEGUNDO,BOEDO,5
"DIAZ, CESAR, GRAL.",1082,1800000,115200000,1664,106470,64,SEGUNDO,VILLA GRAL. MITRE,11
Gdero Baigorria,301,575000,36800000,1912,122381,64,SEGUNDO,VILLA DEL PARQUE,11
"AV. Alberdi, Juan Bautista",256,870000,60465000,3398,236191,70,SEGUNDO,FLORES NORTE,7
BASUALDO,678,420000,28224000,619,41628,67,SEGUNDO,VILLA LURO,10
Borges Jorge Luis,162,850000,57120000,5247,352593,67,SEGUNDO,PALERMO,14
Av Gaona,220,680000,47260000,3091,214818,70,SEGUNDO,VILLA SANTA RITA,11
Zequiera,155,239000,15296000,1542,98684,64,SEGUNDO,MATADEROS,9
Lamarca,305,290000,20155000,951,66082,70,SEGUNDO,VILLA SANTA RITA,11
Irala,3762,5900000,396480000,1568,105391,67,SEGUNDO,BOCA,4
,128,350000,22400000,2734,175000,64,SEGUNDO,PARQUE PATRICIOS,4
ECHEVERRIA 1300,800,4800000,306000000,6000,382500,64,PRIMER,BELGRANO,13
Cnel R L Falcon,470,350000,24325000,745,51755,70,SEGUNDO,VILLA LURO,10
Avda. Rivadavia 8600,391,1200000,83400000,3069,213299,70,SEGUNDO,VELEZ SARSFIELD,10
Ituzaingo,295,250000,16000000,847,54237,64,SEGUNDO,CONSTITUCION,1
Av Alvarez Thomas,500,2500000,160000000,5000,320000,64,SEGUNDO,COLEGIALES,13
Valentin virasoro 1200,1016,400000,25600000,394,25197,64,SEGUNDO,VILLA CRESPO,15
Fraga 1148/50,1374,1950000,124800000,1419,90830,64,SEGUNDO,CHACARITA,15
LAFUENTE 1300,690,490000,31237500,710,45272,64,PRIMER,FLORES SUR,7
"BEIRO, FRANCISCO 4700",3000,1900000,152000000,633,50667,80,CUARTO,VILLA DEVOTO SUR,11
Andrés Lamas 1300,364,460000,29440000,1264,80879,64,SEGUNDO,VILLA GRAL. MITRE,11
Argerich,172,620000,39680000,3605,230698,64,SEGUNDO,VILLA DEL PARQUE,11
ASAMBLEA,382,1200000,76800000,3141,201047,64,SEGUNDO,PARQUE CHACABUCO,7
Del Barco Centenera,383,900000,62550000,2350,163316,70,SEGUNDO,CABALLITO,6
Famatina,219,260000,18070000,1187,82511,70,SEGUNDO,NUEVA POMPEYA,4
VELASCO 1000,576,690000,47955000,1198,83255,70,SEGUNDO,VILLA CRESPO,15
Melincue,400,460000,31970000,1150,79925,70,SEGUNDO,VILLA DEVOTO SUR,11
PALESTINA,483,1300000,87360000,2692,180870,67,SEGUNDO,PALERMO,14
Nuñez 5200,417,750000,52125000,1799,125000,70,SEGUNDO,VILLA URQUIZA,12
FERRE,301,220000,14784000,731,49116,67,SEGUNDO,VILLA RIACHUELO,8
LOYOLA al 300,235,1000000,64000000,4255,272340,64,SEGUNDO,VILLA CRESPO,15
ZANARTU 400,446,300000,19125000,673,42881,64,TERCER,PARQUE CHACABUCO,7
Dr L Belaustegui,845,650000,43680000,769,51692,67,SEGUNDO,CABALLITO,6
El Nene al 2000,150,198000,13761000,1320,91740,70,SEGUNDO,VILLA REAL,10
Luis Maria Campos al 600,378,2500000,160000000,6614,423280,64,SEGUNDO,PALERMO,14
HELGUERA,286,635000,40640000,2220,142098,64,SEGUNDO,VILLA SANTA RITA,11
QUILMES,300,189000,13135500,630,43785,70,SEGUNDO,NUEVA POMPEYA,4
M Leguizamon,1800,2500000,160000000,1389,88889,64,SEGUNDO,LINIERS,9
J Jufre,150,680000,47260000,4533,315067,70,SEGUNDO,VILLA CRESPO,15
Thames,226,699000,48580500,3093,214958,70,SEGUNDO,VILLA CRESPO,15
GODOY CRUZ 1200,216,460000,36800000,2130,170370,80,CUARTO,VILLA CRESPO,15
Av. Velez Sarsfield,1927,2700000,181440000,1401,94157,67,SEGUNDO,PARQUE PATRICIOS,4
BRASIL,1226,1000000,69500000,816,56688,70,SEGUNDO,SAN TELMO,1
GUARDIA VIEJA al 3600,229,700000,47040000,3057,205415,67,SEGUNDO,ALMAGRO,5
Baigorri/Enrique Finochietto y Av Amancio Alcorta,1277,900000,57600000,705,45106,64,SEGUNDO,BARRACAS ESTE,4
Cabrera 4097,127,570000,38304000,4488,301606,67,SEGUNDO,PALERMO,14
Gorriti al 6000,406,3300000,229350000,8128,564901,70,SEGUNDO,PALERMO,14
AVALOS,228,500000,32000000,2193,140351,64,SEGUNDO,PARQUE CHAS,15
MARTINEZ ROSAS 1100,289,680000,43350000,2353,150000,64,TERCER,VILLA CRESPO,15
Pasco,455,750000,48000000,1648,105495,64,SEGUNDO,BALVANERA,3
SCALABRINI ORTIZ RAUL,641,2500000,173750000,3900,271061,70,SEGUNDO,PALERMO,14
ECHEVERRIA,790,4800000,307200000,6076,388861,64,SEGUNDO,BELGRANO,13
