DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Manuel Artigas al 6600,239,373000,25065600,1561,104877,67,SEGUNDO,MATADEROS,9
Av. Almirante Brown,837,700000,47040000,836,56201,67,SEGUNDO,BOCA,4
Benjamin Franklin,239,310000,21545000,1297,90146,70,SEGUNDO,CABALLITO,6
santa elena,151,160000,10240000,1060,67815,64,SEGUNDO,BARRACAS ESTE,4
CASCO 200,151,149000,11920000,987,78940,80,CUARTO,LINIERS,9
Av. Lope de Vega,227,650000,43680000,2863,192423,67,SEGUNDO,VILLA LURO,10
Chivilcoy,375,810000,54432000,2160,145152,67,SEGUNDO,VILLA DEVOTO NORTE,11
Jorge Newbery,823,450000,30240000,547,36744,67,SEGUNDO,CHACARITA,15
Combate de los Pozos,360,900000,57600000,2500,160000,64,SEGUNDO,SAN CRISTOBAL,3
Argerich,172,620000,39680000,3605,230698,64,SEGUNDO,VILLA DEL PARQUE,11
Bahia Blanca al 1300,1231,1800000,115200000,1462,93582,64,SEGUNDO,FLORESTA,10
Av. Caseros al 900,305,750000,48000000,2459,157377,64,SEGUNDO,CONSTITUCION,1
"LAMARCA, EMILIO",110,395000,25280000,3591,229818,64,SEGUNDO,VILLA DEVOTO NORTE,11
"BALBIN, RICARDO, DR.",425,780000,49920000,1835,117459,64,SEGUNDO,SAAVEDRA,12
THAMES,1004,2500000,160000000,2490,159363,64,SEGUNDO,PALERMO,14
Tamborinii,203,180000,12510000,887,61626,70,SEGUNDO,VILLA URQUIZA,12
MONTIEL 2536,327,370000,23587500,1131,72133,64,PRIMER,MATADEROS,9
Av. Cramer al 2700,744,4300000,298850000,5780,401680,70,SEGUNDO,BELGRANO,13
Dean Funes 1000,306,490000,32928000,1601,107608,67,SEGUNDO,SAN CRISTOBAL,3
AV INDEPENDENCIA,436,1680000,116760000,3853,267798,70,SEGUNDO,ALMAGRO,5
ARTIGAS,552,850000,57120000,1540,103478,67,SEGUNDO,FLORES NORTE,7
Av Alberdi,230,250000,17375000,1087,75543,70,SEGUNDO,VILLA LURO,10
EUSTOQUI FRIAS GRAL,224,790000,53088000,3527,237000,67,SEGUNDO,VILLA CRESPO,15
Viamonte,1850,1850000,128575000,1000,69500,70,SEGUNDO,SAN NICOLAS,1
CORDOBA 6000,430,3500000,280000000,8140,651163,80,CUARTO,CHACARITA,15
Del Temple,120,265000,16960000,2208,141333,64,SEGUNDO,PARQUE CHAS,15
ELCANO 5000,119,175000,14000000,1471,117647,80,CUARTO,PATERNAL,15
PUJOL 1000,249,600000,38400000,2410,154217,64,SEGUNDO,CABALLITO,6
CASTILLO,177,530000,35616000,2994,201220,67,SEGUNDO,CHACARITA,15
Estomba al 4200,153,250000,17375000,1634,113562,70,SEGUNDO,SAAVEDRA,12
Directorio Avda,370,600000,41700000,1622,112703,70,SEGUNDO,PARQUE AVELLANEDA,9
Chile 2953 (D. Funes - La Rioja),256,630000,43785000,2461,171035,70,SEGUNDO,BALVANERA,3
CORDOBA,226,1500000,104250000,6637,461283,70,SEGUNDO,VILLA CRESPO,15
MASON,226,589000,40935500,2606,181131,70,SEGUNDO,PALERMO,14
Cochabamba al 3300,250,250000,16800000,1000,67200,67,SEGUNDO,BOEDO,5
AIZPURUA,181,400000,25600000,2210,141436,64,SEGUNDO,VILLA URQUIZA,12
MEXICO al 2800,238,380000,24320000,1597,102185,64,SEGUNDO,BALVANERA,3
Garibaldi,950,500000,34750000,526,36579,70,SEGUNDO,BOCA,4
Humberto Primo,350,380000,24320000,1086,69486,64,SEGUNDO,SAN CRISTOBAL,3
WARNES,241,789999,54904930,3278,227821,70,SEGUNDO,VILLA CRESPO,15
SERRANO,389,630000,40320000,1620,103650,64,SEGUNDO,VILLA CRESPO,15
Saavedra,598,1170000,74880000,1957,125257,64,SEGUNDO,SAN CRISTOBAL,3
CAMPILLO,193,390000,24960000,2021,129326,64,SEGUNDO,PARQUE CHAS,15
Amenabar,205,1180000,82010000,5756,400049,70,SEGUNDO,COLEGIALES,13
"LOPEZ, CARLOS ANTONIO",208,400000,25600000,1923,123077,64,SEGUNDO,VILLA PUEYRREDON,12
BARTOLOMÉ MITRE  AL 4200,580,2100000,134400000,3621,231724,64,SEGUNDO,ALMAGRO,5
"SALGUERO, JERONIMO 1400",201,460000,29325000,2289,145896,64,TERCER,PALERMO,14
COSTA RICA,186,550000,38225000,2957,205511,70,SEGUNDO,PALERMO,14
Donizetti 100,1469,1300000,87360000,885,59469,67,SEGUNDO,VILLA LURO,10
CULPINA,132,129000,8965500,977,67920,70,SEGUNDO,FLORES SUR,7
"NEWBERY, JORGE 4500",270,530000,33787500,1963,125139,64,PRIMER,CHACARITA,15
SARANDI,192,570000,38304000,2969,199500,67,SEGUNDO,BALVANERA,3
Dr. Luis Belaustegui al 1200,71,275000,19112500,3873,269190,70,SEGUNDO,CABALLITO,6
Juan A Garcia,120,250000,17375000,2083,144792,70,SEGUNDO,MONTE CASTRO,10
Aranguren  2300,196,450000,30240000,2296,154286,67,SEGUNDO,FLORES NORTE,7
MONROE,273,2300000,147200000,8425,539194,64,SEGUNDO,COGHLAN,12
ALBARIÑO2000,626,395000,25280000,631,40383,64,SEGUNDO,MATADEROS,9
dean funes,249,310000,21545000,1245,86526,70,SEGUNDO,BALVANERA,3
HELGUERA,285,420000,28224000,1474,99032,67,SEGUNDO,AGRONOMIA,15
G De Helguera,173,560000,35840000,3237,207168,64,SEGUNDO,VILLA DEL PARQUE,11
Baez,191,700000,47040000,3665,246283,67,SEGUNDO,PALERMO,14
General Hornos al 1300,3300,9000000,604800000,2727,183273,67,SEGUNDO,BARRACAS ESTE,4
Thames 50,432,765000,51408000,1771,119000,67,SEGUNDO,VILLA CRESPO,15
Av. Nazca 5500,229,390000,27105000,1703,118362,70,SEGUNDO,VILLA PUEYRREDON,12
Colombres al 100,458,1600000,111200000,3493,242795,70,SEGUNDO,ALMAGRO,5
Lopez Buchardo Carlo,258,440000,28160000,1705,109147,64,SEGUNDO,SAAVEDRA,12
SANABRIA,1208,1400000,94080000,1159,77881,67,SEGUNDO,FLORESTA,10
Alberdi y Carabobo,334,1150000,73600000,3443,220359,64,SEGUNDO,FLORES NORTE,7
