,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
459,"GONZALEZ, JOAQUIN V. 2600",131,230000,18400000,1756,140458,80,CUARTO,MONTE CASTRO,10
7826,LIBERTAD 52,171,530000,35616000,3099,208281,67,SEGUNDO,RETIRO,1
980,CHARLONE 800,192,495000,31556250,2578,164355,64,PRIMER,CHACARITA,15
3579,CASTRO BARROS,1281,1190000,76160000,929,59454,64,SEGUNDO,BOEDO,5
4903,Av F De Olazabal,1147,1350000,93825000,1177,81800,70,SEGUNDO,BELGRANO,13
8453,TEODORO VILARDEBO al 2100,210,430000,28896000,2048,137600,67,SEGUNDO,VILLA DEL PARQUE,11
9074,Manuel Artigas,398,590000,39648000,1482,99618,67,SEGUNDO,MATADEROS,9
4021,Av. Colonia,225,350000,22400000,1556,99556,64,SEGUNDO,PARQUE PATRICIOS,4
165,CHARCAS 3100,36,124335,9946800,3454,276300,80,CUARTO,RECOLETA,2
764,"PERON, JUAN DOMINGO, TTE.",237,703000,44992000,2966,189840,64,SEGUNDO,SAN NICOLAS,1
3266,Zamudio 4525,1410,980000,62720000,695,44482,64,SEGUNDO,VILLA PUEYRREDON,12
2136,Av. Monroe y Libertador,254,1600000,102400000,6299,403150,64,SEGUNDO,BELGRANO,13
7485,VIAMONTE,290,1390000,93408000,4793,322097,67,SEGUNDO,SAN NICOLAS,1
5111,fitz roy al 2000,700,3800000,264100000,5429,377286,70,SEGUNDO,PALERMO,14
8097,Balboa al 400,1050,2000000,134400000,1905,128000,67,SEGUNDO,PATERNAL,15
2859,Superi 4800,374,545000,34880000,1457,93262,64,SEGUNDO,SAAVEDRA,12
2917,Dr N Repetto,363,750000,48000000,2066,132231,64,SEGUNDO,VILLA CRESPO,15
7755,Humboldt,483,4200000,282240000,8696,584348,67,SEGUNDO,PALERMO,14
1730,Anchorena al 700,444,990000,63360000,2230,142703,64,SEGUNDO,BALVANERA,3
8251,Castillo 1100,167,425000,28560000,2545,171018,67,SEGUNDO,VILLA CRESPO,15
5645,Castro Barros al 1400,1581,900000,62550000,569,39564,70,SEGUNDO,BOEDO,5
248,BARZANA 1000,216,460000,36800000,2130,170370,80,CUARTO,PARQUE CHAS,15
8975,Pergamino,404,500000,33600000,1238,83168,67,SEGUNDO,FLORESTA,10
8500,Alvarez Thomas,230,589000,39580800,2561,172090,67,SEGUNDO,VILLA ORTUZAR,15
9928,TEJEDOR 800,244,240000,15300000,984,62705,64,TERCER,PARQUE CHACABUCO,7
858,CIUDAD DE LA PAZ 100,175,900000,57375000,5143,327857,64,PRIMER,PALERMO,14
7850,ARANGUREN JUAN F. DR.,152,400000,26880000,2632,176842,67,SEGUNDO,CABALLITO,6
1089,ACOYTE,121,380000,24320000,3140,200992,64,SEGUNDO,VILLA CRESPO,15
6247,Camacua,378,700000,48650000,1852,128704,70,SEGUNDO,FLORES NORTE,7
1870,Luis Saenz Peña 1000,282,350000,22400000,1241,79433,64,SEGUNDO,CONSTITUCION,1
6644,Asuncion,355,400000,27800000,1127,78310,70,SEGUNDO,VILLA DEVOTO SUR,11
9605,Crisostomo Alvarez,168,120000,8064000,714,48000,67,SEGUNDO,VILLA LUGANO,8
8198,Ruiz Huidobro,295,295000,19824000,1000,67200,67,SEGUNDO,SAAVEDRA,12
1867,Brasil al 1400,1484,2900000,185600000,1954,125067,64,SEGUNDO,CONSTITUCION,1
3019,LOYOLA al 300,235,1000000,64000000,4255,272340,64,SEGUNDO,VILLA CRESPO,15
6873,Pedro Moran al 3600,337,700000,48650000,2077,144362,70,SEGUNDO,VILLA DEVOTO NORTE,11
2492,HIDALGO 600,1447,3800000,243200000,2626,168072,64,SEGUNDO,CABALLITO,6
10275,WHITE 4700,192,155000,9881250,807,51465,64,TERCER,PARQUE AVELLANEDA,9
3728,"DEL CARRIL, SALVADOR M. AVDA.",600,950000,60800000,1583,101333,64,SEGUNDO,FLORESTA,10
1554,TANDIL,228,460000,29440000,2018,129123,64,SEGUNDO,PARQUE AVELLANEDA,9
570,"CARRILLO, RAMON, DR. 100",426,170000,13600000,399,31925,80,CUARTO,BARRACAS ESTE,4
8644,Dr P I Rivera,400,1650000,110880000,4125,277200,67,SEGUNDO,VILLA URQUIZA,12
1508,CONCORDIA 1100,660,1200000,76500000,1818,115909,64,PRIMER,VILLA SANTA RITA,11
4454,Granaderos al 700,369,600000,38400000,1626,104065,64,SEGUNDO,FLORES NORTE,7
8146,Crisologo Larralde,255,595000,39984000,2333,156800,67,SEGUNDO,SAAVEDRA,12
10126,CULPINA 800,294,180000,11475000,612,39031,64,TERCER,FLORES SUR,7
7,LINIERS VIRREY 300,820,325000,26000000,396,31707,80,CUARTO,ALMAGRO,5
8436,Nogoya,208,780000,52416000,3750,252000,67,SEGUNDO,VILLA DEL PARQUE,11
3933,Av. Saenz al 1400,3400,2650000,169600000,779,49882,64,SEGUNDO,NUEVA POMPEYA,4
1503,"BARROS PAZOS, JOSE",307,190000,12160000,619,39609,64,SEGUNDO,VILLA RIACHUELO,8
3047,Aguirre 1000,289,645000,41280000,2232,142837,64,SEGUNDO,VILLA CRESPO,15
7786,Paraguay,305,1050000,70560000,3443,231344,67,SEGUNDO,PALERMO,14
9626,Boyaca,485,1280000,86016000,2639,177353,67,SEGUNDO,FLORES NORTE,7
8392,Av A Alvarez Jonte,264,370000,24864000,1402,94182,67,SEGUNDO,VILLA DEL PARQUE,11
8063,AVALOS,286,390000,26208000,1364,91636,67,SEGUNDO,PARQUE CHAS,15
9628,Camacua,378,700000,47040000,1852,124444,67,SEGUNDO,FLORES NORTE,7
4743,constitución al 1700,1484,2400000,166800000,1617,112399,70,SEGUNDO,CONSTITUCION,1
8965,J V Gonzalez,412,389000,26140800,944,63449,67,SEGUNDO,FLORESTA,10
6582,ARGERICH,142,500000,34750000,3521,244718,70,SEGUNDO,VILLA DEL PARQUE,11
1607,Sanchez Bustamante 865,837,1900000,121600000,2270,145281,64,SEGUNDO,ALMAGRO,5
8702,Pedro Ignacio Rivera,402,675000,45360000,1679,112836,67,SEGUNDO,VILLA URQUIZA,12
1288,CAMPANA,225,490000,31360000,2178,139378,64,SEGUNDO,VILLA DEVOTO NORTE,11
7633,CONGRESO,177,840000,56448000,4746,318915,67,SEGUNDO,NUÑEZ,13
2836,Machaín,141,230000,14720000,1631,104397,64,SEGUNDO,SAAVEDRA,12
7204,Venezuela,505,649000,43612800,1285,86362,67,SEGUNDO,ALMAGRO,5
3628,Av. Chiclana y Av. Caseros,553,1740000,111360000,3146,201374,64,SEGUNDO,BOEDO,5
5811,MURGUIONDO,433,780000,54210000,1801,125196,70,SEGUNDO,LINIERS,9
6698,AVENIDA DE LOS CONSTITUYENTES  5988,355,520000,36140000,1465,101803,70,SEGUNDO,VILLA PUEYRREDON,12
3543,Irala,227,145000,9280000,639,40881,64,SEGUNDO,BOCA,4
4147,LUIS VIALE,271,420000,26880000,1550,99188,64,SEGUNDO,VILLA GRAL. MITRE,11
5013,Vuelta De Obligado,300,1050000,72975000,3500,243250,70,SEGUNDO,NUÑEZ,13
7316,Zelaya al 3100,345,470000,31584000,1362,91548,67,SEGUNDO,BALVANERA,3
4729,Carlos Calvo  1600,396,380000,26410000,960,66692,70,SEGUNDO,CONSTITUCION,1
1336,ARROTEA 600,247,205000,13068750,830,52910,64,PRIMER,FLORES SUR,7
8004,SANTOS DUMONT,330,520000,34944000,1576,105891,67,SEGUNDO,CHACARITA,15
8621,BLANCO ENCALADA 5400,227,860000,57792000,3789,254590,67,SEGUNDO,VILLA URQUIZA,12
9155,R Alcaraz,299,350000,23520000,1171,78662,67,SEGUNDO,MONTE CASTRO,10
6087,Av D Olivera,193,400000,27800000,2073,144041,70,SEGUNDO,VELEZ SARSFIELD,10
2381,CARRANZA ANGEL J.,143,440000,28160000,3077,196923,64,SEGUNDO,PALERMO,14
5109,Scalabrini Ortiz,205,1300000,90350000,6341,440732,70,SEGUNDO,PALERMO,14
876,GOROSTIAGA 2000,360,3000000,191250000,8333,531250,64,PRIMER,PALERMO,14
1664,ROCAMORA,230,610000,39040000,2652,169739,64,SEGUNDO,ALMAGRO,5
2515,F Doblas,276,1450000,92800000,5256,336415,64,SEGUNDO,CABALLITO,6
10089,ACHEGA,428,416000,26624000,972,62206,64,SEGUNDO,VILLA URQUIZA,12
5374,Thorne 500,328,449000,31205500,1369,95139,70,SEGUNDO,PARQUE CHACABUCO,7
3943,Dekay,262,260000,16640000,992,63511,64,SEGUNDO,NUEVA POMPEYA,4
1692,Venezuela,1235,1300000,83200000,1053,67368,64,SEGUNDO,ALMAGRO,5
2113,Monroe al 2700,750,4300000,275200000,5733,366933,64,SEGUNDO,BELGRANO,13
6202,Au Tte Gral Luis J Dellepiane,6700,4990000,346805000,745,51762,70,SEGUNDO,PARQUE AVELLANEDA,9
8459,Av F Beiro,237,870000,58464000,3671,246684,67,SEGUNDO,VILLA DEVOTO SUR,11
10229,"JUSTO, JUAN B.",213,700000,44800000,3286,210329,64,SEGUNDO,VILLA GRAL. MITRE,11
9823,CONGRESO 3100,386,990000,63112500,2565,163504,64,TERCER,NUÑEZ,13
2436,Paraguay,485,1600000,102400000,3297,210986,64,SEGUNDO,RETIRO,1
9802,ARCOS 2800,712,1900000,121125000,2668,170119,64,TERCER,BELGRANO,13
9558,A Moreto,320,199000,13372800,622,41790,67,SEGUNDO,PARQUE AVELLANEDA,9
9919,CESPEDES 3600,280,930000,59287500,3321,211741,64,TERCER,CHACARITA,15
9156,R Alcaraz,412,450000,30240000,1092,73398,67,SEGUNDO,MONTE CASTRO,10
6122,Av Lope De Vega,170,490000,34055000,2882,200324,70,SEGUNDO,VILLA LURO,10
9186,E. Cnel. Bonorino al 3200,253,180000,12096000,711,47810,67,SEGUNDO,NUEVA POMPEYA,4
3898,Arregui 4600,331,340000,21760000,1027,65740,64,SEGUNDO,MONTE CASTRO,10
7107,DR JOSE I. DE LA ROSA 6936,324,129900,9028050,401,27864,70,SEGUNDO,VILLA LUGANO,8
9230,Cortejarena,262,180000,12096000,687,46168,67,SEGUNDO,PARQUE PATRICIOS,4
4575,Medrano,200,650000,45175000,3250,225875,70,SEGUNDO,ALMAGRO,5
4026,MONASTERIO 100,262,490000,31360000,1870,119695,64,SEGUNDO,PARQUE PATRICIOS,4
6964,Manuel B Gallardo,2148,1300000,90350000,605,42062,70,SEGUNDO,VERSALLES,10
1517,NAZCA,2400,1200000,76800000,500,32000,64,SEGUNDO,VILLA SANTA RITA,11
6514,LOYOLA al 300,235,800000,55600000,3404,236596,70,SEGUNDO,VILLA CRESPO,15
6805,Ceretti,219,390000,27105000,1781,123767,70,SEGUNDO,VILLA URQUIZA,12
3174,Tinogasta,824,1350000,86400000,1638,104854,64,SEGUNDO,VILLA DEVOTO SUR,11
6003,DEAN FUNES,554,980000,68110000,1769,122942,70,SEGUNDO,PARQUE PATRICIOS,4
2712,AVALOS,286,390000,24960000,1364,87273,64,SEGUNDO,PARQUE CHAS,15
1958,Av Entre Rios 1500,578,900000,57600000,1557,99654,64,SEGUNDO,SAN CRISTOBAL,3
2831,Pinto 4315  | USAM,132,350000,22400000,2652,169697,64,SEGUNDO,SAAVEDRA,12
1231,GIRARDOT,501,590000,37760000,1178,75369,64,SEGUNDO,VILLA ORTUZAR,15
5879,ARAUJO,2019,1150000,79925000,570,39586,70,SEGUNDO,MATADEROS,9
10213,"PORCEL DE PERALTA, MANUEL 500",316,498000,31747500,1576,100467,64,TERCER,VERSALLES,10
8330,Loyola al 800,150,500000,33600000,3333,224000,67,SEGUNDO,VILLA CRESPO,15
104,VIDAL 2766,457,699000,55920000,1530,122363,80,CUARTO,BELGRANO,13
7690,Avenida Indalecio Chenaut al al 1800,370,2150000,144480000,5811,390486,67,SEGUNDO,PALERMO,14
1105,CAMARGO,234,900000,57600000,3846,246154,64,SEGUNDO,VILLA CRESPO,15
1547,DIRECTORIO,466,830000,53120000,1781,113991,64,SEGUNDO,PARQUE AVELLANEDA,9
3167,Cantilo entre Allende y Benito Juarez,1104,2300000,147200000,2083,133333,64,SEGUNDO,VILLA DEVOTO SUR,11
10250,"JUSTO, JUAN B. 6200",850,1100000,70125000,1294,82500,64,TERCER,VILLA SANTA RITA,11
8526,Guevara al 1300,370,500000,33600000,1351,90811,67,SEGUNDO,VILLA ORTUZAR,15
1696,Sanchez de Bustamante 500,217,650000,41600000,2995,191705,64,SEGUNDO,ALMAGRO,5
2509,DIAZ VELEZ,1287,3700000,236800000,2875,183994,64,SEGUNDO,CABALLITO,6
4097,Roma al 900,412,390000,24960000,947,60583,64,SEGUNDO,VERSALLES,10
2356,Paraguay al 4800,331,1490000,95360000,4502,288097,64,SEGUNDO,PALERMO,14
9323,Lascano,350,350000,23520000,1000,67200,67,SEGUNDO,VERSALLES,10
112,SUPERI 2522,253,330000,26400000,1304,104348,80,CUARTO,COGHLAN,12
8629,Ceretti,225,515000,34608000,2289,153813,67,SEGUNDO,VILLA URQUIZA,12
8734,Chivilcoy al 4900,338,499000,33532800,1476,99209,67,SEGUNDO,VILLA DEVOTO NORTE,11
674,JUJUY 200,225,520000,33150000,2311,147333,64,PRIMER,BALVANERA,3
1041,DE LOS CONSTITUYENTES 3600,252,590000,37612500,2341,149256,64,PRIMER,PARQUE CHAS,15
1467,ROMA,412,390000,24960000,947,60583,64,SEGUNDO,VERSALLES,10
6556,F Llavallol,375,470000,32665000,1253,87107,70,SEGUNDO,VILLA DEL PARQUE,11
4158,A MargariÑos Cervantes,448,380000,24320000,848,54286,64,SEGUNDO,VILLA LURO,10
7335,Constitucion Al al 1500,194,330000,22176000,1701,114309,67,SEGUNDO,CONSTITUCION,1
8861,Cochabamba al 3300,85,260000,17472000,3059,205553,67,SEGUNDO,BOEDO,5
5324,CONCEPCION ARENAL,240,330000,22935000,1375,95562,70,SEGUNDO,CHACARITA,15
7918,Neuquen al 500,520,1580000,106176000,3038,204185,67,SEGUNDO,CABALLITO,6
119,ZABALA 3401,177,400000,32000000,2260,180791,80,CUARTO,COLEGIALES,13
7427,Humberto 1º al 2600,339,685000,46032000,2021,135788,67,SEGUNDO,SAN CRISTOBAL,3
5746,Bahia Blanca,352,520000,36140000,1477,102670,70,SEGUNDO,FLORESTA,10
8364,Thames,226,699000,46972800,3093,207844,67,SEGUNDO,VILLA CRESPO,15
4167,Poeta Leopardi,328,330000,21120000,1006,64390,64,SEGUNDO,VILLA LURO,10
6005,15 DE NOVIEMBRE DE 1889,346,450000,31275000,1301,90390,70,SEGUNDO,PARQUE PATRICIOS,4
3262,Av. Mosconi,169,550000,35200000,3254,208284,64,SEGUNDO,VILLA PUEYRREDON,12
4221,Av. Lope de Vega al 2600,411,750000,48000000,1825,116788,64,SEGUNDO,VILLA REAL,10
1825,Combate De Los Pozos,149,650000,41600000,4362,279195,64,SEGUNDO,BALVANERA,3
9502,LLAVALLOL,150,230000,15456000,1533,103040,67,SEGUNDO,VILLA SANTA RITA,11
9786,DEFENSA 1600,438,1100000,70125000,2511,160103,64,TERCER,SAN TELMO,1
644,ROCAMORA 4400,267,790000,50362500,2959,188624,64,PRIMER,ALMAGRO,5
8616,B Aizpurua,187,460000,30912000,2460,165305,67,SEGUNDO,VILLA URQUIZA,12
9627,BUFANO ALFREDO R.,134,349000,23452800,2604,175021,67,SEGUNDO,FLORES NORTE,7
7435,La Rioja al 900,250,850000,57120000,3400,228480,67,SEGUNDO,SAN CRISTOBAL,3
3820,Manuel Artigas,240,400000,25600000,1668,106720,64,SEGUNDO,MATADEROS,9
648,YATAY 100,1700,870000,55462500,512,32625,64,PRIMER,ALMAGRO,5
2840,Ramallo 3657,375,449000,28736000,1197,76629,64,SEGUNDO,SAAVEDRA,12
5108,Costa Rica al 5400,1638,1370000,95215000,836,58129,70,SEGUNDO,PALERMO,14
3316,D Cullen,400,795000,50880000,1988,127200,64,SEGUNDO,VILLA URQUIZA,12
3687,Yerbal 3700,1879,2250000,144000000,1197,76637,64,SEGUNDO,FLORESTA,10
9635,Culpina,280,500000,33600000,1786,120000,67,SEGUNDO,FLORES NORTE,7
9669,Pedernera,561,1300000,87360000,2317,155722,67,SEGUNDO,FLORES NORTE,7
8754,Lavallol,139,330000,22176000,2374,159540,67,SEGUNDO,VILLA DEVOTO NORTE,11
4035,SEGUROLA  Y SAN BLAS,203,450000,28800000,2217,141872,64,SEGUNDO,VELEZ SARSFIELD,10
6116,Avenida Juan Bautista Alberdi,202,380000,26410000,1881,130743,70,SEGUNDO,VILLA LURO,10
1988,Pavon,314,400000,25600000,1274,81529,64,SEGUNDO,SAN CRISTOBAL,3
9826,DEL LIBERTADOR 8100,322,2600000,165750000,8074,514752,64,TERCER,NUÑEZ,13
1510,"JUSTO, JUAN B.",1989,4500000,288000000,2262,144796,64,SEGUNDO,VILLA SANTA RITA,11
4947,Ciudad de la Paz,420,1800000,125100000,4286,297857,70,SEGUNDO,COLEGIALES,13
5671,Colombres,150,320000,22240000,2133,148267,70,SEGUNDO,BOEDO,5
1537,SAN ANTONIO 1000,434,290000,18487500,668,42598,64,PRIMER,BARRACAS ESTE,4
45,CHILE 2300,333,385000,30800000,1156,92492,80,CUARTO,BALVANERA,3
3353,Pje Beethoven,182,290000,18560000,1593,101978,64,SEGUNDO,VILLA URQUIZA,12
3604,COLOMBRES,1947,829900,53113600,426,27280,64,SEGUNDO,BOEDO,5
4699,Tucuman,302,850000,59075000,2815,195613,70,SEGUNDO,BALVANERA,3
1458,RIO GRANDE,390,400000,25600000,1026,65641,64,SEGUNDO,VELEZ SARSFIELD,10
9615,Av San Pedrito,220,600000,40320000,2727,183273,67,SEGUNDO,FLORES NORTE,7
9708,YATAY 100,220,370000,23587500,1682,107216,64,TERCER,ALMAGRO,5
4408,Crisostomo Alvarez,168,120000,7680000,714,45714,64,SEGUNDO,VILLA LUGANO,8
1472,CAMARONES,291,280000,17920000,962,61581,64,SEGUNDO,VILLA GRAL. MITRE,11
4457,Paez,148,290000,18560000,1959,125405,64,SEGUNDO,FLORES NORTE,7
8087,MORLOTE 900,409,590000,39648000,1443,96939,67,SEGUNDO,PARQUE CHAS,15
9963,JARAMILLO 2900,131,450000,28687500,3435,218988,64,TERCER,SAAVEDRA,12
2951,Ferrari 318,132,360000,23040000,2727,174545,64,SEGUNDO,VILLA CRESPO,15
7628,CAMPOS SALLES,247,630000,42336000,2551,171401,67,SEGUNDO,NUÑEZ,13
9214,Av Jujuy,201,900000,60480000,4478,300896,67,SEGUNDO,PARQUE PATRICIOS,4
1207,MELINCUE,356,1100000,70400000,3090,197753,64,SEGUNDO,VILLA DEL PARQUE,11
1153,LOYOLA,235,995000,63680000,4234,270979,64,SEGUNDO,VILLA CRESPO,15
10202,LACARRA 100,364,600000,38250000,1648,105082,64,TERCER,VELEZ SARSFIELD,10
4430,GAVILAN,358,530000,33920000,1480,94749,64,SEGUNDO,FLORES NORTE,7
8283,GURRUCHAGA,122,390000,26208000,3197,214820,67,SEGUNDO,VILLA CRESPO,15
4647,Bartolome Mitre,1700,3300000,229350000,1941,134912,70,SEGUNDO,BALVANERA,3
7044,Melincué al 5500,301,310000,21545000,1030,71578,70,SEGUNDO,VILLA REAL,10
3364,Tomas A. Le Breton,278,730000,46720000,2626,168058,64,SEGUNDO,VILLA URQUIZA,12
2314,MANSILLA LUCIO N. GRAL.,148,750000,48000000,5068,324324,64,SEGUNDO,PALERMO,14
2331,CABRERA,378,899000,57536000,2378,152212,64,SEGUNDO,PALERMO,14
9333,Apolinario Figueroa,285,560000,37632000,1965,132042,67,SEGUNDO,VILLA GRAL. MITRE,11
6638,Cantilo entre Allende y Benito Juarez,1104,2300000,159850000,2083,144792,70,SEGUNDO,VILLA DEVOTO SUR,11
4187,Av Gdor E Castro,168,390000,24960000,2321,148571,64,SEGUNDO,VILLA LURO,10
7076,Tres Arroyos,635,1500000,104250000,2362,164173,70,SEGUNDO,VILLA SANTA RITA,11
10058,"ALVAREZ, THOMAS",251,390000,24960000,1554,99442,64,SEGUNDO,VILLA ORTUZAR,15
7005,Av. Rivadavia 9500,287,530000,36835000,1847,128345,70,SEGUNDO,VILLA LURO,10
