DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
CORRIENTES,935,2350000,157920000,2513,168898,67,SEGUNDO,VILLA CRESPO,15
DE LOS CONSTITUYENTES 5100,67,180000,14400000,2687,214925,80,CUARTO,VILLA URQUIZA,12
Tronador al 800,298,1050000,70560000,3523,236779,67,SEGUNDO,VILLA ORTUZAR,15
Sanchez Bustamante 865,837,1900000,127680000,2270,152545,67,SEGUNDO,ALMAGRO,5
M Acosta,450,250000,16000000,556,35556,64,SEGUNDO,FLORES SUR,7
Mercedes 300,184,199000,13372800,1082,72678,67,SEGUNDO,FLORESTA,10
POLA,352,630000,40320000,1790,114545,64,SEGUNDO,LINIERS,9
E. Cnel. Bonorino al 3200,253,180000,12096000,711,47810,67,SEGUNDO,NUEVA POMPEYA,4
COLOMBRES,1947,829900,53113600,426,27280,64,SEGUNDO,BOEDO,5
CONESA 2900,195,600000,38250000,3077,196154,64,TERCER,BELGRANO,13
Martin Rodriguez,332,145000,9744000,437,29349,67,SEGUNDO,BOCA,4
Av. Varela,307,415000,26560000,1352,86515,64,SEGUNDO,FLORES SUR,7
JUJUY 500,311,1100000,70125000,3537,225482,64,TERCER,BALVANERA,3
Baradero,328,350000,24325000,1067,74162,70,SEGUNDO,FLORESTA,10
Godoy Cruz,216,660000,45870000,3056,212361,70,SEGUNDO,VILLA CRESPO,15
MÉXICO,109,450000,30240000,4128,277431,67,SEGUNDO,BALVANERA,3
Madariaga al 6300,508,290000,20155000,571,39675,70,SEGUNDO,VILLA RIACHUELO,8
3800 JARAMILLO,141,460000,31970000,3262,226738,70,SEGUNDO,SAAVEDRA,12
YRIGOYEN HIPOLITO,488,550000,38225000,1127,78330,70,SEGUNDO,BALVANERA,3
VENEZUELA 900,874,1800000,114750000,2060,131293,64,TERCER,MONTSERRAT,1
MONTIEL 2866,104,130000,8320000,1250,80000,64,SEGUNDO,MATADEROS,9
Chacabuco,233,500000,33600000,2146,144206,67,SEGUNDO,SAN TELMO,1
Batalla del Pari,135,370000,25715000,2741,190481,70,SEGUNDO,PATERNAL,15
15 De Noviembre 1889,318,280000,17920000,881,56352,64,SEGUNDO,CONSTITUCION,1
MEXICO 1400,240,750000,47812500,3125,199219,64,PRIMER,MONTSERRAT,1
Donizetti,202,515000,34608000,2550,171327,67,SEGUNDO,VILLA LURO,10
Baradero al 200,210,340000,23630000,1619,112524,70,SEGUNDO,FLORESTA,10
Jose Cubas,329,595000,41352500,1809,125691,70,SEGUNDO,VILLA PUEYRREDON,12
Puerto De Palos,432,250000,17375000,579,40220,70,SEGUNDO,BOCA,4
SUNCHALES 721,170,250000,20000000,1471,117647,80,CUARTO,VILLA CRESPO,15
Nogoya 2800,290,600000,41700000,2069,143793,70,SEGUNDO,VILLA DEL PARQUE,11
VALDENEGRO,552,650000,41600000,1178,75362,64,SEGUNDO,SAAVEDRA,12
PUAN,220,640000,43008000,2909,195491,67,SEGUNDO,PARQUE CHACABUCO,7
Pilar y Tonelero,208,460000,31970000,2212,153702,70,SEGUNDO,LINIERS,9
PICHINCHA 970,293,550000,38225000,1877,130461,70,SEGUNDO,SAN CRISTOBAL,3
Boedo,192,800000,53760000,4167,280000,67,SEGUNDO,ALMAGRO,5
PIERES,1040,970000,67415000,933,64822,70,SEGUNDO,MATADEROS,9
Del Temple,156,327000,21974400,2096,140862,67,SEGUNDO,PARQUE CHAS,15
Entre Rios,212,930000,62496000,4386,294737,67,SEGUNDO,BALVANERA,3
BOLIVAR 652,449,550000,44000000,1225,97996,80,CUARTO,MONTSERRAT,1
Del Bañado,217,220000,14080000,1014,64885,64,SEGUNDO,NUEVA POMPEYA,4
Zelada,131,178000,11392000,1359,86962,64,SEGUNDO,VILLA LURO,10
J Bonifacio,167,279900,18809280,1676,112630,67,SEGUNDO,FLORESTA,10
CHICLANA 3929 -,550,1750000,112000000,3182,203636,64,SEGUNDO,BOEDO,5
Av Del Carril,150,280000,19460000,1867,129733,70,SEGUNDO,VILLA PUEYRREDON,12
Nazca 2400,467,890000,59808000,1906,128069,67,SEGUNDO,VILLA DEL PARQUE,11
CASTILLO 100,196,629000,40098750,3209,204586,64,TERCER,VILLA CRESPO,15
PARAGUAY,205,1300000,90350000,6341,440732,70,SEGUNDO,PALERMO,14
CESPEDES 3800,234,380000,30400000,1624,129914,80,CUARTO,CHACARITA,15
avda juan bautista alberdi,447,565000,37968000,1264,84940,67,SEGUNDO,MATADEROS,9
Lugones 4400,259,375000,26062500,1448,100627,70,SEGUNDO,SAAVEDRA,12
Le Bretón 4300,120,590000,39648000,4917,330400,67,SEGUNDO,VILLA URQUIZA,12
LAVALLE,302,1900000,121600000,6291,402649,64,SEGUNDO,SAN NICOLAS,1
Luzuriaga,144,120000,8064000,833,56000,67,SEGUNDO,BARRACAS ESTE,4
PIERES 500,260,290000,18487500,1115,71106,64,PRIMER,LINIERS,9
MOLDES,123,730000,46720000,5935,379837,64,SEGUNDO,NUÑEZ,13
Estomba,225,680000,47260000,3022,210044,70,SEGUNDO,SAAVEDRA,12
LAVALLEJA,2400,1290000,82560000,538,34400,64,SEGUNDO,PALERMO,14
GARIBALDI 1500,250,90000,7200000,360,28800,80,CUARTO,BOCA,4
RAMON FALCON,151,400000,25600000,2649,169536,64,SEGUNDO,FLORES NORTE,7
BILLINGHURST,400,830000,57685000,2075,144212,70,SEGUNDO,ALMAGRO,5
"GALLARDO ANGEL, AVDA. 500",535,2500000,160000000,4673,299065,64,SEGUNDO,VILLA CRESPO,15
Ignacio Nuñez,210,420000,26880000,2000,128000,64,SEGUNDO,SAAVEDRA,12
Av. La Plata 2000,386,450000,28800000,1166,74611,64,SEGUNDO,PARQUE CHACABUCO,7
"Peron, Eva Av.",425,320000,22240000,753,52329,70,SEGUNDO,MATADEROS,9
Julian Alvarez,195,585000,40657500,3000,208500,70,SEGUNDO,VILLA CRESPO,15
Julian Alvarez 890,217,1300000,83200000,5991,383410,64,SEGUNDO,VILLA CRESPO,15
Superi 1219,250,700000,47040000,2800,188160,67,SEGUNDO,COLEGIALES,13
Araoz,259,875000,56000000,3378,216216,64,SEGUNDO,VILLA CRESPO,15
CANTILO,1004,2000000,128000000,1992,127490,64,SEGUNDO,VILLA DEVOTO SUR,11
24 De Noviembre,250,350000,23520000,1400,94080,67,SEGUNDO,SAN CRISTOBAL,3
Venezuela,111,195000,12480000,1757,112432,64,SEGUNDO,BALVANERA,3
Einstein,2013,1000000,64000000,497,31793,64,SEGUNDO,NUEVA POMPEYA,4
Av. Ricardo Balbin,425,730000,50735000,1718,119376,70,SEGUNDO,SAAVEDRA,12
CASTILLO,230,570000,39615000,2478,172239,70,SEGUNDO,CHACARITA,15
LOYOLA,351,960000,61440000,2735,175043,64,SEGUNDO,VILLA CRESPO,15
DONIZETTI 100,1464,1290000,103200000,881,70492,80,CUARTO,VILLA LURO,10
"NAON, ROMULO 4000",225,350000,22312500,1556,99167,64,TERCER,SAAVEDRA,12
CONSTITUCIÓN,289,315000,21892500,1090,75753,70,SEGUNDO,SAN CRISTOBAL,3
WAGNER 1100,338,275000,22000000,814,65089,80,CUARTO,VELEZ SARSFIELD,10
GAONA 2400,1006,2750000,220000000,2734,218688,80,CUARTO,VILLA GRAL. MITRE,11
Washington,375,870000,58464000,2320,155904,67,SEGUNDO,BELGRANO,13
Mutualismo,100,125000,8687500,1250,86875,70,SEGUNDO,PARQUE PATRICIOS,4
Av Velez Sardfield 41,400,800000,53760000,2000,134400,67,SEGUNDO,PARQUE PATRICIOS,4
Colonia al 300,299,650000,41600000,2174,139130,64,SEGUNDO,PARQUE PATRICIOS,4
Miller al 2200,123,640000,44480000,5203,361626,70,SEGUNDO,VILLA URQUIZA,12
Pje A Saenz Valiente,270,292000,20294000,1081,75163,70,SEGUNDO,LINIERS,9
Uruguay,996,4000000,268800000,4016,269880,67,SEGUNDO,SAN NICOLAS,1
Paroissien,375,850000,59075000,2267,157533,70,SEGUNDO,SAAVEDRA,12
IRALA,296,430000,29885000,1453,100963,70,SEGUNDO,BOCA,4
Virrey Cevallos,605,700000,48650000,1157,80413,70,SEGUNDO,CONSTITUCION,1
INDEPENDENCIA 3000,460,2400000,153000000,5217,332609,64,TERCER,SAN CRISTOBAL,3
BARADERO 100,294,430000,27412500,1463,93240,64,TERCER,FLORESTA,10
Bertres,414,600000,41700000,1449,100725,70,SEGUNDO,CABALLITO,6
Federico Lacroze 2900,2200,1650000,114675000,750,52125,70,SEGUNDO,COLEGIALES,13
DEHEZA al 2800,147,618000,39552000,4204,269061,64,SEGUNDO,SAAVEDRA,12
YERBAL 1600,590,1250000,79687500,2119,135064,64,PRIMER,CABALLITO,6
GUALEGUAYCHU,211,340000,23630000,1611,111991,70,SEGUNDO,MONTE CASTRO,10
Emilio Lamarca al 1200,287,470000,31584000,1638,110049,67,SEGUNDO,VILLA SANTA RITA,11
NICOLAS REPETTO 1300,508,1500000,96000000,2953,188976,64,SEGUNDO,CABALLITO,6
DIAZ VELEZ,269,1000000,64000000,3717,237918,64,SEGUNDO,ALMAGRO,5
