DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Pringles,1001,5900000,396480000,5894,396084,67,SEGUNDO,PALERMO,14
Arregui al 2400,104,285000,19807500,2740,190457,70,SEGUNDO,VILLA DEL PARQUE,11
Plaza,139,350000,24325000,2518,175000,70,SEGUNDO,SAAVEDRA,12
ESPINOSA,117,255000,17722500,2179,151474,70,SEGUNDO,PATERNAL,15
"BALBIN, RICARDO, DR. 3100",164,825000,52593750,5030,320694,64,PRIMER,COGHLAN,12
Emilio Lamarca al 1200,287,470000,32665000,1638,113815,70,SEGUNDO,VILLA SANTA RITA,11
Apolinario Figueroa,294,479000,32188800,1629,109486,67,SEGUNDO,VILLA CRESPO,15
Villafañes wenceslao,362,500000,34750000,1381,95994,70,SEGUNDO,BOCA,4
BRASIL,520,265000,16960000,510,32615,64,SEGUNDO,PARQUE PATRICIOS,4
Llavallol,153,590000,39648000,3856,259137,67,SEGUNDO,VILLA DEL PARQUE,11
Luis Saenz Peña,516,1780650,123755175,3452,239915,70,SEGUNDO,CONSTITUCION,1
ALCARAZ,190,220000,14080000,1158,74105,64,SEGUNDO,VERSALLES,10
Caldas 1679,211,350000,23520000,1659,111469,67,SEGUNDO,VILLA ORTUZAR,15
Malavia,654,3450000,239775000,5275,366628,70,SEGUNDO,PALERMO,14
"THAMES .""A 100 mts de av.CORRIENTES""",1065,590000,41005000,554,38502,70,SEGUNDO,VILLA CRESPO,15
Lope de Vega 1000,290,400000,27800000,1379,95862,70,SEGUNDO,VILLA LURO,10
Av. Caseros,1000,2700000,181440000,2700,181440,67,SEGUNDO,CONSTITUCION,1
CONGRESO 2515 (CM),116,660000,44352000,5690,382345,67,SEGUNDO,NUÑEZ,13
Jose M Piran,255,400000,27800000,1569,109020,70,SEGUNDO,VILLA URQUIZA,12
SANTIAGO DE LAS CARRERAS,125,250000,16800000,2000,134400,67,SEGUNDO,VELEZ SARSFIELD,10
Jose E Colombres,375,330000,22176000,880,59136,67,SEGUNDO,BOEDO,5
Pasco,298,655000,41920000,2198,140671,64,SEGUNDO,BALVANERA,3
Thames,182,730000,49056000,4011,269538,67,SEGUNDO,VILLA CRESPO,15
Plaza al 4700,230,250000,16000000,1087,69565,64,SEGUNDO,SAAVEDRA,12
Tapalque,158,159000,10684800,1006,67625,67,SEGUNDO,MATADEROS,9
GALICIA 2700,128,240000,19200000,1875,150000,80,CUARTO,VILLA GRAL. MITRE,11
Av. Del Barco Centenera 200,600,320000,21504000,533,35840,67,SEGUNDO,CABALLITO,6
Padilla al 300,206,900000,60480000,4369,293592,67,SEGUNDO,VILLA CRESPO,15
Santander,194,410000,27552000,2113,142021,67,SEGUNDO,PARQUE CHACABUCO,7
CHICLANA,140,385000,24640000,2750,176000,64,SEGUNDO,PARQUE PATRICIOS,4
E. Cnel. Bonorino al 3200,253,180000,11520000,711,45534,64,SEGUNDO,NUEVA POMPEYA,4
Juana Azurduy,658,2500000,168000000,3799,255319,67,SEGUNDO,COGHLAN,12
CHILE,314,420000,26880000,1338,85605,64,SEGUNDO,BALVANERA,3
"Constitucion 3550, Tarija 3500, Maza 1400, Maza 1*",2295,1200000,83400000,523,36340,70,SEGUNDO,BOEDO,5
Av. Gaona,284,895000,60144000,3151,211775,67,SEGUNDO,VILLA GRAL. MITRE,11
R. Freire al 4500,300,640000,43008000,2133,143360,67,SEGUNDO,SAAVEDRA,12
ALVAREZ JONTE 3200,1645,2600000,208000000,1580,126444,80,CUARTO,VILLA SANTA RITA,11
MATHEU,180,420000,26880000,2333,149333,64,SEGUNDO,SAN CRISTOBAL,3
DE LOS INCAS 3700,300,870000,55462500,2900,184875,64,PRIMER,COLGIALES,13
3 DE FEBRERO,320,670000,46565000,2094,145516,70,SEGUNDO,NUÑEZ,13
Juan B Justo,176,490000,32928000,2784,187091,67,SEGUNDO,FLORESTA,10
