DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
MURGUIONDO 4300,474,600000,48000000,1266,101266,80,CUARTO,VILLA LUGANO,8
LA PLATA,488,950000,63840000,1947,130820,67,SEGUNDO,PARQUE CHACABUCO,7
Luis Saenz Peña,516,1780650,119659680,3452,231975,67,SEGUNDO,CONSTITUCION,1
A Pacheco,150,450000,30240000,3000,201600,67,SEGUNDO,VILLA URQUIZA,12
Condarco 100,854,1980000,137610000,2319,161136,70,SEGUNDO,VILLA GRAL. MITRE,11
MONROE,214,1190000,82705000,5561,386472,70,SEGUNDO,VILLA URQUIZA,12
Tapalque,158,159000,11050500,1006,69940,70,SEGUNDO,MATADEROS,9
Corvalan al 100,120,585000,40657500,4875,338812,70,SEGUNDO,VILLA LURO,10
Patagones,448,800000,55600000,1784,123996,70,SEGUNDO,PARQUE PATRICIOS,4
PICHINCHA 2000,418,360000,25020000,861,59856,70,SEGUNDO,PARQUE PATRICIOS,4
General Urquiza,359,850000,57120000,2368,159109,67,SEGUNDO,SAN CRISTOBAL,3
Inclan al 2700,165,220000,14784000,1333,89600,67,SEGUNDO,PARQUE PATRICIOS,4
Artigas Jose Gervasio 1300,160,199000,13830500,1244,86441,70,SEGUNDO,VILLA GRAL. MITRE,11
Los Patos,160,130000,8736000,812,54600,67,SEGUNDO,PARQUE PATRICIOS,4
GALICIA,128,240000,15360000,1875,120000,64,SEGUNDO,VILLA GRAL. MITRE,11
Delgado al 600,172,440000,28160000,2558,163721,64,SEGUNDO,COLEGIALES,13
YERBAL 2700,563,1390000,88612500,2469,157393,64,TERCER,FLORES NORTE,7
San Nicolas al 1000,1149,1650000,105600000,1436,91906,64,SEGUNDO,VILLA SANTA RITA,11
INCLAN,449,220000,15290000,490,34076,70,SEGUNDO,PARQUE PATRICIOS,4
YERBAL 2177,177,690000,43987500,3898,248517,64,PRIMER,FLORES NORTE,7
ROOSEVELT FRANKLIN D. 2900,1460,1500000,95625000,1027,65497,64,TERCER,BELGRANO,13
Galicia,235,340000,23630000,1447,100553,70,SEGUNDO,VILLA GRAL. MITRE,11
Famatina,340,215000,14448000,632,42494,67,SEGUNDO,PARQUE PATRICIOS,4
Gral Emilio Conesa,340,550000,35200000,1618,103529,64,SEGUNDO,COLEGIALES,13
Venezuela 2500,1000,450000,28800000,450,28800,64,SEGUNDO,MONTSERRAT,1
MURGUIONDO,433,780000,49920000,1801,115289,64,SEGUNDO,LINIERS,9
CHORROARIN,341,760000,51072000,2229,149771,67,SEGUNDO,PARQUE CHAS,15
F Llavallol,375,470000,31584000,1253,84224,67,SEGUNDO,VILLA DEL PARQUE,11
GODOY CRUZ 1800,251,595000,47600000,2370,189641,80,CUARTO,PALERMO,14
"LAMARCA, EMILIO 1500",305,259000,20720000,849,67934,80,CUARTO,VILLA SANTA RITA,11
Av San Juan entre San José y Santiago del Estero,255,449000,31205500,1761,122375,70,SEGUNDO,CONSTITUCION,1
Ramallo 3657,375,449000,30172800,1197,80461,67,SEGUNDO,SAAVEDRA,12
Gral Roman A Deheza,375,640000,44480000,1707,118613,70,SEGUNDO,SAAVEDRA,12
SAN JUAN 3300,7185,13000000,1040000000,1809,144746,80,CUARTO,BOEDO,5
Directorio,365,620000,41664000,1699,114148,67,SEGUNDO,FLORESTA,10
Cereti,207,375000,26062500,1812,125906,70,SEGUNDO,VILLA URQUIZA,12
Pi Y Margall,219,450000,30240000,2055,138082,67,SEGUNDO,BOCA,4
Yerbal al 1400,380,1450000,97440000,3816,256421,67,SEGUNDO,CABALLITO,6
Guardia Nacional,323,340000,21760000,1053,67368,64,SEGUNDO,MATADEROS,9
AV DIRECTORIO,180,387000,24768000,2150,137600,64,SEGUNDO,PARQUE AVELLANEDA,9
Dolores,250,450000,31275000,1800,125100,70,SEGUNDO,FLORESTA,10
Fragueiro y Juan B. Justo,276,298000,19072000,1080,69101,64,SEGUNDO,VERSALLES,10
Claudio M Cuenca,523,1090000,69760000,2084,133384,64,SEGUNDO,VILLA DEL PARQUE,11
