DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
M. R. Trelles 1100,280,570000,38304000,2036,136800,67,SEGUNDO,VILLA GRAL. MITRE,11
Zañartù,151,130000,8736000,861,57854,67,SEGUNDO,PARQUE CHACABUCO,7
LUIS VIALE,228,390000,26208000,1711,114947,67,SEGUNDO,CABALLITO,6
"JUSTO, JUAN B.",221,590000,37760000,2670,170860,64,SEGUNDO,VILLA CRESPO,15
Ricardo Gutierrez,229,235000,15040000,1026,65677,64,SEGUNDO,VILLA DEL PARQUE,11
CHILE,315,420000,29190000,1333,92667,70,SEGUNDO,BALVANERA,3
"JUSTO, JUAN B. 6500",972,2150000,172000000,2212,176955,80,CUARTO,VILLA SANTA RITA,11
Julian Alvarez 890,217,1300000,87360000,5991,402581,67,SEGUNDO,VILLA CRESPO,15
TEODORO VILARDEBO al 2100,210,430000,28896000,2048,137600,67,SEGUNDO,VILLA DEL PARQUE,11
YERBAL Y VIRGILIO,166,350000,22400000,2108,134940,64,SEGUNDO,VILLA LURO,10
Rio de Janeiro,412,700000,44800000,1699,108738,64,SEGUNDO,CABALLITO,6
Gral Mariano Necochea,237,140000,9408000,591,39696,67,SEGUNDO,BOCA,4
Caldas al 1400,185,320000,22240000,1730,120216,70,SEGUNDO,VILLA ORTUZAR,15
Traful,315,345000,23977500,1095,76119,70,SEGUNDO,NUEVA POMPEYA,4
Paroissien,375,850000,59075000,2267,157533,70,SEGUNDO,SAAVEDRA,12
Ciudad de la Paz,266,1200000,83400000,4511,313534,70,SEGUNDO,COLEGIALES,13
E Gonzalez,225,270000,17280000,1200,76800,64,SEGUNDO,VILLA LURO,10
VERA 1300,153,600000,38250000,3922,250000,64,TERCER,VILLA CRESPO,15
Galvan 3082,147,292500,19656000,1990,133714,67,SEGUNDO,VILLA URQUIZA,12
Zavaleta al 500,290,430000,29885000,1483,103052,70,SEGUNDO,PARQUE PATRICIOS,4
SAN MARTIN 3700,168,250000,15937500,1488,94866,64,TERCER,PATERNAL,15
Cnel Brandsen,250,350000,23520000,1400,94080,67,SEGUNDO,BOCA,4
Fitz Roy  al 2400,391,2100000,141120000,5371,360921,67,SEGUNDO,PALERMO,14
Gutenberg al 3400,163,368000,24729600,2258,151715,67,SEGUNDO,VILLA DEVOTO NORTE,11
Tamborini al 5100,148,295000,18880000,1993,127568,64,SEGUNDO,VILLA URQUIZA,12
Avenida Belgrano,427,600000,41700000,1405,97658,70,SEGUNDO,BALVANERA,3
Luis Saenz Peña 700,327,690000,46368000,2110,141798,67,SEGUNDO,MONTSERRAT,1
Cnel D Trole,330,330000,21120000,1000,64000,64,SEGUNDO,NUEVA POMPEYA,4
CHILE,314,420000,26880000,1338,85605,64,SEGUNDO,BALVANERA,3
Av Gral Diaz Velez,612,4500000,288000000,7353,470588,64,SEGUNDO,ALMAGRO,5
Venezuela,874,2100000,134400000,2403,153776,64,SEGUNDO,MONTSERRAT,1
Vedia,208,1280000,86016000,6154,413538,67,SEGUNDO,SAAVEDRA,12
Zapiola,776,1300000,90350000,1675,116430,70,SEGUNDO,BELGRANO,13
Av D Olivera,193,400000,27800000,2073,144041,70,SEGUNDO,VELEZ SARSFIELD,10
PRINGLES,1001,5900000,377600000,5894,377223,64,SEGUNDO,VILLA CRESPO,15
FRAY CAYETANO RODRIGUEZ,191,319900,21497280,1675,112551,67,SEGUNDO,FLORES NORTE,7
