DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Esteban A Gascon,146,700000,44800000,4795,306849,64,SEGUNDO,PALERMO,14
Mercedes,271,490000,34055000,1808,125664,70,SEGUNDO,MONTE CASTRO,10
Bartolomé Mitre 1800,1173,790000,50560000,673,43103,64,SEGUNDO,BALVANERA,3
Avda General Paz,172,250000,16800000,1453,97674,67,SEGUNDO,NUÑEZ,13
ZANARTU,446,300000,19200000,673,43049,64,SEGUNDO,PARQUE CHACABUCO,7
juan b alberdi al 2000,372,1180000,79296000,3172,213161,67,SEGUNDO,FLORES NORTE,7
LAMBARE al 800,388,1250000,80000000,3222,206186,64,SEGUNDO,ALMAGRO,5
L Lugones,130,270000,17280000,2079,133025,64,SEGUNDO,SAAVEDRA,12
MUÑIZ,132,700000,44800000,5303,339394,64,SEGUNDO,ALMAGRO,5
Paroissien,375,850000,59075000,2267,157533,70,SEGUNDO,SAAVEDRA,12
Chorroarin 109 -,378,869000,60395500,2299,159776,70,SEGUNDO,AGRONOMIA,15
Jose Luis Cantilo al 4100,660,1080000,69120000,1636,104727,64,SEGUNDO,VILLA DEVOTO SUR,11
HELGUERA 3500,258,420000,33600000,1628,130233,80,CUARTO,AGRONOMIA,15
Almafuerte,1335,4000000,268800000,2996,201348,67,SEGUNDO,NUEVA POMPEYA,4
Arcos,375,1500000,96000000,4000,256000,64,SEGUNDO,BELGRANO,13
Acoyte,258,850000,59075000,3295,228973,70,SEGUNDO,CABALLITO,6
San Luis Al 3400,170,370000,24864000,2176,146259,67,SEGUNDO,ALMAGRO,5
DEL CORRO 94,129,249000,15936000,1930,123535,64,SEGUNDO,VILLA LURO,10
Gavilan,177,390000,27105000,2203,153136,70,SEGUNDO,FLORES NORTE,7
MISIONES 250,178,490000,31237500,2753,175492,64,PRIMER,BALVANERA,3
Bolivia 1900,152,185000,11840000,1217,77895,64,SEGUNDO,VILLA GRAL. MITRE,11
BOEDO 1600,150,600000,38250000,4000,255000,64,PRIMER,BOEDO,5
BALLIVIAN 2100,245,430000,34400000,1755,140408,80,CUARTO,VILLA ORTUZAR,15
CASTRO BARROS,1281,1190000,79968000,929,62426,67,SEGUNDO,BOEDO,5
Cnel J Terrada,287,630000,42336000,2195,147512,67,SEGUNDO,FLORES NORTE,7
Felipe Vallese 3900,290,750000,48000000,2586,165517,64,SEGUNDO,FLORESTA,10
Av S M Del Carril,71,228000,15846000,3211,223183,70,SEGUNDO,VILLA DEVOTO SUR,11
Cervantes 1500,464,850000,59075000,1832,127317,70,SEGUNDO,MONTE CASTRO,10
Campana entre Beiro y JP Varela,258,650000,43680000,2519,169302,67,SEGUNDO,VILLA DEL PARQUE,11
MANSILLA LUCIO N. GRAL.,148,750000,48000000,5068,324324,64,SEGUNDO,PALERMO,14
"JUSTO, JUAN B. 3000",620,1150000,92000000,1855,148387,80,CUARTO,VILLA CRESPO,15
JUAN B JUSTO,480,1200000,76800000,2500,160000,64,SEGUNDO,VILLA SANTA RITA,11
ELEODORO LOBOS 700,328,995000,66864000,3034,203854,67,SEGUNDO,CABALLITO,6
Aguirre 1000,289,645000,41280000,2232,142837,64,SEGUNDO,VILLA CRESPO,15
Pavón al 2700,148,295000,20502500,1993,138530,70,SEGUNDO,SAN CRISTOBAL,3
Barzana,182,299000,19136000,1643,105143,64,SEGUNDO,PARQUE CHAS,15
De Los Corrales 6666,400,295000,20502500,738,51256,70,SEGUNDO,PALERMO,14
PORTELA 200,169,450000,28687500,2663,169749,64,PRIMER,FLORES NORTE,7
Av. Saenz al 1400,3400,2650000,178080000,779,52376,67,SEGUNDO,NUEVA POMPEYA,4
Luis Braille al 5400,180,209900,14588050,1166,81045,70,SEGUNDO,MONTE CASTRO,10
URQUIZA GRAL.,845,1275000,88612500,1509,104867,70,SEGUNDO,BALVANERA,3
PEDRO IGNACIO RIVERA,129,319000,22170500,2474,171931,70,SEGUNDO,VILLA URQUIZA,12
