DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
CIUDAD DE LA PAZ 1500,346,1350000,86062500,3902,248736,64,PRIMER,COLEGIALES,13
José Mármol,130,297000,19958400,2285,153526,67,SEGUNDO,BOEDO,5
TACUARI 5000,134,430000,34400000,3209,256716,80,CUARTO,BARRACAS ESTE,4
Pasaje Baltazar de Unquera,163,189000,12700800,1160,77919,67,SEGUNDO,MONTE CASTRO,10
Apolinario Figueroa,294,479000,30656000,1629,104272,64,SEGUNDO,VILLA CRESPO,15
Juan B. Justo al 1675,287,2780000,177920000,9686,619930,64,SEGUNDO,PALERMO,14
Girardot entre Tronador y Estomba,150,220000,14784000,1467,98560,67,SEGUNDO,VILLA ORTUZAR,15
NECOCHEA,291,200000,12800000,687,43986,64,SEGUNDO,BOCA,4
Av. Balbin y Blanco Encalada,255,1500000,100800000,5882,395294,67,SEGUNDO,BELGRANO,13
Moreno,167,349000,22336000,2090,133749,64,SEGUNDO,BALVANERA,3
Freire al 4600,375,620000,39680000,1653,105813,64,SEGUNDO,SAAVEDRA,12
"GORDILLO, TIMOTEO",372,170000,11815000,457,31761,70,SEGUNDO,VILLA RIACHUELO,8
PADILLA 300,204,1050000,70560000,5147,345882,67,SEGUNDO,VILLA CRESPO,15
Campana,250,400000,25600000,1600,102400,64,SEGUNDO,VILLA DEVOTO NORTE,11
"BACLE, CESAR H.",220,360000,23040000,1636,104727,64,SEGUNDO,VELEZ SARSFIELD,10
"CABRERA, JOSE A. 3200",308,790000,50362500,2565,163515,64,TERCER,RECOLETA,2
Bolivia,224,240000,15360000,1071,68571,64,SEGUNDO,VILLA GRAL. MITRE,11
CONGRESO,177,840000,56448000,4746,318915,67,SEGUNDO,NUÑEZ,13
Jose Marmol 729,210,750000,50400000,3571,240000,67,SEGUNDO,ALMAGRO,5
Ibera,145,265000,18417500,1828,127017,70,SEGUNDO,VILLA URQUIZA,12
GODOY CRUZ,251,595000,38080000,2371,151713,64,SEGUNDO,PALERMO,14
ASUNCION,261,290000,19488000,1111,74667,67,SEGUNDO,AGRONOMIA,15
Av.Independencia,400,1500000,104250000,3750,260625,70,SEGUNDO,ALMAGRO,5
Guamini,764,500000,34750000,654,45484,70,SEGUNDO,MATADEROS,9
"ALVAREZ, DONATO, Tte. Gral. 200",771,690000,43987500,895,57052,64,PRIMER,FLORES NORTE,7
VENEZUELA 3300,347,900000,57600000,2594,165994,64,SEGUNDO,ALMAGRO,5
BERON DE ASTRADA,9969,4650000,297600000,466,29853,64,SEGUNDO,VILLA SOLDATI,8
