,DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
2788,Crisologo Larralde al 4400,240,320000,20480000,1333,85333,64,SEGUNDO,SAAVEDRA,12
5629,"BLANES, JUAN M.",352,290000,20155000,824,57259,70,SEGUNDO,BOCA,4
3132,Av A Alvarez Jonte,480,950000,60800000,1979,126667,64,SEGUNDO,VILLA DEL PARQUE,11
10270,DIRECTORIO 3800,154,400000,25500000,2597,165584,64,TERCER,PARQUE AVELLANEDA,9
10039,NOGOYA,134,330000,21120000,2463,157612,64,SEGUNDO,VILLA DEVOTO SUR,11
1190,VILLARROEL,124,550000,35200000,4435,283871,64,SEGUNDO,VILLA CRESPO,15
8092,Av J Ignacio Garmendia,202,259900,17465280,1287,86462,67,SEGUNDO,PATERNAL,15
5020,J Alvarez,253,2000000,139000000,7905,549407,70,SEGUNDO,PALERMO,14
5348,CORDOBA AV.,538,2300000,159850000,4275,297119,70,SEGUNDO,CHACARITA,15
3308,Mariano Acha 3200,237,360000,23040000,1519,97215,64,SEGUNDO,VILLA URQUIZA,12
4020,INCLAN,449,220000,14080000,490,31380,64,SEGUNDO,PARQUE PATRICIOS,4
7231,Av. Rivadavia 1941,2907,6500000,436800000,2236,150258,67,SEGUNDO,BALVANERA,3
2920,MARTINEZ ROSAS,330,500000,32000000,1515,96970,64,SEGUNDO,VILLA CRESPO,15
8938,Azul,460,520000,34944000,1130,75965,67,SEGUNDO,FLORESTA,10
4066,Laguna,187,179900,11513600,962,61570,64,SEGUNDO,VELEZ SARSFIELD,10
6278,BOLIVIA,554,1600000,111200000,2888,200722,70,SEGUNDO,FLORES NORTE,7
9043,Basualdo,373,290000,19488000,777,52247,67,SEGUNDO,MATADEROS,9
4526,Yapeyu,303,750000,52125000,2475,172030,70,SEGUNDO,ALMAGRO,5
9465,Camarones,464,670000,45024000,1444,97034,67,SEGUNDO,VILLA SANTA RITA,11
575,"MONTES DE OCA, MANUEL 1100",5447,8300000,664000000,1524,121902,80,CUARTO,BARRACAS ESTE,4
43,DEAN FUNES 522,248,350000,28000000,1411,112903,80,CUARTO,BALVANERA,3
303,DARWIN 800,191,350000,28000000,1832,146597,80,CUARTO,VILLA CRESPO,15
8005,santos dumont,311,650000,43680000,2090,140450,67,SEGUNDO,CHACARITA,15
9523,Av Regimiento Patricios,254,430000,28896000,1693,113764,67,SEGUNDO,BARRACAS ESTE,4
8395,Av Nazca,650,2300000,154560000,3538,237785,67,SEGUNDO,VILLA DEL PARQUE,11
8296,J Jufre,150,680000,45696000,4533,304640,67,SEGUNDO,VILLA CRESPO,15
401,HERNANDARIAS 1000,977,1200000,96000000,1228,98260,80,CUARTO,BOCA,4
6616,"Paz, Marcos",220,297000,20641500,1350,93825,70,SEGUNDO,VILLA DEVOTO SUR,11
3498,Aristobulo Del Valle,348,300000,19200000,862,55172,64,SEGUNDO,BOCA,4
9274,Av Rivadavia,217,675000,45360000,3111,209032,67,SEGUNDO,VELEZ SARSFIELD,10
8919,PILLADO  970,229,220000,14784000,961,64559,67,SEGUNDO,FLORES SUR,7
5980,Dekay,262,260000,18070000,992,68969,70,SEGUNDO,NUEVA POMPEYA,4
6226,Yerbal,140,610000,42395000,4357,302821,70,SEGUNDO,FLORES NORTE,7
9220,Av. Velez Sarsfield,1927,2700000,181440000,1401,94157,67,SEGUNDO,PARQUE PATRICIOS,4
6017,Manuel García al 300,395,430000,29885000,1089,75658,70,SEGUNDO,PARQUE PATRICIOS,4
428,MEMBRILLAR 3500,148,675000,54000000,4561,364865,80,CUARTO,FLORES SUR,7
2592,Forest al 391,400,1800000,115200000,4500,288000,64,SEGUNDO,CHACARITA,15
6505,JUSTO JUAN B,247,1250000,86875000,5061,351721,70,SEGUNDO,VILLA CRESPO,15
9677,TERRERO,485,720000,48384000,1485,99761,67,SEGUNDO,FLORES NORTE,7
2351,Scalabrini Ortiz,205,1300000,83200000,6341,405854,64,SEGUNDO,PALERMO,14
4072,Mozart,270,630000,40320000,2333,149333,64,SEGUNDO,VELEZ SARSFIELD,10
2866,Tronador,203,550000,35200000,2709,173399,64,SEGUNDO,SAAVEDRA,12
2065,Conesa,223,750000,48000000,3363,215247,64,SEGUNDO,BELGRANO,13
6257,Cnel E Bonorino,149,430000,29885000,2886,200570,70,SEGUNDO,FLORES NORTE,7
1773,SARANDI,192,570000,36480000,2969,190000,64,SEGUNDO,BALVANERA,3
8284,GURRUCHAGA,215,420000,28224000,1953,131274,67,SEGUNDO,VILLA CRESPO,15
3142,Bermudez,815,1500000,96000000,1840,117791,64,SEGUNDO,VILLA DEVOTO SUR,11
3600,San Juan Av.,7185,13000000,832000000,1809,115797,64,SEGUNDO,BOEDO,5
324,VERA 1200,181,465000,37200000,2569,205525,80,CUARTO,VILLA CRESPO,15
6952,Lascano,350,350000,24325000,1000,69500,70,SEGUNDO,VERSALLES,10
5110,Gorriti al 6000,406,3300000,229350000,8128,564901,70,SEGUNDO,PALERMO,14
1674,"CORRIENTES, AVDA. 3600",215,1100000,70400000,5116,327442,64,SEGUNDO,ALMAGRO,5
4802,Humberto I,376,390000,27105000,1037,72088,70,SEGUNDO,SAN CRISTOBAL,3
584,BRAGADO 4700,192,155000,12400000,807,64583,80,CUARTO,PARQUE AVELLANEDA,9
