DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Av. Triunvirato,176,863000,55232000,4903,313818,64,SEGUNDO,VILLA ORTUZAR,15
Villarroel al 1400,303,870000,60465000,2871,199554,70,SEGUNDO,CHACARITA,15
Huergo Ing. Av.,1302,6500000,451750000,4992,346966,70,SEGUNDO,PUERTO MADERO,1
Marcos Paz,401,345000,23184000,860,57815,67,SEGUNDO,MONTE CASTRO,10
Juan Bautista Alberdi al 2900,398,850000,57120000,2136,143518,67,SEGUNDO,FLORES NORTE,7
Gral M De Escalada,1200,450000,28800000,375,24000,64,SEGUNDO,VILLA LURO,10
BASUALDO,374,330000,22935000,882,61324,70,SEGUNDO,MATADEROS,9
MONTIEL,378,280000,17920000,741,47407,64,SEGUNDO,MATADEROS,9
"CARRANZA, ANGEL JUSTINIANO",1500,780000,49920000,520,33280,64,SEGUNDO,CHACARITA,15
COCHABAMBA 3900,246,370000,23587500,1504,95884,64,TERCER,BOEDO,5
Av. Córdoba,614,3600000,230400000,5863,375244,64,SEGUNDO,VILLA CRESPO,15
Espinosa 95,150,590000,39648000,3933,264320,67,SEGUNDO,CABALLITO,6
CORREA,150,198000,12672000,1320,84480,64,SEGUNDO,SAAVEDRA,12
Av. Triunvirato,1125,3000000,201600000,2667,179200,67,SEGUNDO,VILLA ORTUZAR,15
Av Gaona,189,600000,40320000,3175,213333,67,SEGUNDO,FLORESTA,10
Chivilcoy,375,810000,54432000,2160,145152,67,SEGUNDO,VILLA DEVOTO NORTE,11
Manuel Artigas al 6600,239,373000,25065600,1561,104877,67,SEGUNDO,MATADEROS,9
Avenida Dorrego,305,650000,43680000,2131,143213,67,SEGUNDO,CHACARITA,15
"CARRANZA, ANGEL JUSTINIANO",363,1550000,99200000,4270,273278,64,SEGUNDO,PALERMO,14
FOREST 1353,230,1200000,76500000,5217,332609,64,PRIMER,VILLA ORTUZAR,15
dean funes,249,310000,19840000,1245,79679,64,SEGUNDO,BALVANERA,3
Juan AgustÍn GarcÍa,337,450000,31275000,1335,92804,70,SEGUNDO,VERSALLES,10
SANCHEZ DE LORIA 1500,120,95000,7600000,792,63333,80,CUARTO,BOEDO,5
Poeta Leopardi,328,330000,22935000,1006,69924,70,SEGUNDO,VILLA LURO,10
CESPEDES 3800,234,380000,26410000,1624,112863,70,SEGUNDO,CHACARITA,15
"Chile al 300, San Telmo - Doble frente",221,868000,60326000,3928,272968,70,SEGUNDO,MONTSERRAT,1
LOPE DE VEGA 2600,729,690000,55200000,946,75720,80,CUARTO,VILLA REAL,10
Av Gral E Mosconi,265,599000,38336000,2260,144664,64,SEGUNDO,VILLA PUEYRREDON,12
Martinez Rosas,97,209500,13408000,2160,138227,64,SEGUNDO,VILLA CRESPO,15
Blanco Encalada,324,1350000,90720000,4167,280000,67,SEGUNDO,BELGRANO,13
Anchorena al 700,444,1200000,83400000,2703,187838,70,SEGUNDO,BALVANERA,3
"RIVERA, PEDRO I., Dr. 2797",126,680000,54400000,5397,431746,80,CUARTO,BELGRANO,13
MÉXICO,110,500000,34750000,4545,315909,70,SEGUNDO,ALMAGRO,5
Escalada De San Martin,420,470000,31584000,1119,75200,67,SEGUNDO,VELEZ SARSFIELD,10
Alzaga 2200,380,420000,29190000,1105,76816,70,SEGUNDO,BOEDO,5
LUIS VIALE,271,420000,28224000,1550,104148,67,SEGUNDO,VILLA GRAL. MITRE,11
Bertres,414,600000,41700000,1449,100725,70,SEGUNDO,CABALLITO,6
MOM 2742/2754,364,135000,9382500,371,25776,70,SEGUNDO,NUEVA POMPEYA,4
G De Helguera,173,550000,36960000,3179,213642,67,SEGUNDO,VILLA DEL PARQUE,11
Esteban A Gascon,553,850000,54400000,1537,98373,64,SEGUNDO,ALMAGRO,5
INGENIERO HUERGO al 1400,1157,6500000,436800000,5618,377528,67,SEGUNDO,SAN TELMO,1
Nogoya,208,780000,54210000,3750,260625,70,SEGUNDO,VILLA DEL PARQUE,11
Marcos Paz,170,209000,14044800,1229,82616,67,SEGUNDO,MONTE CASTRO,10
Ceretti al 2100,269,1100000,76450000,4089,284201,70,SEGUNDO,VILLA URQUIZA,12
Avenida Belgrano al 3200,300,630000,43785000,2100,145950,70,SEGUNDO,BALVANERA,3
Carranza al 2000,436,1495000,95680000,3429,219450,64,SEGUNDO,PALERMO,14
Costa Rica,400,1300000,83200000,3250,208000,64,SEGUNDO,PALERMO,14
Camacua,378,700000,47040000,1852,124444,67,SEGUNDO,FLORES NORTE,7
Mexico,240,750000,50400000,3125,210000,67,SEGUNDO,MONTSERRAT,1
Pergamino,404,500000,34750000,1238,86015,70,SEGUNDO,FLORESTA,10
SAN ANTONIO 500,353,320000,20400000,906,57790,64,TERCER,BARRACAS ESTE,4
Monroe,246,1345000,93477500,5467,379990,70,SEGUNDO,VILLA URQUIZA,12
Goya,211,290000,18560000,1374,87962,64,SEGUNDO,VELEZ SARSFIELD,10
Lavalleja 150,203,660000,42240000,3251,208079,64,SEGUNDO,VILLA CRESPO,15
Nuñez,100,249000,16732800,2490,167328,67,SEGUNDO,SAAVEDRA,12
Elia,569,490000,32928000,861,57870,67,SEGUNDO,PARQUE PATRICIOS,4
Olleros al 3700,219,540000,34560000,2466,157808,64,SEGUNDO,CHACARITA,15
Salta al 300,202,349000,23452800,1728,116103,67,SEGUNDO,MONTSERRAT,1
SAN BLAS,1000,495000,31680000,495,31680,64,SEGUNDO,VILLA SANTA RITA,11
Pergamino 1000,417,310000,19840000,743,47578,64,SEGUNDO,PARQUE AVELLANEDA,9
Av.Directorio 1100,200,799000,51136000,3995,255680,64,SEGUNDO,CABALLITO,6
M LEGUIZAMON,500,300000,19200000,600,38400,64,SEGUNDO,MATADEROS,9
CONCORDIA 4800,115,260000,20800000,2261,180870,80,CUARTO,VILLA DEVOTO NORTE,11
Donizetti,600,1200000,83400000,2000,139000,70,SEGUNDO,VILLA LURO,10
TINOGASTA 2700,211,620000,43090000,2938,204218,70,SEGUNDO,AGRONOMIA,15
WARNES,241,789999,50559936,3278,209792,64,SEGUNDO,VILLA CRESPO,15
Paraguay,305,1050000,67200000,3443,220328,64,SEGUNDO,PALERMO,14
MURGUIONDO,333,400000,25600000,1201,76877,64,SEGUNDO,VILLA LUGANO,8
Yatay 215,248,695000,44480000,2802,179355,64,SEGUNDO,ALMAGRO,5
TUCUMAN,122,280000,18816000,2295,154230,67,SEGUNDO,ALMAGRO,5
Juan Agustin Maza,98,210000,13440000,2143,137143,64,SEGUNDO,BOEDO,5
Floresta - Rafaela al 3500,211,350000,24325000,1659,115284,70,SEGUNDO,FLORESTA,10
Juan B. Justo,325,675000,43200000,2077,132923,64,SEGUNDO,FLORESTA,10
SOLIS,290,430000,28896000,1483,99641,67,SEGUNDO,CONSTITUCION,1
Ugarte 3300,312,650000,45175000,2083,144792,70,SEGUNDO,COGHLAN,12
Donizetti,600,1200000,80640000,2000,134400,67,SEGUNDO,VILLA LURO,10
Mendoza,373,1900000,132050000,5094,354021,70,SEGUNDO,VILLA URQUIZA,12
AVELINO DIAZ 400,311,440000,28160000,1415,90547,64,SEGUNDO,PARQUE CHACABUCO,7
CHICLANA 3929 -,550,1750000,112000000,3182,203636,64,SEGUNDO,BOEDO,5
"Peron, Eva Av.",425,320000,21504000,753,50598,67,SEGUNDO,MATADEROS,9
Migueletes al 1700,179,830000,55776000,4637,311598,67,SEGUNDO,BELGRANO,13
CONCORDIA,505,490000,32928000,970,65204,67,SEGUNDO,VILLA SANTA RITA,11
Juana Azurduy,300,1400000,89600000,4667,298667,64,SEGUNDO,NUÑEZ,13
PEDRO IGNACIO RIVERA,202,895000,62202500,4431,307933,70,SEGUNDO,VILLA URQUIZA,12
Ecuador 300,120,215000,14448000,1792,120400,67,SEGUNDO,BALVANERA,3
Valentin Gomez al 2800,14303,7000000,486500000,489,34014,70,SEGUNDO,BALVANERA,3
"OROﾃ唇, NICASIO 1194",80,290000,18487500,3625,231094,64,PRIMER,CABALLITO,6
TRES ARROYOS 3039,535,230000,18400000,430,34392,80,CUARTO,VILLA SANTA RITA,11
EMILIO LAMARCA,614,1450000,97440000,2362,158697,67,SEGUNDO,VILLA SANTA RITA,11
Chivilcoy,153,360000,25020000,2353,163529,70,SEGUNDO,FLORESTA,10
"MISTRAL, GABRIELA",181,243000,15552000,1342,85923,64,SEGUNDO,VILLA PUEYRREDON,12
AMANCIO ALCORTA,5000,1850000,118400000,370,23680,64,SEGUNDO,BARRACAS ESTE,4
