DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Nicolás Repetto a 1 cuadra de J.B. Justo,332,395000,25280000,1190,76145,64,SEGUNDO,VILLA CRESPO,15
Trelles,315,450000,31275000,1429,99286,70,SEGUNDO,VILLA GRAL. MITRE,11
Constitucion,327,380000,25536000,1162,78092,67,SEGUNDO,SAN CRISTOBAL,3
curapaligue al 1800,363,310000,20832000,854,57388,67,SEGUNDO,PARQUE CHACABUCO,7
M Sanchez,540,595000,38080000,1102,70519,64,SEGUNDO,VILLA GRAL. MITRE,11
HUMBOLDT,151,450000,28800000,2980,190728,64,SEGUNDO,CHACARITA,15
RIO DE JANEIRO,310,950000,63840000,3065,205935,67,SEGUNDO,CABALLITO,6
De los Constituyentes,254,600000,40320000,2362,158740,67,SEGUNDO,VILLA PUEYRREDON,12
Avda. Angel Gallardo 1000,185,900000,60480000,4865,326919,67,SEGUNDO,VILLA CRESPO,15
"TRELLES, MANUEL R.",315,390000,24960000,1238,79238,64,SEGUNDO,VILLA GRAL. MITRE,11
Timoteo Gordillo,304,650000,41600000,2138,136842,64,SEGUNDO,MATADEROS,9
GORRITI,258,1050000,67200000,4070,260465,64,SEGUNDO,PALERMO,14
Somellera al 1300,174,158900,10169600,913,58446,64,SEGUNDO,NUEVA POMPEYA,4
VIDAL 2962,330,1100000,70125000,3333,212500,64,PRIMER,NUÑEZ,13
Suarez,362,175000,11760000,483,32486,67,SEGUNDO,BOCA,4
Concordia,506,500000,32000000,988,63241,64,SEGUNDO,VILLA SANTA RITA,11
Pje J R Baltore,212,215000,14448000,1014,68151,67,SEGUNDO,LINIERS,9
24 de noviembre y Pavon,250,280000,18816000,1120,75264,67,SEGUNDO,SAN CRISTOBAL,3
"MARMOL, JOSE 1200",130,297000,18933750,2285,145644,64,TERCER,BOEDO,5
Av San Martin,263,850000,59075000,3232,224620,70,SEGUNDO,PATERNAL,15
Moliere,225,300000,19200000,1333,85333,64,SEGUNDO,VILLA REAL,10
ZANARTU,446,300000,19200000,673,43049,64,SEGUNDO,PARQUE CHACABUCO,7
ESPINOSA,117,255000,17722500,2179,151474,70,SEGUNDO,PATERNAL,15
Puerto De Palos,432,250000,17375000,579,40220,70,SEGUNDO,BOCA,4
Piran,204,319000,20416000,1564,100078,64,SEGUNDO,VILLA URQUIZA,12
Av Entre Rios,360,661500,44452800,1838,123480,67,SEGUNDO,PARQUE PATRICIOS,4
A Nazarre,170,270000,17280000,1588,101647,64,SEGUNDO,VILLA DEL PARQUE,11
JUJUY 600,221,1600000,102000000,7240,461538,64,PRIMER,BALVANERA,3
Melincue,400,460000,29440000,1150,73600,64,SEGUNDO,VILLA DEVOTO SUR,11
PASCO,407,350000,22400000,860,55037,64,SEGUNDO,SAN CRISTOBAL,3
Brasil Av.,1302,6500000,451750000,4992,346966,70,SEGUNDO,SAN TELMO,1
SANCHEZ DE BUSTAMANTE,350,620000,41664000,1771,119040,67,SEGUNDO,ALMAGRO,5
"LA PLATA, AVDA.",57,135000,8640000,2368,151579,64,SEGUNDO,PARQUE CHACABUCO,7
CONVENCION,209,610000,39040000,2919,186794,64,SEGUNDO,PALERMO,14
Conde al 1500,209,1100000,76450000,5263,365789,70,SEGUNDO,COLEGIALES,13
HUMBOLDT,164,299000,20780500,1823,126710,70,SEGUNDO,VILLA CRESPO,15
Av Alberdi,536,800000,55600000,1493,103731,70,SEGUNDO,FLORESTA,10
Serrano,472,1300000,83200000,2754,176271,64,SEGUNDO,VILLA CRESPO,15
Jose leon suarez,238,230000,15456000,966,64941,67,SEGUNDO,LINIERS,9
BRANDSEN 401,1348,1350000,86062500,1001,63845,64,PRIMER,BOCA,4
"JUSTO, JUAN B. 2000",100,320000,25600000,3200,256000,80,CUARTO,VILLA CRESPO,15
Mendoza,307,930000,59520000,3029,193876,64,SEGUNDO,VILLA URQUIZA,12
Baradero al 200,210,340000,23630000,1619,112524,70,SEGUNDO,FLORESTA,10
OLAYA,90,250000,17375000,2778,193056,70,SEGUNDO,VILLA CRESPO,15
Lascano,210,360000,23040000,1714,109714,64,SEGUNDO,MONTE CASTRO,10
Fray Justo Santa María de Oro 2300,164,1200000,83400000,7317,508537,70,SEGUNDO,PALERMO,14
HOLMBERG,225,420000,26880000,1867,119467,64,SEGUNDO,VILLA ORTUZAR,15
GUEVARA,188,550000,38225000,2926,203324,70,SEGUNDO,CHACARITA,15
Av Directorio,974,4500000,312750000,4620,321099,70,SEGUNDO,CABALLITO,6
QUERANDIES 4300,239,500000,31875000,2092,133368,64,TERCER,ALMAGRO,5
WARNES,850,660000,42240000,776,49694,64,SEGUNDO,VILLA CRESPO,15
Av F Chiclana,1175,1850000,124320000,1574,105804,67,SEGUNDO,BOEDO,5
Godoy Cruz,216,660000,45870000,3056,212361,70,SEGUNDO,VILLA CRESPO,15
OBISPO SAN ALBERTO,168,320000,20480000,1905,121905,64,SEGUNDO,VILLA DEVOTO NORTE,11
"PEDRAZA, MANUELA",485,470000,30080000,969,62021,64,SEGUNDO,VILLA URQUIZA,12
Lavallol,300,230000,15456000,767,51520,67,SEGUNDO,VILLA SANTA RITA,11
Juan B Justo,176,490000,31360000,2784,178182,64,SEGUNDO,FLORESTA,10
"ALVAREZ, THOMAS",251,390000,24960000,1554,99442,64,SEGUNDO,VILLA ORTUZAR,15
BILLINGHURST,400,830000,57685000,2075,144212,70,SEGUNDO,ALMAGRO,5
Av Dr R Balbin,373,1050000,72975000,2815,195643,70,SEGUNDO,COGHLAN,12
GENERAL CÉSAR DÍAZ  al 2400,2600,1000000,64000000,385,24615,64,SEGUNDO,VILLA GRAL. MITRE,11
Elia,153,148000,9945600,967,65004,67,SEGUNDO,PARQUE PATRICIOS,4
Baigorria 3500,154,280000,19460000,1818,126364,70,SEGUNDO,VILLA DEL PARQUE,11
DORREGO 1300,305,650000,41437500,2131,135861,64,PRIMER,CHACARITA,15
BOGOTA,600,580000,38976000,967,64960,67,SEGUNDO,FLORES NORTE,7
Warnes 0 al 100,228,685000,47607500,3004,208805,70,SEGUNDO,CHACARITA,15
San Nicolas,166,240000,16680000,1446,100482,70,SEGUNDO,VILLA DEVOTO NORTE,11
José Enrique Rodo al 3900,327,350000,23520000,1070,71927,67,SEGUNDO,PARQUE AVELLANEDA,9
GALVAN 3000,111,260000,20800000,2342,187387,80,CUARTO,VILLA URQUIZA,12
Gral Jose G Artigas,368,570000,36480000,1549,99130,64,SEGUNDO,VILLA PUEYRREDON,12
Pizarro N°6261,370,480000,32256000,1297,87178,67,SEGUNDO,MATADEROS,9
Beiro 2700,424,1099000,70336000,2592,165887,64,SEGUNDO,VILLA DEVOTO SUR,11
CACHIMAYO 800,338,900000,57375000,2663,169748,64,TERCER,PARQUE CHACABUCO,7
Valentin Virasoro 900,310,1100000,73920000,3548,238452,67,SEGUNDO,CABALLITO,6
Bonorino,257,850000,54400000,3307,211673,64,SEGUNDO,FLORES SUR,7
San Nicolas,166,240000,16128000,1446,97157,67,SEGUNDO,VILLA DEVOTO NORTE,11
Av San Martin,369,3100000,198400000,8401,537669,64,SEGUNDO,VILLA DEVOTO NORTE,11
CONSTITUCION 1500,270,320000,25600000,1185,94815,80,CUARTO,CONSTITUCION,1
Nicaragua,330,740000,49728000,2242,150691,67,SEGUNDO,PALERMO,14
Avalos,251,900000,57600000,3586,229482,64,SEGUNDO,VILLA URQUIZA,12
Yerbal 6300,220,269000,17216000,1223,78255,64,SEGUNDO,LINIERS,9
J Alvarez,253,2000000,134400000,7905,531225,67,SEGUNDO,PALERMO,14
Cnel T De Rocamora,1400,780000,49920000,557,35657,64,SEGUNDO,ALMAGRO,5
BUCARELLI,422,1190000,76160000,2820,180474,64,SEGUNDO,VILLA URQUIZA,12
Av. Saenz,892,3100000,198400000,3477,222541,64,SEGUNDO,NUEVA POMPEYA,4
Conesa 2900,195,600000,40320000,3077,206769,67,SEGUNDO,NUÑEZ,13
Rocha 1200,203,175000,11200000,862,55172,64,SEGUNDO,BARRACAS ESTE,4
MIRALLA 1000,250,630000,40162500,2520,160650,64,TERCER,MATADEROS,9
Av. Triunvirato,1125,3000000,208500000,2667,185333,70,SEGUNDO,VILLA ORTUZAR,15
"LORETO, VIRREY 3700",2390,2500000,200000000,1046,83682,80,CUARTO,CHACARITA,15
MAURE,200,700000,44800000,3500,224000,64,SEGUNDO,CHACARITA,15
Yerbal,161,230000,15456000,1429,96000,67,SEGUNDO,LINIERS,9
Av Cabildo,524,3200000,204800000,6107,390840,64,SEGUNDO,SAAVEDRA,12
SAN JOSE,257,300000,19200000,1167,74708,64,SEGUNDO,CONSTITUCION,1
Santander,194,410000,26240000,2113,135258,64,SEGUNDO,PARQUE CHACABUCO,7
Bacacay,465,395000,25280000,849,54366,64,SEGUNDO,VELEZ SARSFIELD,10
Angel J Carranza,132,849000,54336000,6432,411636,64,SEGUNDO,PALERMO,14
GURRUCHAGA,122,390000,24960000,3197,204590,64,SEGUNDO,VILLA CRESPO,15
Av Rivadavia,217,675000,43200000,3111,199078,64,SEGUNDO,VELEZ SARSFIELD,10
M Sanchez,740,520000,36140000,703,48838,70,SEGUNDO,VILLA GRAL. MITRE,11
"GONZALEZ, ELPIDIO 5007",99,230000,18400000,2323,185859,80,CUARTO,MONTE CASTRO,10
CHICLANA,1225,1300000,83200000,1061,67918,64,SEGUNDO,NUEVA POMPEYA,4
Peru al 1300,692,800000,53760000,1156,77688,67,SEGUNDO,SAN TELMO,1
SARMIENTO 3000,490,350000,28000000,714,57143,80,CUARTO,BALVANERA,3
Yerbal 2900,969,2700000,172800000,2786,178328,64,SEGUNDO,FLORES NORTE,7
CORRIENTES,286,900000,62550000,3147,218706,70,SEGUNDO,CHACARITA,15
BIARRITZ,200,320000,20480000,1600,102400,64,SEGUNDO,VILLA DEL PARQUE,11
Alvarez Thomas,112,640000,44480000,5714,397143,70,SEGUNDO,VILLA URQUIZA,12
"BALBIN, RICARDO, DR. 3100",164,790000,50362500,4817,307088,64,TERCER,COGHLAN,12
YERBAL Y VIRGILIO,166,350000,22400000,2108,134940,64,SEGUNDO,VILLA LURO,10
Av C Forest,198,900000,62550000,4545,315909,70,SEGUNDO,VILLA ORTUZAR,15
CORRIENTES,450,2000000,139000000,4444,308889,70,SEGUNDO,VILLA CRESPO,15
SAAVEDRA 400,232,620000,39525000,2672,170366,64,PRIMER,BALVANERA,3
QUINTINO BOCAYUVA,172,320000,21504000,1860,125023,67,SEGUNDO,BOEDO,5
G De Laferrere,462,300000,20160000,649,43636,67,SEGUNDO,FLORES SUR,7
VERA 100,205,810000,51637500,3951,251890,64,PRIMER,VILLA CRESPO,15
Paez,148,210000,14112000,1419,95351,67,SEGUNDO,FLORES NORTE,7
CORRIENTES,300,2000000,128000000,6667,426667,64,SEGUNDO,VILLA CRESPO,15
Neuquen 2600,979,1250000,86875000,1277,88739,70,SEGUNDO,FLORES NORTE,7
ROCAMORA,230,610000,42395000,2652,184326,70,SEGUNDO,ALMAGRO,5
PEDERNERA 500,434,540000,34425000,1244,79320,64,TERCER,FLORES SUR,7
BRASIL 1500,256,520000,36140000,2031,141172,70,SEGUNDO,CONSTITUCION,1
Gdero Baigorria,301,575000,38640000,1912,128500,67,SEGUNDO,VILLA DEL PARQUE,11
LUIS VIALE,235,210000,14112000,894,60051,67,SEGUNDO,CABALLITO,6
QUESADA,465,580000,40310000,1247,86688,70,SEGUNDO,VILLA URQUIZA,12
NAZARRE,425,430000,27520000,1012,64753,64,SEGUNDO,VILLA REAL,10
Bragado N°5720,650,470000,30080000,723,46277,64,SEGUNDO,MATADEROS,9
Av. La Plata 2000,386,450000,28800000,1166,74611,64,SEGUNDO,PARQUE CHACABUCO,7
LOYOLA 800,200,500000,40000000,2500,200000,80,CUARTO,VILLA CRESPO,15
ECHEVERRIA 2600,240,1450000,92437500,6042,385156,64,TERCER,BELGRANO,13
Gral M A Rodriguez,1300,1300000,83200000,1000,64000,64,SEGUNDO,PATERNAL,15
